Reaction_id,Condition1,Condition2
ALCD2x@ETOHtex@ETOHtrpp,0.0,0.0
ADPRDP@NADN,0.0,0.0
ADPT,0.0,0.0005809488664542
ADSK@BPNT@SADT2@SULR,0.2060558270818769,0.2139687331670785
ADSL1r@ADSS,0.2485892572097374,0.258135521801954
AGDC,0.0,0.0
ALDD2x,0.0,0.0
ALDD2y,0.0,0.0
AGM3PA,0.0,0.0
AGM3PApp,0.0,0.0
AGM3PH,0.0,0.0
AGM3Pt2pp,0.0,0.0
AGM4PA,0.0,0.0
ALLTAMH@ALLTN,0.0,0.0
ALLTNt2rpp@ALLTNtex,0.0,0.0
AGM4PApp,0.0,0.0
AGM4PCP,0.0,0.0
AMAOTr,1.662598656418467e-06,1.7264453683119285e-06
AMPMS2@ASP1DC@CHRPL@APRAUR@DB4PS@DPCOAK@DPR@DHPPDA2@E4PD@FMNAT@HBZOPT@GTPCII2@MOHMT@PANTS@OHPBAT@OPH,4.572146305150785e-05,4.747724762857804e-05
ALR2@ALR4x,0.0,0.0
ASNN,0.0,0.0157775916138072
ASNNpp,0.0,0.0
AMPN,0.0,0.0
ASNS1,0.0,0.0
AM3PA,0.0,0.0
ASNS2,0.2003888595614767,0.2238617357430231
AMPTASECG@CGLYabcpp,0.0,0.0
AM4PA,0.0,0.0
AM4PCP,0.0,0.0
ASNabcpp,0.0,0.0
ASNt2rpp,0.0,0.0
ASNtex,0.0,0.0
ASPCT@DHORTS@ORPT@OMPDC,0.2749896612749722,0.2855497478053719
ANHGMtex,0.0,0.0
ASPK@ASAD,0.8887221606046182,0.9228506542867
ASPO3,0.0,0.0019664212745113
ANHMK,0.0,0.0
ASPO4,0.0,0.0
ASPO5,0.0,0.0
ANPRT@ANS@IGPS@PRAIi,0.0472535477133974,0.0490681670354766
ASPO6,0.0018936998696645,0.0
AOXSr2,1.662598656418467e-06,1.7264453683119285e-06
ASPT,0.5795230637268425,0.0
ASPTA,0.0,0.0
AP4AH@AP4AS,0.0,0.0
CAt6pp,0.0,0.0
ASPabcpp,0.0,0.0
ASPt2_2pp,0.0,0.0
ASPt2_3pp,0.0,0.0
ASPt2pp_copy1,0.0,0.0
CBMKr,0.520881352164639,0.5408841119972332
CBPS,0.0,0.0
ASPt2pp_copy2,0.0,0.0
ASPtex,0.0,0.0
AST@SADH@SGDS@SGSAD@SOTA,0.0,0.0
ATHRDHr@THRA2,0.0,0.0
ATPHs,0.0,0.0
ATPM,9.0,9.0
CD2abcpp,0.0,0.0
CD2t3pp,0.0,0.0
ATPPRT@HISTD@HISTP@HSTPT@IG3PS@IGPDH@PRAMPC@PRATPP@PRMICI,0.0787556357558969,0.0817799906515688
APG3PAT120,0.0,0.0
ATPS4rpp,67.59842621271031,86.20230078208219
CD2tpp,0.0,0.0
CDAPPA120,0.0,0.0
CDAPPA140,0.0,0.0
CDAPPA141,0.0,0.0
CDAPPA160,0.0,0.0
CDAPPA161,0.0,0.0
CDAPPA180,0.0,0.0
CDAPPA181,0.0,0.0
BMOCOS@BMOGDS1@BMOGDS2,0.0001014185180415,0.000105313167467
CDPMEK@DXPRIi@MEPCT@MECDPDH5@MECDPS,0.0019859740952581,0.0020622389921207
APG3PAT140,0.0,0.0
BTS5,1.662598656418467e-06,1.7264453683119285e-06
APG3PAT141,0.0,0.0
CGLYtex,0.0,0.0
CA2t3pp,0.0,0.0
CADVtpp@DAPtex@LYSDC,0.0,0.0
CHORM,0.2688289019535473,0.2791524044921516
CHORS@DHQTi@PSCVT@SHK3Dr@SHKK,0.3168239686677416,0.3289905661619308
CITL,1.0906360428423223,0.0
CITt3pp,0.0,0.0
APG3PAT160,0.0,0.0550856923665932
CITt7pp,0.0,0.0
CITtex,0.0,0.0
CMPN,0.0,0.0
CLIPAabctex@EDTXS3@EDTXS4@LIPACabcpp,0.0,0.0
APG3PAT161,0.0,0.0649264309661135
CLPNH120pp@CLPNS120pp,0.0,0.0
CLPNH140pp@CLPNS140pp,0.0,0.0
CLPNH141pp@CLPNS141pp,0.0,0.0
CMtex@CMtpp,0.0,0.0
CO2tex,0.0,0.0
CLPNH160pp@CLPNS160pp,0.0,0.0
CO2tpp,0.0,0.0
COBALT2abcpp,0.0,0.0
COBALT2t3pp,0.0,0.0
CLPNH161pp@CLPNS161pp,0.0,0.0
CLPNH180pp@CLPNS180pp,0.0,0.0
CLPNH181pp@CLPNS181pp,0.0,0.0
COBALT2tpp,2.078248320523084e-05,2.158056710389911e-05
APG3PAT180,0.0,0.0
COLIPAKpp@COLIPAPabctex,0.0,0.0
APG3PAT181,6.070144387138043e-13,0.0
COLIPAabcpp@GLCTR1@GLCTR2@GALT1@GLCTR3@GMHEPAT@GMHEPK@HEPK1@GMHEPPA@HEPK2@MOAT3C@S7PI@TDPDRE@TDPDRR@,0.0,0.0
APH120,0.0,0.0
COLIPAabctex,0.0,0.0
APH140,0.0,0.0
CPGNR1,0.0,0.0
APH141,0.0,0.0
APH160,0.0,0.0
CPGNR2,0.0,0.0
CPGNR3,0.0,0.0
APH161,0.0,0.0
CPGNUtex@CPGNUtpp@CPGNabcpp@CPGNexs@CPGNtonex,0.0,0.0
APH180,0.0,0.0
APH181,0.0,0.0
CPMPS@MOADSUx@MPTAT@MPTS@MPTSS,0.0002028370360882,0.0002106263349271
CYSDS,0.0,0.0
CYSS,0.2060558270818769,0.2139687331670785
CPPPGO,0.000185379750178,0.0001924986585667
CPPPGO2,0.0,0.0
CYSTL@HSST@SHSL1,0.1279461109040113,0.1328594665411286
CYSabc2pp,0.0,0.0
CRNDabcpp,0.0,0.0
CYSabcpp,0.0,0.0
CYStex,0.0,0.0
ARBTNR1,0.0,0.0
CYStpp,0.0,0.0
CYTBD2pp,0.0,0.0
CYTBDpp,0.0,0.0
CYTBO3_4pp,44.04613241532643,56.16596881736743
CYTD,0.0,0.0
CRNDt2rpp,0.0,0.0
CRNabcpp,0.0,0.0
CRNt2rpp,0.0,0.0
CYTDH,0.0,0.0
CRNt8pp,0.0,0.0
CYTDK2,0.0,0.0
ARBTNR2,0.0,0.0
CS,1.9844424301383008,13.708684450582972
CSND,0.0,0.0
CYTDt2pp_copy2@CYTDtex,0.0,0.0
ARBTNR3,0.0,0.0
CTBTabcpp@CTBTt2rpp,0.0,0.0
CYTK1,0.1503862049693981,0.1561612996772182
CYTK2,0.0,0.0
D_LACt2pp,0.0,0.0
D_LACt2pp_rev,0.0,0.0
D_LACtex,0.0,0.0
D_LACtex_rev,0.0,0.0
CTECOAI6,0.0,0.0
ARBTNabcpp@ARBTNexs@ARBTNtex@ARBTNtonex@ARBTNtpp,0.0,0.0
CTECOAI7,0.0,0.0
DAAD,1.8171288885390935,0.0
DADA,0.0,0.0
DADK,0.0,0.0
DAGK120,0.0,0.0
CTPS2,0.1334443246607872,0.1385688213741362
CU2abcpp,0.0,0.0
DAGK140,0.0,0.0
DAGK141,0.0,0.0
DAGK160,0.0,0.0
CU2tpp,0.0005893912236937,0.0006120248830596
DAGK161,0.0,0.0
DAGK180,0.0,0.0
DAGK181,0.0,0.0
DALAt2pp,0.011550072866139,0.0119936159736629
DALAtex,0.0,0.0
DAPDC,0.2852695087676088,0.2962243595176448
DAPE@DHDPRy@DHDPS@SDPDS@SDPTA@THDPS,0.3083696544998907,0.3202115914649492
DDPA@DHQS,0.3168239686677416,0.3289905661619317
DASYN120,0.0,0.0
DASYN140,0.0,0.0
DASYN141,0.0,0.0
DASYN160,0.0530485353302548,0.0550856923665932
DGK1,0.0,0.0
DASYN161,0.0625253476718162,0.0649264309661135
DASYN180,0.0,0.0
DASYN181,0.0,0.0
DATPHs@NTD12@NTPP10,0.0,0.0
DHAPT,0.0,0.0
DBTS,1.662598656418467e-06,1.7264453683119285e-06
DHAtex@DHAtpp,0.0,0.0
ARBabcpp,0.0,0.0
DHBD@ICHORT,0.0,0.0
DHBS@ENTCS@SERASr,0.0,0.0
DHBSH,0.0,0.0
DCTPD,0.0,0.0
DCYTD@NTD3,0.0,0.0
ARBt2rpp,0.0,0.0
ARBt3ipp,0.0,0.0
DHFR,0.0223079174725081,0.0231645807293391
ARGAGMt7pp,0.0,0.0
ARGDC,0.0,0.0
DOXRBCNtex@DOXRBCNtpp,0.0,0.0
ARGDCpp,0.0,0.0
DHORD2,0.0,0.2855497478053719
ARGORNt7pp,0.0,0.0
DHORD5,0.0,0.0
DHORDfum,0.2749896612749722,0.0
DRPA@PPM2,0.0,0.0
ARGSL@ARGSS@OCBT,0.2458916908896656,0.255334364191861
DSERDHr@LSERDHr@SERD_D,0.0,0.0
ARGabcpp,0.0,0.0
DTMPK,0.0217517782219228,0.0225870847536249
ARGt3pp,0.0,0.0
DURIK1,0.0,0.0
DURIPP,0.0,0.0
DUTPDP,0.0217517782219228,0.0225870847536249
ARGtex,0.0,0.0
DXPS,0.0023567335956353,0.0024472363097451
DMATT@GRTT,0.0002311012132629,0.0002399759057164
DMPPS,0.0019859740952581,0.0020622389921207
EAR100x,0.0,0.0
EAR100y,0.0,0.0
EAR120x,0.0,0.0
EAR120y,0.0,0.0
EAR121x,0.0,0.0
EAR121y,0.0,0.0
EAR140x,0.0,0.0
EAR140y,0.0,0.0
EAR141x,0.0,0.0
EAR141y,0.0,0.0
EAR160x,0.0,0.0
EAR160y,0.0,0.0
EAR161x,0.0,0.0
EAR161y,0.0,0.0
EAR180x,0.0,0.0
EAR180y,0.0,0.0
EAR181x,0.0,0.0
EAR181y,0.0,0.0
EDA,0.0,0.0
EDA_rev,0.0,0.0
EDD,0.0,0.0
EDD_rev,0.0,0.0
EDTXS1@EDTXS2,0.0,0.0
EAR40x,0.0,0.0
EAR40y,0.0,0.0
EAR60x,0.0,0.0
EAR60y,0.0,0.0
EGMEACPR@OPMEACPS,1.662598197446478e-06,1.7264453683119084e-06
ENLIPAabctex,0.0,0.0
ENO,9.126743881482472,0.0
EAR80x,0.0,0.0
EAR80y,0.0,0.0
ENTERES,0.0,0.0
ENTERES2,0.0,0.0
EPMEACPR,1.662598656418467e-06,1.7264453683119285e-06
ECAP1pp,0.0,0.0
ECAP2pp,0.0,0.0
ECAP3pp,0.0,0.0
ECAtpp,0.0,0.0
ETHAAL,0.0,0.0
ETHAt2pp,0.0,0.0
FCLT@UPPDC1,0.0001853797501906,0.0001924986585667
ETHAtex,0.0,0.0
FDH4pp,0.7103393347738276,0.0021174852442311
F6PA,0.0,0.0
F6PP,0.0,0.0
FLDR2,0.0,0.0
FLVR,0.0,0.0
FDH5pp,11.058345826228662,0.0
FLVRx,0.0,0.0
FMNRx,0.0,0.0
FA100ACPHi,0.0,0.0
FA120ACPHi,0.0,0.0
FA140ACPHi,0.0,0.0
FA141ACPHi,0.0,0.0
FA160ACPHi,0.0,0.0
FA161ACPHi,0.0,0.0
FMNRx2,0.0,0.0
FORt2pp,0.0,0.0
FORtex,0.0,0.0
FORtppi,11.76868516100249,0.0021174852442311
FRD2,11.058345826228662,0.0
FRD3,0.0,0.0
FRUK,0.0,0.0
FRUK_rev,0.0,0.0
FRUptspp,0.0,0.0
FRUptspp_rev,0.0,0.0
FA80ACPHi,0.0,0.0
FACOAE100,0.0,0.0
FACOAE120,0.0646950389185008,0.0671794421718485
FACOAE140,0.0,0.0
FRUpts2pp,0.0,0.0
FRUtex,0.0,0.0
FTHFD,8.239912618279938,0.0
FTHFLi,0.0,0.0
FUM,1.446438580353944,13.68076092319584
FUMt2_2pp,0.0,0.0
FUMt2_3pp,0.0,0.0
FACOAE141,0.0,0.0
FACOAE160,0.1060970706605096,0.1101713847331865
FACOAE161,0.1250506953436324,0.1298528619323128
FACOAE180,0.0,0.0
FACOAE181,0.0,0.0
FUMtex,0.0,0.0
FUSAtex@FUSAtpp,0.0,0.0
G1PACT@PGAMT@UAGDP,0.0785478109238067,0.0815641849804981
FACOAE60,0.0,0.0
FACOAE80,0.0,0.0
FACOAL120t2pp,0.0,0.0
FACOAL140t2pp,0.0,0.0
G1PTT@TDPGDH,0.0,0.0
G1SAT@GLUTRR@GLUTRS@HMBS@PPBNGS@UPP3S,0.0003707595003895,0.0003849973171551
FACOAL141t2pp,0.0,0.0
FACOAL160t2pp,0.0,0.0
FACOAL161t2pp,0.0,0.0
FACOAL180t2pp,0.0,0.0
FACOAL181t2pp,0.0,0.0
FACOAL60t2pp,0.0,0.0
G3PAT120,0.0,0.0
G3PAT140,0.0,0.0
G3PAT141,0.0,0.0
G3PAT160,0.0530485353302548,0.0
G3PAT161,0.0625253476718162,0.0
G3PAT180,0.0,0.0
FADRx,0.0,1.88690983306996
FADRx2,0.0,0.0
G3PAT181,0.0,0.0
G3PD2,0.0,0.0
G3PD5,0.3614837373591045,0.0
G3PD6,0.0,0.0
FBA,5.804000729156823,0.0
FBA3@PFK_3,0.4953236189850116,0.0
G3PD7,0.0,0.0
FE2abcpp,0.0,0.0
FBP,0.0,1.5317752268849056
G3PEabcpp,0.0,0.0
FE2t2pp,0.0,0.0
G3PEtex,0.0,0.0
G3PGabcpp,0.0,0.0
G3PGtex,0.0,0.0
FE2t3pp,0.0,0.0
G3PT,0.0,0.7732637852389961
GGPTRCS@GGGABADr@GGGABAH@GGPTRCO,0.0,0.0
GHMT2r,5.048274088046605,0.9656518246352732
G5SADs,0.1837628729972921,5.337645093007673
FE2tex,0.0133514985103766,0.0138642195302054
G5SD@GLU5K,0.1837628729972493,5.337645093007695
G6PDA,0.0,0.3027836976362122
GK1,0.2026009470738559,0.2103811796917576
GLBRAN2@GLCP2,0.0,0.0
G6PDH2r,7.893052182785631,4.660773014900352
G6PDH2r_rev,0.0,0.0
PGL,7.893052182785631,4.660773014900352
PGL_rev,0.0,0.0
FE2tpp,0.0133514985103766,0.0138642195302054
G6PP,0.0,0.0
GLCDpp,0.0,0.0
GLCNt2rpp,0.0,0.0
GLCNtex,0.0,0.0
GLCP,0.0,10.524575962192264
GALKr,0.0,0.0
GALKr_rev,0.0,0.0
GALtex,0.0,0.0
GALtex_rev,0.0,0.0
UDPG4E,-0.0,-0.0
UDPG4E_rev,0.0,0.0
UGLT,0.0,0.0
UGLT_rev,0.0,0.0
GLCS1@GLGC,0.0,10.524575962192264
GLCabcpp,0.0,0.0
GALUi,0.0,0.0
GLCptspp,5.977535961624796,0.0
FE3HOXR1,0.0,0.0
GLCt2pp,3.676464038375204,0.0
GALabcpp,0.0,0.0
FE3HOXR2,0.0,0.0
GLCtex_copy1,9.654,0.0
FE3HOXR3,0.0,0.0
FE3HOXUtex@FE3HOXUtpp@FE3HOXabcpp@FE3HOXexs@FE3HOXtonex,0.0,0.0
GLNS,1.5051630331456871,1.8657476379093108
GLUABUTt7pp,0.0,0.0
GALt2pp,0.0,0.0
GAPD,0.0,0.0
GAPD_rev,14.676035424246152,3.63137807666046
PGK,-14.676035424246152,3.63137807666046
PGK_rev,0.0,0.0
GLUCYS@GTHS,0.0,0.0
GLUDC,0.0,7.113326600630237
GLUDy,0.0,0.0
GLUN,0.0,0.0
GLUPRT@PRAGSr@PRAIS@PRFGS,0.3726199482779078,0.3869292095007312
GLUR@UAAGDS@UAMAGS@UAMAS,0.0231001457322781,0.0239872319470393
GARFT,0.3726199482779078,0.3869292095007312
GART,0.0,0.0
GLUSy,0.0,0.0
GLUabcpp,0.0,0.0
GLUt2rpp,0.0,0.0
FE3Ri,0.0,0.0
GLUt4pp,0.004326913003329,0.0
GLUtex,0.0,0.0
GDPDPK,0.0,0.0
GDPMNH@PMANM,0.0,0.0
GLXCL,0.0,1.3722799353317796
FE3abcpp,0.0,0.0
GDPMNP,0.0,0.0
GDPTPDP,0.0,1.0542445052848597
FE3tex,0.0,0.0
GF6PTA,0.0785478109238067,0.3843478826167104
GLYAT,0.0,0.0033700213589451
GLYC3Pabcpp,0.0,0.0
FECRMR1,0.0,0.0
GLYC3Pt6pp,0.0,0.0
GLYC3Ptex,0.0,0.0
GTPDPDP,0.0,0.0
GLYCAt2rpp@GLYCAtex,0.0,0.0
GTPDPK,0.0,1.0542445052848597
FECRMR2,0.0,0.0
GTPHs@NTPP11,0.0,0.0
GLYCDx,0.0,0.7732637852386968
GLYCK,0.0,0.0
GUACYC@PDE4,0.0,0.0
GLYCK2,0.0,1.3722799353317805
FECRMR3,0.0,0.0
GLYCL,4.1663685819332485,0.0465095749996551
GLYCLTDx,0.0,0.0
GLYCLTDy,0.0,0.0
GUAD,0.0,0.0
GUAPRT,0.0,0.0
GUAt2pp,0.0,0.0
GUAtex,0.0,0.0
GUAtpp,0.0,0.0
H2Otex,0.0,0.0
H2Otpp,0.0,0.0
H2SO,0.0,0.0
GLYCLTt2rpp,0.0,0.0
GLYCLTt4pp,0.0,0.0
GLYCLTtex,0.0,0.0
GLYCTO2,0.0005561392505853,0.0005774959757142
GLYCTO3,0.0,0.0
GLYCTO4,0.0,0.0
GLYCtex,0.0,0.0
GLYCtpp,0.0,0.0
GLYK,0.0,0.0
H2St1pp@H2Stex,0.0,0.0
FECRMUtex@FECRMUtpp@FECRMabcpp@FECRMexs@FECRMtonex,0.0,0.0
GLYOX@LGTHL,0.0,0.0
GLYOX3,0.0,0.0033700213589448
GLYt2pp_copy2,0.0,0.0
HCO3E,0.4371345952416683,0.453921332349444
HCYSMT,0.0,0.0
GLYt4pp,0.0,0.0
GLYtex,0.0,0.0
GMPR,0.0,0.0
HEPT1,0.0,0.0
GMPS2,0.2026009470738559,0.2103811796917576
FEENTERR1,0.0,0.0
GND,7.893052182785631,4.660773014900352
GNK,0.0,0.0
HEPT2,0.0,0.0
HEPT3,0.0,0.0
HEPT4,0.0,0.0
HEX1,1.9155162211608343,0.0
HEX4,0.0,0.0
HEX7,1.760947817214369,0.0
HEXt2rpp,0.0,0.0
FEENTERR2,0.0,0.0
GPDDA2,0.0,0.0
FEENTERR3,0.0,0.0
GPDDA2pp,0.0,0.0
FEENTERabcpp@FEENTERtonex,0.0,0.0
FEENTERexs,0.0,0.0
GPDDA4,0.0,0.0
HISabcpp,0.0,0.0
FEENTERtex@FEENTERtpp,0.0,0.0
GPDDA4pp,0.0,0.0
HISt2rpp,0.0,0.0
HIStex,0.0,0.0
HOMt2pp@HOMtex,0.0,0.0
GRXR,0.0,0.0
GSNK,0.0,0.0
FEOXAMR1,0.0,0.0
FEOXAMR2,0.0,0.0
FEOXAMR3,0.0,0.0
GSPMDA@GSPMDS,0.0,0.0
FEOXAMUtex@FEOXAMUtpp@FEOXAMabcpp@FEOXAMexs@FEOXAMtonex,0.0,0.0
GTHOr,0.0,0.0
GTHPi,0.0,0.0
GTHRDHpp,0.0,0.0
GTHRDabc2pp,0.0,0.0
HPYRI,0.0,0.0
HPYRRx,0.0,4.6804613248341305
HPYRRy,0.0,0.0
HSDy,0.0,0.0
GTHRDabcpp,0.0,0.0
GTHRDtex,0.0,0.0
FEROpp,0.0,0.0
HSK@THRS,0.4524063952007162,0.4697795962806222
INStex@INSt2pp_copy2,0.0,0.0
FESD1s@FESR,0.0032453925773288,0.0033700213589448
IPDDI,0.0,0.0
IPDPS,0.0,0.0
HXAND,0.0,0.0
HXAtex,0.0,0.0
IPMD@IPPMIa@IPPMIb@IPPS@LEUTAi@OMCDC,0.3745261176374342,0.388908579115423
HXCT,0.0,0.0
LIPAabctex,0.0,0.0
HXPRT,0.0,0.0
K2L4Aabcpp@K2L4Aabctex,0.016173759729547,0.0167948605429384
HYPOE@PYDAMK,0.0,0.0
KAS14,0.0,0.0
KAS15,0.0,0.0
HYXNtex@HYXNtpp,0.0,0.0
Htex,0.0,18.07129830344732
Kabcpp,0.0,0.0
