reaction,flux
EX_arab__L_e,-0.0
EX_mal__L_e,-0.0
EX_malt_e,-0.0
EX_malthx_e,-0.0
EX_maltpt_e,-0.0
EX_malttr_e,-0.0
EX_maltttr_e,-0.0
EX_man_e,-0.0
EX_cynt_e,-0.0
EX_man6p_e,-0.0
EX_manglyc_e,-0.0
EX_melib_e,-0.0
EX_cys__D_e,-0.0
EX_meoh_e,2.9080894351645234e-09
EX_met__D_e,-0.0
EX_arbt_e,-0.0
EX_arbtn_e,0.0
EX_arbtn_fe3_e,0.0
EX_met__L_e,-0.0
EX_cys__L_e,-0.0
EX_metsox_R__L_e,-0.0
EX_metsox_S__L_e,-0.0
EX_mg2_e,-1.2000231054187793e-05
EX_mincyc_e,-0.0
EX_minohp_e,-0.0
EX_mmet_e,-0.0
EX_arg__L_e,-0.0
EX_ascb__L_e,-0.0
EX_asn__L_e,-0.0
EX_aso3_e,-0.0
EX_asp__L_e,-0.0
EX_btn_e,-0.0
EX_but_e,-0.0
EX_mn2_e,-9.567614241691283e-07
EX_mnl_e,-0.0
EX_mobd_e,-1.992041263087699e-07
EX_mso3_e,-0.0
EX_n2o_e,-0.0
EX_na1_e,-0.0
EX_nac_e,-0.0
EX_nh4_e,-2.015276599481395
EX_butso3_e,-0.0
EX_ca2_e,-7.200429422482557e-06
EX_cbi_e,-0.0
EX_cytd_e,-0.0
EX_cbl1_e,-3.242519720208444e-07
EX_cd2_e,-0.0
EX_cgly_e,-0.0
EX_ni2_e,-4.463917282482299e-07
EX_nmn_e,-0.0
EX_no_e,-0.0
EX_no2_e,-0.0
EX_no3_e,-0.0
EX_novbcn_e,-0.0
EX_o16a4colipa_e,-0.0
EX_o2_e,-56.34457907149361
EX_o2s_e,-0.0
EX_ocdca_e,-0.0
EX_ocdcea_e,-0.0
EX_octa_e,-0.0
EX_orn_e,-0.0
EX_orot_e,-0.0
EX_pacald_e,-0.0
EX_peamn_e,-0.0
EX_phe__L_e,-0.0
EX_pheme_e,0.0
EX_chol_e,-0.0
EX_chtbs_e,-0.0
EX_cit_e,-0.0
EX_cl_e,-7.200429441467361e-06
EX_pi_e,-0.001348111743716629
EX_dad_2_e,-0.0
EX_pnto__R_e,-0.0
EX_ppa_e,-0.0
EX_damp_e,-0.0
EX_ppal_e,-0.0
EX_dca_e,-0.0
EX_pppn_e,-0.0
EX_ppt_e,-0.0
EX_dcmp_e,-0.0
EX_pro__L_e,-0.0
EX_dcyt_e,-0.0
EX_progly_e,-0.0
EX_psclys_e,-0.0
EX_ddca_e,-0.0
EX_pser__L_e,-0.0
EX_ptrc_e,-0.0
EX_dgmp_e,-0.0
EX_dgsn_e,-0.0
EX_val__L_e,-0.0
EX_xan_e,-0.0
EX_dha_e,-0.0
EX_xmp_e,-0.0
EX_dimp_e,-0.0
EX_din_e,-0.0
EX_xtsn_e,-0.0
EX_pydam_e,-0.0
EX_xyl__D_e,-0.0
EX_xylu__L_e,-0.0
EX_zn2_e,-4.7111048849665286e-07
12DGR120tipp,0.0
12DGR140tipp,0.0
12DGR141tipp,0.0
12DGR160tipp,0.0
12DGR161tipp,0.0
12DGR180tipp,0.0
EX_pydx_e,-0.0
EX_pydxn_e,-0.0
EX_pyr_e,-0.0
EX_quin_e,-0.0
EX_r5p_e,-0.0
EX_rfamp_e,-0.0
EX_rib__D_e,-0.0
EX_rmn_e,-0.0
EX_sbt__D_e,-0.0
EX_sel_e,-0.0
EX_ser__D_e,-0.0
EX_ser__L_e,-0.0
EX_skm_e,-0.0
12DGR181tipp,0.0
12PPDRtex,0.0
12PPDRtpp,0.0
EX_dms_e,-0.0
12PPDStex,0.0
12PPDStpp,0.0
14GLUCANabcpp,0.0
EX_slnt_e,-0.0
EX_so2_e,-0.0
EX_so3_e,-0.0
EX_dmso_e,-0.0
EX_so4_e,-0.0003663945500705306
EX_spmd_e,-0.0
EX_succ_e,-15.902
14GLUCANtexi,0.0
23CAMPtex,0.0
23CCMPtex,0.0
EX_sucr_e,-0.0
EX_sulfac_e,-0.0
23CGMPtex,0.0
EX_tartr__D_e,-0.0
23CUMPtex,0.0
EX_dopa_e,-0.0
23DAPPAt2pp,0.0
23DAPPAtex,0.0
23PDE2pp,0.0
23PDE4pp,0.0
EX_tartr__L_e,-0.0
EX_taur_e,-0.0
EX_tcynt_e,-0.0
23PDE7pp,0.0
23PDE9pp,0.0
EX_doxrbcn_e,-0.0
26DAHtex,0.0
2AGPA120tipp,0.0
EX_thm_e,-0.0
EX_thr__L_e,-0.0
EX_dtmp_e,-0.0
EX_thrp_e,-0.0
2AGPA140tipp,0.0
2AGPA141tipp,0.0
EX_thym_e,-0.0
EX_dump_e,-0.0
EX_thymd_e,-0.0
2AGPA160tipp,0.0
2AGPA161tipp,0.0
EX_tma_e,-0.0
EX_duri_e,-0.0
EX_tmao_e,-0.0
EX_tre_e,-0.0
EX_trp__L_e,-0.0
2AGPA180tipp,0.0
2AGPA181tipp,0.0
2AGPE120tipp,0.0
2AGPE140tipp,0.0
2AGPE141tipp,0.0
2AGPE160tipp,0.0
EX_tsul_e,-0.0
EX_eca4colipa_e,0.0
EX_ttdca_e,-0.0
2AGPE161tipp,0.0
2AGPE180tipp,0.0
2AGPE181tipp,0.0
2AGPEAT120,0.0
EX_ttdcea_e,-0.0
EX_enlipa_e,0.0
2AGPEAT140,0.0
2AGPEAT141,0.0
2AGPEAT160,0.0
EX_ttrcyc_e,-0.0
EX_enter_e,0.0
2AGPEAT161,0.0
EX_etha_e,-0.0
2AGPEAT180,0.0
2AGPEAT181,0.0
EX_tungs_e,-0.0
EX_tym_e,-0.0
2AGPG120tipp,0.0
EX_ethso3_e,-0.0
2AGPG140tipp,1.0
2AGPG141tipp,0.0
2AGPG160tipp,0.0
2AGPG161tipp,0.0
EX_tyr__L_e,-0.0
EX_tyrp_e,-0.0
EX_uacgam_e,-0.0
EX_udpacgal_e,-0.0
EX_udpg_e,-0.0
2AGPG180tipp,0.0
2AGPG181tipp,0.0
2AGPGAT120,0.0
EX_udpgal_e,-0.0
EX_etoh_e,-0.0
EX_udpglcur_e,-0.0
2AGPGAT140,0.0
2AGPGAT141,0.0
2AGPGAT160,0.0
2AGPGAT161,0.0
EX_ump_e,-0.0
2AGPGAT180,0.0
EX_f6p_e,-0.0
2AGPGAT181,0.0
EX_ura_e,-0.0
2DGULRGx,0.0
EX_urea_e,1.0
2DGULRGy,0.0
EX_fald_e,-0.0
2DGULRx,0.0
2DGULRy,0.0
EX_uri_e,-0.0
2MAHMP,0.0
34dhpactex,0.0
EX_fe2_e,-3.0000225769523303
3AMACHYD,0.0
3AMPtex,0.0
3CMPtex,0.0
3GMPtex,0.0
EX_fe3_e,3.0
3HAD100,1.000455384994876
EX_fe3dcit_e,-0.0
3HAD120,0.00024749440629836194
5DOAN,3.3588432976150247e-07
EX_fe3dhbzs_e,-0.0
5MTRtex,-9.806077575374774e-06
5MTRtpp,9.806077575374774e-06
3HAD121,1.0002078905885776
3HAD140,1.0001882304516991
A5PISO,3.555575547903905e-05
EX_fe3hox_e,0.0
AACPS1,3.0
AACPS2,2.0
3HAD141,1.0002078905885776
EX_fe3hox_un_e,0.0
AACPS3,1.0
AACPS4,2.0
AACPS5,2.0
3HAD160,1.000176378533206
AACPS6,2.0
EX_fecrm_e,0.0
AACPS7,2.0
3HAD161,0.00020789058857763874
AACPS8,0.0
EX_fecrm_un_e,0.0
AACPS9,0.0
3HAD180,1.0
3HAD181,1.0000707043775632
AACTOOR,0.0
AADDGT,0.0
AAMYL,0.0
AAMYLpp,0.0
AB6PGH,0.0
ABTA,1.0
ABUTD,1.0
3HAD40,1.000455384994876
3HAD60,1.000455384994876
3HAD80,1.000455384994876
3HCINNMH,0.0
3HPPPNH,0.0
ABUTt2pp,1000.0
EX_feenter_e,0.0
ABUTtex,0.0
3HPPtex,0.0
3HPPtpp,0.0
ACACCT,0.0
ACACT1r,-1.0
3KGK,-0.0
ACACT2r,-1.0
EX_feoxam_e,0.0
ACACT3r,-1.0
ACACT4r,-1.0000000043621342
3NTD2pp,0.0
3NTD4pp,0.0
EX_feoxam_un_e,0.0
ACACT5r,-1.0000000043621342
EX_for_e,-0.0
ACACT6r,-2.0
3NTD7pp,0.0
3NTD9pp,0.0
EX_fru_e,-0.0
3OAR100,1.000455384994876
ACACT7r,-1.0
EX_frulys_e,-0.0
ACACT8r,2.0
ACACt2pp,0.0
ACACtex,0.0
3OAR120,0.00024749440629836194
3OAR121,1.0002078905885776
3OAR140,1.0002356381256712
ACALD,3.0
3OAR141,1.0002078905885776
EX_fruur_e,-0.0
3OAR160,1.000176378533206
ACALDtex,0.0
EX_fuc__L_e,-0.0
3OAR161,0.00020789058857763874
EX_fum_e,0.0
ACALDtpp,0.0
3OAR180,1.0
EX_fusa_e,-0.0
ACANTHAT,0.0
3OAR181,1.0000707043775632
ACBIPGT,0.0
EX_g1p_e,-0.0
ACCOAC,11.00317548098763
3OAR40,1.000455384994876
EX_g3pc_e,-0.0
3OAR60,1.000455384994876
ACCOAL,1000.0
ACGAL1PPpp,0.0
3OAR80,1.000455384994876
EX_g3pe_e,-0.0
ACGAL1Ptex,0.0
ACGALtex,0.0
ACGAM1PPpp,0.0
3OAS100,1.000455384994876
ACGAM1Ptex,0.0
ACGAMK,1.0
ACGAMT,0.0
3OAS120,0.00024749440629836194
3OAS121,1.0002078905885776
3OAS140,1.0002356381256712
ACGAptspp,0.0
EX_g3pg_e,-0.0
ACGAtex,0.0
ACGK,1.0004761036780567
ACGS,1.0004761036780567
3OAS141,1.0002078905885776
3OAS160,1.000176378533206
3OAS161,0.00020789058857763874
ACHBS,0.000410485548041778
EX_g3pi_e,-0.0
3OAS180,1.0
ACKr,4.000860202676608
EX_g3ps_e,-0.0
ACLS,0.001235266241249872
ACM6PH,1.0
ACMAMUT,0.0
3OAS181,1.0000707043775632
EX_g6p_e,-0.0
3OAS60,1.000455384994876
ACMANAptspp,0.0
EX_gal_e,-0.0
ACMANAtex,0.0
ACMUMptspp,0.0
3OAS80,1.000455384994876
3OXCOAT,0.0
ACMUMtex,0.0
EX_gal_bD_e,-0.0
ACNAMt2pp,0.0
3PEPTabcpp,0.0
3PEPTtex,0.0
3UMPtex,0.0
EX_gal1p_e,-0.0
42A12BOOXpp,0.0
ACNAMtex,0.0
ACNML,0.0
ACOAD1f,1.0
4HOXPACDtex,0.0
4HTHRS,0.0
ACOAD2f,1.0
EX_galct__D_e,-0.0
ACOAD3f,1.0
ACOAD4f,1.0000000043621342
4PCP,1.0
4PCPpp,0.0
ACOAD5f,1.0000000043621342
4PEPTabcpp,1.0
EX_galctn__D_e,-0.0
4PEPTtex,0.0
5DGLCNR,0.0
ACOAD6f,1.0
ACOAD7f,2.0
ACOAD8f,1.0
ACOATA,-1.0
5DGLCNt2rpp,0.0
5DGLCNtex,0.0
ACODA,1.0004761036780567
EX_galctn__L_e,-0.0
ACOLIPAabctex,0.0
ACONIs,-0.0
EX_galt_e,-0.0
ACONMT,0.0
ACONTa,14.38137077546642
ACONTb,14.38137077546642
ACOTA,-1.0004761036780567
ACPPAT120,1.0
AGM4PCPpp,0.0
AGM4PH,0.0
AGM4Pt2pp,0.0
AGMH,1.0
ACPPAT140,1.0
EX_galur_e,-0.0
ACPPAT141,1.0
ACPPAT160,1.0
AGMHE,4.7407673972052066e-05
AGMT,1.0
ACPPAT161,1.0
AGMt2pp,1.0
EX_gam_e,-0.0
AGMtex,0.0
ACPPAT180,1.0
ACPPAT181,1.0
ACPS1,-0.0
AGPAT120,2.1810671047006736e-09
AGPAT140,1.0
EX_gam6p_e,-0.0
ACS,1.0
ACSERtex,0.0
AGPAT141,1.0
EX_gbbtn_e,-0.0
ACSERtpp,0.0
AGPAT160,8.818926616604994e-05
EX_gdp_e,-0.0
AGPAT161,6.859310550721975e-05
AGPAT180,1.0
AGPAT181,1.0000353521887817
AGPR,-1.0004761036780567
ACt2rpp,-1.0
ACt4pp,1.0
ACtex,0.0
ADA,0.0
ADCL,1.297007889193445e-06
AGt3,-0.0
AHCYSNS,1.948419921560231e-06
ADCS,1.297007889193445e-06
AICART,1.0001338535405206
AMALT3,0.0
AIRC2,1.0
AIRC3,-1.0
AKGDH,12.379788562523162
AKGt2rpp,0.0
AKGtex,0.0
ALAALAD,0.0
ALAALAabcpp,4.7910773444335535e-06
ADD,0.0
ADEt2rpp,0.0
ADEtex,0.0
ADK1,-1.0
ADK3,-1.0
ADK4,-1.0
ADMDC,9.806077575374774e-06
ADNCYC,1.0
ADNK1,1.0
ALAALAr,1.0000353071138324
ALAALAtex,0.0
ALAGLUE,1.0
ALAR,1.0000353071138324
ADNUC,1.0
ADNt2pp_copy1,1000.0
ADNt2pp_copy2,-1000.0
ADNtex,0.0
ADOCBIK,0.0
ADOCBLS,-0.0
ALATA_D2,1.0
ALATA_L,-1.0007986267909084
ALATA_L2,1.0
ALATRS,0.0
ALAabcpp,1.0
ALAt2pp_copy1,999.0
ADOCBLabcpp,0.0
ADOCBLtonex,0.0
ALAt2pp_copy2,-1000.0
AMALT4,0.0
ALAt4pp,0.0
ALAtex,0.0
ALCD19,0.0
ALCD2x,0.0
ADPRDP,0.0
ADPT,1.0
ADSK,0.0003603951615657862
ADSL1r,1.0004221993322866
ADSL2r,1.0
ADSS,1.0004221993322866
AGDC,2.0
ALDD19xr,0.0
ALDD2x,0.0
AMANAPEr,-0.0
ALDD2y,1.0
ALDD3y,0.0
ALDD4,0.0
AGM3PA,0.0
AGM3PApp,0.0
AGM3PH,0.0
AGM3Pt2pp,0.0
AGM4PA,0.0
ALLK,0.0
ALLPI,0.0
ALLTAMH,0.9993676912060219
ALLTN,0.9993676912060219
ALLTNt2rpp,0.0
AGM4PApp,1.0
AGM4PCP,0.0
ALLTNtex,0.0
AMANK,-0.0
ALLULPE,0.0
AMAOTr,2.9080894351645234e-09
ALLabcpp,0.0
ALLtex,0.0
AMMQLT8,3.242519720208444e-07
ALPATE160pp,0.0
ASCBptspp,0.0
ASCBtex,0.0
ALPATG160pp,0.0
AMPMS2,3.242519720208444e-07
ALR2,0.0
ALR4x,0.0
ASNN,1.0
ASNNpp,0.0
AMPN,1.9999879096181734
ASNS1,1.0
ALTRH,-0.0
AM3PA,0.0
ASNS2,0.00034058380228872833
AMPTASECG,0.0
AM4PA,0.0
ASNTRS,0.0
AM4PCP,0.0
AMALT1,0.0
ASNabcpp,0.0
ASNt2rpp,0.0
ASNtex,0.0
AMALT2,0.0
ASO3t8pp,-0.0
AMPTASEPG,0.0
ASO3tex,0.0
ASP1DC,8.375297217997922e-07
AMPtex,0.0
ASPCT,0.0004657654201148205
ANHGMtex,0.0
ASPK,1.001521137248941
ASPO3,0.0
ANHMK,1.0
ASPO4,0.0
ASPO5,0.0
ANPRT,8.031270593093865e-05
ASPO6,3.3137679113695356e-06
ANS,8.031270593093865e-05
AOBUTDs,0.0
AOXSr2,2.9080894351645234e-09
ASPT,1.0
CAT,0.0
ASPTA,-5.0035123424363155
AP4AH,0.0
ASPTRS,0.0
CAt6pp,-1000.0
CBIAT,0.0
AP4AS,0.0
CBItonex,0.0
AP5AH,-0.0
CBIuabcpp,0.0
ASPabcpp,0.0
ASPt2_2pp,1.0
ASPt2_3pp,0.0
ASPt2pp_copy1,0.0
CBL1abcpp,3.242519720208444e-07
CBL1tonex,3.242519720208444e-07
APCS,0.0
CBLAT,3.242519720208444e-07
CBMD,0.0
CBMKr,1.0008836869528424
CBPS,0.0
ASPt2pp_copy2,-1.0
ASPtex,0.0
ASR,-0.0
AST,0.0
ATHRDHr,-1.0
ATPHs,0.0
ATPM,8.39
CCGS,0.0
CD2abcpp,0.0
CD2t3pp,0.0
CD2tex,0.0
ATPPRT,0.0001338535405217527
APG3PAT120,0.0
ATPS4rpp,128.11755251186628
BALAt2pp,0.0
BALAtex,0.0
BETALDHx,0.0
CD2tpp,0.0
CDAPPA120,0.9999999978189329
CDAPPA140,0.0
CDAPPA141,0.0
CDAPPA160,0.999911810733834
CDAPPA161,0.9999314068944928
CDAPPA180,0.0
CDAPPA181,0.0
CDGR,0.0
BETALDHy,0.0
BMOCOS,1.6866918723954238e-07
BMOGDS1,1.6866918723954238e-07
BMOGDS2,1.6866918723954238e-07
BPNT,0.0003603951615657862
BSORx,0.0
BSORy,0.0
CDGS,0.0
CDPMEK,9.634500298700067e-06
BTNt2ipp,0.0
APG3PAT140,0.0
BTNtex,0.0
BTS5,2.9080894351645234e-09
BUTCT,0.0
CFAS160E,0.0
CFAS160G,0.0
CFAS180E,0.0
BUTSO3abcpp,0.0
BUTSO3tex,0.0
CFAS180G,0.0
APG3PAT141,0.0
CGLYabcpp,0.0
CGLYtex,0.0
CHLabcpp,0.0
CHLt2pp,0.0
CHLtex,0.0
BUTt2rpp,0.0
BUTtex,0.0
BWCOGDS1,0.0
BWCOGDS2,0.0
BWCOS,0.0
CA2t3pp,999.9999927995706
CA2tex,7.200429422482557e-06
CADVtpp,0.0
CHOLD,0.0
CHORM,0.00045691464991889723
CHORS,0.0005407941275431753
CHRPL,3.242519720208444e-07
CHTBSptspp,0.0
CHTBStex,0.0
CINNDO,-0.0
CITL,0.0
CLt3_2pp,3.6002147207336803e-06
CITt3pp,0.0
APG3PAT160,0.0
CITt7pp,0.0
CITtex,0.0
CLtex,7.200429441467361e-06
CMPN,0.0
CMPtex,0.0
CLIPAabctex,0.0
APG3PAT161,0.0
CLPNH120pp,0.0
CLPNH140pp,0.0
CLPNH141pp,1.0
CMtex,0.0
CMtpp,0.0
CO2tex,-62.548537568296936
CLPNH160pp,0.0
CO2tpp,-61.54806871884794
COBALT2abcpp,0.0
COBALT2t3pp,0.9999999651029268
COBALT2tex,3.489707323112157e-08
CLPNH161pp,0.0
CLPNH180pp,0.0
CLPNH181pp,0.9999903902184615
CLPNS120pp,0.0
CLPNS140pp,0.0
COBALT2tpp,1.0
APG3PAT180,0.0
COLIPAKpp,0.0
CLPNS141pp,1.0
CLPNS160pp,4.280707648562179e-06
APG3PAT181,0.0
CLPNS161pp,3.3297624032633798e-06
COLIPAPabctex,0.0
COLIPAabcpp,1.1851918493013016e-05
APH120,1.0
COLIPAabctex,1.1851918493013016e-05
CLPNS180pp,0.0
APH140,1.0
CLPNS181pp,0.9999921059912282
CPGNR1,0.0
APH141,1.0
APH160,1.0
CPGNR2,0.0
CPGNR3,0.0
APH161,1.0
CYANSTpp,0.0
CPGNUtex,0.0
APH180,1.0
APH181,1.0
CPGNUtpp,0.0
APPLDHr,0.0
CPGNabcpp,0.0
CPGNexs,0.0
CPGNtonex,0.0
CPH4S,0.0
CPMPS,3.576950005252364e-07
CYANtex,0.0
CYNTAH,0.0
CYNTt2pp,0.0
CYNTtex,0.0
CYSDDS,0.0
CYSDS,0.0
CYSDabcpp,0.0
CYSDtex,0.0
CYSS,0.0003603951615657862
CYSSADS,-0.0
CPPPGO,6.485039440416888e-07
CPPPGO2,0.0
CRNBTCT,-0.0
CRNCAL2,0.0
CRNCAR,0.0
CRNCBCT,0.0
CYSTL,0.0002272744595816954
APRAUR,6.485039440416888e-07
CYSTRS,0.0
CYSabc2pp,0.0
CRNCDH,0.0
CRNDCAL2,0.0
ARAI,0.0
CRNDabcpp,0.0
CYSabcpp,0.0
CYStex,0.0
ARBTNR1,0.0
CYStpp,0.0
CYTBD2pp,0.0
CYTBDpp,0.0
CYTBO3_4pp,93.68914730890005
CYTD,0.0
CRNDt2rpp,0.0
CRNDtex,0.0
CRNabcpp,0.0
CRNt2rpp,0.0
CRNt7pp,-0.0
CYTDH,0.0
CRNt8pp,0.0
CYTDK2,1.0
ARBTNR2,0.0
CYTDt2pp_copy1,1000.0
CRNtex,0.0
CS,14.38137077546642
CSND,0.0
CYTDt2pp_copy2,-1000.0
CYTDtex,0.0
CSNt2pp,0.0
ARBTNR3,0.0
CSNtex,0.0
CTBTCAL2,0.0
CTBTabcpp,0.0
CYTK1,7.00007177019318
CYTK2,1.0
D_LACt2pp,0.0
D_LACtex,0.0
CTBTt2rpp,-0.0
CTECOAI6,1.0
ARBTNabcpp,0.0
CTECOAI7,-1.0
CTECOAI8,1.0
DAAD,0.0
DADA,1.0
DADK,1.0
DADNt2pp,0.0
DADNtex,0.0
DAGK120,0.0
CTPS2,0.00022598472191719997
CU1Opp,0.0
CU1abcpp,0.0
CU2abcpp,0.0
CU2tex,9.800261396504444e-07
DAGK140,0.0
ARBTNexs,0.0
DAGK141,0.0
DAGK160,0.0
CU2tpp,9.800261396504444e-07
CUt3,0.0
CUtex,0.0
DAGK161,0.0
ARBTNtex,0.0
DAGK180,0.0
DAGK181,0.0
CYANST,0.0
DALAt2pp,1.0000353071138324
ARBTNtonex,0.0
DALAtex,0.0
DAMPtex,0.0
DCYTt2pp,0.0
ARBTNtpp,0.0
DCYTtex,0.0
DDCAtexi,0.0
DAPAL,0.0
DAPDC,0.0004848483029883701
DAPE,0.0005249464941651362
DAPabcpp,0.0
DDGALK,-0.0
DDGLCNt2rpp,0.0
DDGLCNtex,0.0
DDGLK,0.0
DDPA,0.0005407941275431753
DAPtex,0.0
DASYN120,1.0
DASYN140,1.0
DASYN141,1.0
DASYN160,1.0
DDPGALA,-0.0
DGK1,-1.0
DGMPtex,0.0
DASYN161,1.0
ARBTptspp,0.0
DASYN180,1.0
DASYN181,1.0000257424076802
DGSNt2pp,0.0
DGSNtex,0.0
DHACOAH,0.0
DATPHs,0.0
DB4PS,1.2970078880833775e-06
DHAD1,0.001235266241249872
ARBTtex,0.0
DHAD2,0.000410485548041778
DHAPT,0.0
DBTS,2.9080894351645234e-09
DC6PH,0.0
DCAtex,0.0
DHAtex,0.0
ARBabcpp,0.0
DHAtpp,0.0
DHBD,9.727559160625333e-07
DHBS,9.727559160625333e-07
DHBSH,0.0
DHCIND,-0.0
DCMPtex,0.0
DCTPD,0.0
DCYTD,0.0
DHCINDO,0.0
ARBt2rpp,1.0
DHDPRy,0.0005249464941651362
DHDPS,0.0005249464941651362
ARBt3ipp,1.0
DHFR,3.7364587108821456e-05
DHFS,1.297007889193445e-06
FFSD,0.0
ARBtex,0.0
DNMPPA,1.297007889193445e-06
DHMPTR,0.0
DHNAOT4,6.485039440416888e-07
DHNCOAS,6.485039440416888e-07
DNTPPA,1.297007889193445e-06
ARGAGMt7pp,-1.0
DOGULNR,-0.0
DHNCOAT,6.485039440416888e-07
DHNPA2r,1.297007889193445e-06
DOPAtex,0.0
ARGDC,0.0
DHNPTE,0.0
DOXRBCNtex,0.0
ARGDCpp,1.0
DOXRBCNtpp,0.0
DHORD2,0.0004657654201148205
ARGORNt7pp,0.0
DHORD5,0.0
DHORDfum,0.0
DHORTS,-0.0004657654201148205
DHPPD,0.0
DPCOAK,8.375297217997922e-07
DPR,8.375297217997922e-07
DRPA,2.0
DSBAO1,0.0
DHPPDA2,6.485039440416888e-07
ARGSL,1.0004179215327276
DHPS2,1.297007889193445e-06
DHPTDCs2,1.948419921560231e-06
DSBAO2,0.0
DSBCGT,0.0
DSBDR,0.0
DHPTDNR,0.0
DHPTDNRN,0.0
ARGSS,1.0004179215327276
DHPTPE,0.0
DHQS,0.0005407941275431753
DSBGGT,0.0
DSERDHr,-1.0
DSERt2pp,0.0
DSERtex,0.0
DHQTi,0.0005407941275431753
ARGTRS,0.0
DIMPtex,0.0
DINSt2pp,0.0
DTARTD,-0.0
ARGabcpp,0.0
DTMPK,0.9999881480815069
DINStex,0.0
DKGLCNR1,0.0
DTMPtex,0.0
ARGt3pp,0.0
DUMPtex,0.0
DURADx,-0.0
DURIK1,0.0
DURIPP,1.0
DURIt2pp,0.0
DURItex,0.0
DKGLCNR2x,0.0
DUTPDP,1.0000360675792197
ARGtex,0.0
DXPRIi,9.634500298700067e-06
DXPS,1.0283004242741756e-05
DKGLCNR2y,0.0
DMATT,1.3769803475504019e-06
DMPPS,9.634500298700067e-06
