reaction,flux
EX_malt_e,-0.0
EX_malthx_e,-0.0
EX_maltpt_e,-0.0
EX_malttr_e,-0.0
EX_maltttr_e,-0.0
EX_man_e,-0.0
EX_cynt_e,-0.0
EX_man6p_e,-0.0
EX_manglyc_e,-0.0
EX_melib_e,-0.0
EX_cys__D_e,-0.0
EX_meoh_e,7.483012133523648e-05
EX_met__D_e,-0.0
EX_arbt_e,-0.0
EX_arbtn_e,0.0
EX_arbtn_fe3_e,0.0
EX_met__L_e,-0.0
EX_cys__L_e,-0.0
EX_metsox_R__L_e,-0.0
EX_metsox_S__L_e,-0.0
EX_mg2_e,-0.30878649568985317
EX_mincyc_e,-0.0
EX_minohp_e,-0.0
EX_mmet_e,-0.0
EX_arg__L_e,-0.0
EX_ascb__L_e,-0.0
EX_asn__L_e,-0.0
EX_aso3_e,-0.0
EX_asp__L_e,-0.0
EX_btn_e,-0.0
EX_but_e,-0.0
EX_mn2_e,-0.0246191099192928
EX_mnl_e,-0.0
EX_mobd_e,-0.005125863311463698
EX_mso3_e,-0.0
EX_n2o_e,-0.0
EX_na1_e,-0.0
EX_nac_e,-0.0
EX_nh4_e,-432.8032347215361
EX_butso3_e,-0.0
EX_ca2_e,-0.18527938042609549
EX_cbi_e,-0.0
EX_cytd_e,-0.0
EX_cbl1_e,-0.008343558528878867
EX_cd2_e,-0.0
EX_cgly_e,-0.0
EX_ni2_e,-0.011486423624958797
EX_nmn_e,-0.0
EX_no_e,-0.0
EX_no2_e,-0.0
EX_no3_e,-0.0
EX_novbcn_e,-0.0
EX_o16a4colipa_e,-0.0
EX_o2_e,-739.284928296494
EX_o2s_e,-0.0
EX_ocdca_e,-0.0
EX_ocdcea_e,-0.0
EX_octa_e,-0.0
EX_orn_e,-0.0
EX_orot_e,-0.0
EX_pacald_e,-0.0
EX_peamn_e,-0.0
EX_phe__L_e,-0.0
EX_pheme_e,1.9833128829422422
EX_chol_e,-0.0
EX_chtbs_e,-0.0
EX_cit_e,-0.0
EX_cl_e,-0.1852793804260455
EX_pi_e,-39.46934319973069
EX_dad_2_e,-0.0
EX_pnto__R_e,-0.0
EX_ppa_e,-0.0
EX_damp_e,-0.0
EX_ppal_e,-0.0
EX_dca_e,-0.0
EX_pppn_e,-0.0
EX_ppt_e,-0.0
EX_dcmp_e,-0.0
EX_pro__L_e,-0.0
EX_dcyt_e,-0.0
EX_progly_e,-0.0
EX_psclys_e,-0.0
EX_ddca_e,-0.0
EX_pser__L_e,-0.0
EX_ptrc_e,-0.0
EX_dgmp_e,-0.0
EX_dgsn_e,-0.0
EX_val__L_e,-0.0
EX_xan_e,-0.0
EX_dha_e,-0.0
EX_xmp_e,-0.0
EX_dimp_e,-0.0
EX_din_e,-0.0
EX_xtsn_e,-0.0
EX_pydam_e,-0.0
EX_xyl__D_e,-0.0
EX_xylu__L_e,-0.0
EX_zn2_e,-0.012122479656308308
12DGR120tipp,0.0
12DGR140tipp,0.0
12DGR141tipp,0.0
12DGR160tipp,0.0
12DGR161tipp,0.0
12DGR180tipp,0.0
EX_pydx_e,-0.0
EX_pydxn_e,-0.0
EX_pyr_e,-1000.0
EX_quin_e,-0.0
EX_r5p_e,-0.0
EX_rfamp_e,-0.0
EX_rib__D_e,-0.0
EX_rmn_e,-0.0
EX_sbt__D_e,-0.0
EX_sel_e,-0.0
EX_ser__D_e,-0.0
EX_ser__L_e,-0.0
EX_skm_e,-0.0
12DGR181tipp,0.0
12PPDRtex,-1.0
12PPDRtpp,-1.0
EX_dms_e,-0.0
12PPDStex,0.0
12PPDStpp,0.0
14GLUCANabcpp,0.0
EX_slnt_e,-0.0
EX_so2_e,-0.0
EX_so3_e,-0.0
EX_dmso_e,-0.0
EX_so4_e,-10.175632063066
EX_spmd_e,0.7476728308575826
EX_succ_e,-133.91132069560211
14GLUCANtexi,0.0
23CAMPtex,0.0
23CCMPtex,0.0
EX_sucr_e,-0.0
EX_sulfac_e,-0.0
23CGMPtex,0.0
EX_tartr__D_e,-0.0
23CUMPtex,0.0
EX_dopa_e,-0.0
23DAPPAt2pp,0.0
23DAPPAtex,0.0
23PDE2pp,0.0
23PDE4pp,0.0
EX_tartr__L_e,-0.0
EX_taur_e,-0.0
EX_tcynt_e,-0.0
23PDE7pp,0.0
23PDE9pp,0.0
EX_doxrbcn_e,-0.0
26DAHtex,0.0
2AGPA120tipp,0.0
EX_thm_e,-0.0
EX_thr__L_e,-0.0
EX_dtmp_e,-0.0
EX_thrp_e,-0.0
2AGPA140tipp,0.0
2AGPA141tipp,0.0
EX_thym_e,0.07191942013972963
EX_dump_e,-0.0
EX_thymd_e,-0.0
2AGPA160tipp,0.0
2AGPA161tipp,0.0
EX_tma_e,-0.0
EX_duri_e,-0.0
EX_tmao_e,-0.0
EX_tre_e,-0.0
EX_trp__L_e,-0.0
2AGPA180tipp,0.0
2AGPA181tipp,0.0
2AGPE120tipp,0.0
2AGPE140tipp,0.0
2AGPE141tipp,0.0
2AGPE160tipp,0.0
EX_tsul_e,-0.0
EX_eca4colipa_e,0.25
EX_ttdca_e,-0.0
2AGPE161tipp,0.0
2AGPE180tipp,0.0
2AGPE181tipp,0.0
2AGPEAT120,0.0
EX_ttdcea_e,-0.0
EX_enlipa_e,0.0
2AGPEAT140,0.0
2AGPEAT141,0.0
2AGPEAT160,0.0
EX_ttrcyc_e,-0.0
EX_enter_e,0.0
2AGPEAT161,0.0
EX_etha_e,-0.0
2AGPEAT180,0.0
2AGPEAT181,0.0
EX_tungs_e,-0.0
EX_tym_e,-0.0
2AGPG120tipp,0.0
EX_ethso3_e,-0.0
2AGPG140tipp,0.0
2AGPG141tipp,0.0
2AGPG160tipp,0.0
2AGPG161tipp,0.0
EX_tyr__L_e,-0.0
EX_tyrp_e,-0.0
EX_uacgam_e,-0.0
EX_udpacgal_e,-0.0
EX_udpg_e,-0.0
2AGPG180tipp,0.0
2AGPG181tipp,0.0
2AGPGAT120,0.0
EX_udpgal_e,-0.0
EX_etoh_e,148.00338384814336
EX_udpglcur_e,-0.0
2AGPGAT140,0.0
2AGPGAT141,0.0
2AGPGAT160,0.0
2AGPGAT161,0.0
EX_ump_e,-0.0
2AGPGAT180,0.0
EX_f6p_e,-0.0
2AGPGAT181,0.0
EX_ura_e,-0.0
2DGULRGx,0.0
EX_urea_e,1.0
2DGULRGy,0.0
EX_fald_e,-0.0
2DGULRx,0.0
2DGULRy,0.0
EX_uri_e,1.0
2MAHMP,0.0
34dhpactex,0.0
EX_fe2_e,-371.1529105684812
3AMACHYD,1.0
3AMPtex,0.0
3CMPtex,0.0
3GMPtex,0.0
EX_fe3_e,368.5886540385529
3HAD100,4.0
EX_fe3dcit_e,-0.0
3HAD120,3.0
5DOAN,1.0
EX_fe3dhbzs_e,-0.0
5MTRtex,-1.0
5MTRtpp,1.0
3HAD121,2.0
3HAD140,2.0
A5PISO,5.0
EX_fe3hox_e,0.0
AACPS1,12.538521689098197
AACPS2,11.349380883897279
3HAD141,2.0
EX_fe3hox_un_e,0.0
AACPS3,8.0
AACPS4,8.0
AACPS5,6.0
3HAD160,5.538521689098197
AACPS6,5.0
EX_fecrm_e,0.0
AACPS7,15.0
3HAD161,6.349380883897279
AACPS8,1.0
EX_fecrm_un_e,0.0
AACPS9,2.0001122451820015
3HAD180,2.0
3HAD181,2.8193447400236042
AACTOOR,2.0
AADDGT,1.0
AAMYL,0.0
AAMYLpp,0.0
AB6PGH,0.0
ABTA,1.0
ABUTD,1.0
3HAD40,2.0
3HAD60,2.0
3HAD80,2.0
3HCINNMH,0.0
3HPPPNH,0.0
ABUTt2pp,0.0
EX_feenter_e,0.0
ABUTtex,0.0
3HPPtex,-1.0
3HPPtpp,1.0
ACACCT,0.0
ACACT1r,20.888014818177478
3KGK,-0.0
ACACT2r,20.888014818177478
EX_feoxam_e,0.0
ACACT3r,19.888014818177478
ACACT4r,17.88790257299548
3NTD2pp,0.0
3NTD4pp,0.0
EX_feoxam_un_e,0.0
ACACT5r,16.88790257299548
EX_for_e,999.0
ACACT6r,8.887902572995479
3NTD7pp,0.0
3NTD9pp,0.0
EX_fru_e,-577.8303499448665
3OAR100,4.0
ACACT7r,-1.0
EX_frulys_e,-0.0
ACACT8r,3.0
ACACt2pp,0.0
ACACtex,0.0
3OAR120,3.0
3OAR121,2.0
3OAR140,10.0
ACALD,-135.93146442801174
3OAR141,2.0
EX_fruur_e,-0.0
3OAR160,5.538521689098197
ACALDtex,0.0
EX_fuc__L_e,-0.0
3OAR161,6.349380883897279
EX_fum_e,0.0
ACALDtpp,0.0
3OAR180,2.0
EX_fusa_e,-0.0
ACANTHAT,0.0
3OAR181,2.8193447400236042
ACBIPGT,0.0
EX_g1p_e,-0.0
ACCOAC,45.708631670263784
3OAR40,2.0
EX_g3pc_e,-0.0
3OAR60,2.0
ACCOAL,1000.0
ACGAL1PPpp,0.0
3OAR80,2.0
EX_g3pe_e,-0.0
ACGAL1Ptex,0.0
ACGALtex,0.0
ACGAM1PPpp,0.0
3OAS100,4.0
ACGAM1Ptex,0.0
ACGAMK,8.08901810286483
ACGAMT,1.0
3OAS120,3.0
3OAS121,2.0
3OAS140,10.0
ACGAptspp,0.0
EX_g3pg_e,-0.0
ACGAtex,0.0
ACGK,14.998635805498493
ACGS,14.998635805498493
3OAS141,2.0
3OAS160,5.538521689098197
3OAS161,6.349380883897279
ACHBS,10.562496116832634
EX_g3pi_e,-0.0
3OAS180,2.0
ACKr,-952.8020704660205
EX_g3ps_e,-0.0
ACLS,31.78551580944703
ACM6PH,8.08901810286483
ACMAMUT,1.0
3OAS181,2.8193447400236042
EX_g6p_e,-0.0
3OAS60,2.0
ACMANAptspp,0.0
EX_gal_e,-1.0
ACMANAtex,0.0
ACMUMptspp,0.0
3OAS80,2.0
3OXCOAT,0.0
ACMUMtex,0.0
EX_gal_bD_e,-0.0
ACNAMt2pp,0.0
3PEPTabcpp,1.0
3PEPTtex,0.0
3UMPtex,0.0
EX_gal1p_e,-0.0
42A12BOOXpp,0.0
ACNAMtex,0.0
ACNML,0.0
ACOAD1f,-20.888014818177478
4HOXPACDtex,0.0
4HTHRS,0.0
ACOAD2f,-20.888014818177478
EX_galct__D_e,-0.0
ACOAD3f,-19.888014818177478
ACOAD4f,-17.88790257299548
4PCP,0.0
4PCPpp,0.0
ACOAD5f,-16.88790257299548
4PEPTabcpp,1.0
EX_galctn__D_e,-0.0
4PEPTtex,0.0
5DGLCNR,-1.0
ACOAD6f,-4.5385216890981965
ACOAD7f,2.0
ACOAD8f,2.0
ACOATA,-1.0
5DGLCNt2rpp,0.0
5DGLCNtex,0.0
ACODA,13.998635805498493
EX_galctn__L_e,-0.0
ACOLIPAabctex,0.0
ACONIs,-0.0
EX_galt_e,-0.0
ACONMT,0.0
ACONTa,214.06900828451185
ACONTb,214.06900828451185
ACOTA,-13.998635805498493
ACPPAT120,1.0
AGM4PCPpp,0.0
AGM4PH,1.0
AGM4Pt2pp,4.089018102864831
AGMH,6.089018102864831
ACPPAT140,4.0
EX_galur_e,-0.0
ACPPAT141,1.0
ACPPAT160,1.0
AGMHE,4.0
AGMT,1.0
ACPPAT161,5.7650180719342226
AGMt2pp,2.0
EX_gam_e,-0.0
AGMtex,0.0
ACPPAT180,1.0
ACPPAT181,1.0
ACPS1,-0.0
AGPAT120,3.0
AGPAT140,3.0
EX_gam6p_e,-0.0
ACS,1.0
ACSERtex,0.0
AGPAT141,3.0
EX_gbbtn_e,-0.0
ACSERtpp,0.0
AGPAT160,5.269260844551713
EX_gdp_e,-0.0
AGPAT161,4.7650180719342226
AGPAT180,3.0
AGPAT181,3.909672370011802
AGPR,-14.998635805498493
ACt2rpp,-1000.0
ACt4pp,1.0
ACtex,-999.0
ADA,0.0
ADCL,0.03337423411551665
AGt3,-0.0
AHCYSNS,1.0
ADCS,0.03337423411551665
AICART,23.71466893685911
AMALT3,0.0
AIRC2,20.270388112040845
AIRC3,-20.270388112040845
AKGDH,153.74178378489117
AKGt2rpp,-1.0
AKGtex,-1.0
ALAALAD,0.0
ALAALAabcpp,1.0226361117039091
ADD,0.0
ADEt2rpp,-1.0
ADEtex,-1.0
ADK1,1000.0
ADK3,-1000.0
ADK4,-1.0
ADMDC,1.0
ADNCYC,0.0
ADNK1,1.0
ALAALAr,8.09817711919183
ALAALAtex,0.0
ALAGLUE,1.0
ALAR,2.9085125031311048
ADNUC,0.0
ADNt2pp_copy1,999.0
ADNt2pp_copy2,-1000.0
ADNtex,-1.0
ADOCBIK,0.0
ADOCBLS,-0.0
ALATA_D2,1.0
ALATA_L,-1000.0
ALATA_L2,1.0
ALATRS,0.0
ALAabcpp,1.0
ALAt2pp_copy1,999.0
ADOCBLabcpp,0.0
ADOCBLtonex,0.0
ALAt2pp_copy2,-1000.0
AMALT4,0.0
ALAt4pp,0.0
ALAtex,0.0
ALCD19,-1.0
ALCD2x,-148.00338384814336
ADPRDP,0.0
ADPT,1.0
ADSK,10.021257522751407
ADSL1r,15.863911845562047
ADSL2r,20.270388112040845
ADSS,15.863911845562047
AGDC,16.17803620572966
ALDD19xr,0.0
ALDD2x,0.0
AMANAPEr,-0.0
ALDD2y,1.0
ALDD3y,0.0
ALDD4,0.0
AGM3PA,1.0
AGM3PApp,1.0
AGM3PH,1.0
AGM3Pt2pp,2.0
AGM4PA,3.0890181028648307
ALLK,0.0
ALLPI,0.0
ALLTAMH,0.0
ALLTN,0.0
ALLTNt2rpp,0.0
AGM4PApp,1.0
AGM4PCP,0.0
ALLTNtex,0.0
AMANK,-0.0
ALLULPE,0.0
AMAOTr,7.483012133523648e-05
ALLabcpp,0.0
ALLtex,0.0
AMMQLT8,0.008343558528878867
ALPATE160pp,0.0
ASCBptspp,0.0
ASCBtex,0.0
ALPATG160pp,0.0
AMPMS2,0.008343558528878867
ALR2,1.0
ALR4x,1.0
ASNN,1.0
ASNNpp,0.0
AMPN,1.0
ASNS1,1.0
ALTRH,-0.0
AM3PA,1.0
ASNS2,8.763804490297554
AMPTASECG,1.0
AM4PA,1.0
ASNTRS,0.0
AM4PCP,0.0
AMALT1,0.0
ASNabcpp,0.0
ASNt2rpp,0.0
ASNtex,0.0
AMALT2,0.0
ASO3t8pp,-0.0
AMPTASEPG,0.0
ASO3tex,0.0
ASP1DC,0.02155107494451981
AMPtex,0.0
ASPCT,14.056861313433874
ANHGMtex,0.0
ASPK,40.88913922780106
ASPO3,0.0
ANHMK,8.08901810286483
ASPO4,0.0
ASPO5,0.0
ANPRT,2.0665834609152256
ASPO6,0.08526892326141938
ANS,2.0665834609152256
AOBUTDs,2.0
AOXSr2,7.483012133523648e-05
ASPT,1.0
CAT,0.0
ASPTA,-121.46856621472566
AP4AH,0.0
ASPTRS,0.0
CAt6pp,-1000.0
CBIAT,0.0
AP4AS,0.0
CBItonex,0.0
AP5AH,-0.0
CBIuabcpp,0.0
ASPabcpp,0.0
ASPt2_2pp,1.0
ASPt2_3pp,0.0
ASPt2pp_copy1,0.0
CBL1abcpp,0.008343558528878867
CBL1tonex,0.008343558528878867
APCS,0.0
CBLAT,0.008343558528878867
CBMD,1.0
CBMKr,24.810698050520706
CBPS,1.0
ASPt2pp_copy2,-1.0
ASPtex,0.0
ASR,-0.0
AST,0.0
ATHRDHr,-1.0
ATPHs,1.0
ATPM,8.39
CCGS,0.0
CD2abcpp,0.0
CD2t3pp,0.0
CD2tex,0.0
ATPPRT,3.4442808248182644
APG3PAT120,0.0
ATPS4rpp,1000.0
BALAt2pp,0.0
BALAtex,0.0
BETALDHx,0.0
CD2tpp,0.0
CDAPPA120,0.0
CDAPPA140,0.0
CDAPPA141,0.0
CDAPPA160,0.0
CDAPPA161,0.0
CDAPPA180,0.0
CDAPPA181,0.0
CDGR,0.0
BETALDHy,0.0
BMOCOS,0.004340147037443716
BMOGDS1,0.004340147037443716
BMOGDS2,0.004340147037443716
BPNT,10.021257522751407
BSORx,0.0
BSORy,0.0
CDGS,0.0
CDPMEK,0.24791219198363845
BTNt2ipp,0.0
APG3PAT140,3.0
BTNtex,0.0
BTS5,7.483012133523648e-05
BUTCT,0.0
CFAS160E,0.0
CFAS160G,0.0
CFAS180E,0.0
BUTSO3abcpp,0.0
BUTSO3tex,0.0
CFAS180G,0.0
APG3PAT141,0.0
CGLYabcpp,1.0
CGLYtex,0.0
CHLabcpp,0.0
CHLt2pp,0.0
CHLtex,0.0
BUTt2rpp,0.0
BUTtex,0.0
BWCOGDS1,0.0
BWCOGDS2,0.0
BWCOS,0.0
CA2t3pp,999.8147206195739
CA2tex,0.18527938042609549
CADVtpp,0.0
CHOLD,0.0
CHORM,11.757196419010352
CHORS,13.915559023743244
CHRPL,0.008343558528878867
CHTBSptspp,0.0
CHTBStex,0.0
CINNDO,-0.0
CITL,0.0
CLt3_2pp,0.09263969021302275
CITt3pp,0.0
APG3PAT160,0.0
CITt7pp,0.0
CITtex,0.0
CLtex,0.1852793804260455
CMPN,1.0
CMPtex,0.0
CLIPAabctex,1.0
APG3PAT161,4.7650180719342226
CLPNH120pp,1.0
CLPNH140pp,1.0
CLPNH141pp,1.0
CMtex,0.0
CMtpp,0.0
CO2tex,-1000.0
CLPNH160pp,0.3831378947729781
CO2tpp,-999.0
COBALT2abcpp,0.0
COBALT2t3pp,0.0
COBALT2tex,0.0008979614560228376
CLPNH161pp,0.5201892619984638
CLPNH180pp,1.0
CLPNH181pp,0.7527238640477111
CLPNS120pp,1.0
CLPNS140pp,1.0
COBALT2tpp,0.0008979614560228376
APG3PAT180,0.0
COLIPAKpp,0.0
CLPNS141pp,1.0
CLPNS160pp,0.4932878333784463
APG3PAT181,0.0
CLPNS161pp,0.6058697509273094
COLIPAPabctex,0.0
COLIPAabcpp,1.0
APH120,1.0
COLIPAabctex,0.75
CLPNS180pp,1.0
APH140,1.0
CLPNS181pp,0.7968736356355006
CPGNR1,0.0
APH141,1.0
APH160,1.0
CPGNR2,0.0
CPGNR3,0.0
APH161,1.0
CYANSTpp,0.0
CPGNUtex,0.0
APH180,1.0
APH181,1.0
CPGNUtpp,0.0
APPLDHr,0.0
CPGNabcpp,0.0
CPGNexs,0.0
CPGNtonex,0.0
CPH4S,0.0
CPMPS,0.009204104924234086
CYANtex,0.0
CYNTAH,0.0
CYNTt2pp,0.0
CYNTtex,0.0
CYSDDS,0.0
CYSDS,1.0
CYSDabcpp,0.0
CYSDtex,0.0
CYSS,11.021257522751407
CYSSADS,-0.0
CPPPGO,1.5043214395071098
CPPPGO2,0.4956785604928901
CRNBTCT,-0.0
CRNCAL2,0.0
CRNCAR,0.0
CRNCBCT,0.0
CYSTL,6.595833888509652
APRAUR,0.01668711705775988
CYSTRS,0.0
CYSabc2pp,0.0
CRNCDH,0.0
CRNDCAL2,0.0
ARAI,0.0
CRNDabcpp,0.0
CYSabcpp,0.0
CYStex,0.0
ARBTNR1,0.0
CYStpp,0.0
CYTBD2pp,69.66617828290796
CYTBDpp,0.0
CYTBO3_4pp,1000.0
CYTD,0.0
CRNDt2rpp,0.0
CRNDtex,0.0
CRNabcpp,0.0
CRNt2rpp,0.0
CRNt7pp,-0.0
CYTDH,0.0
CRNt8pp,0.0
CYTDK2,0.0
ARBTNR2,0.0
CYTDt2pp_copy1,1000.0
CRNtex,0.0
CS,214.06900828451185
CSND,1.0
CYTDt2pp_copy2,-1000.0
CYTDtex,0.0
CSNt2pp,0.0
ARBTNR3,0.0
CSNtex,0.0
CTBTCAL2,0.0
CTBTabcpp,0.0
CYTK1,28.869465574245048
CYTK2,1.0
D_LACt2pp,-254.4174118691123
D_LACtex,-254.4174118691123
CTBTt2rpp,-0.0
CTECOAI6,-4.3493808838972825
ARBTNabcpp,0.0
CTECOAI7,-1.0
CTECOAI8,1.0
DAAD,1.0
DADA,1.0
DADK,1.0
DADNt2pp,0.0
DADNtex,0.0
DAGK120,0.0
CTPS2,8.814973898839892
CU1Opp,0.0
CU1abcpp,0.0
CU2abcpp,0.0
CU2tex,0.025217750889974692
DAGK140,0.0
ARBTNexs,0.0
DAGK141,0.0
DAGK160,0.0
CU2tpp,0.025217750889974692
CUt3,0.0
CUtex,0.0
DAGK161,0.0
ARBTNtex,0.0
DAGK180,0.0
DAGK181,0.0
CYANST,0.0
DALAt2pp,10.198823632387723
ARBTNtonex,0.0
DALAtex,0.0
DAMPtex,0.0
DCYTt2pp,0.0
ARBTNtpp,0.0
DCYTtex,0.0
DDCAtexi,0.0
DAPAL,0.0
DAPDC,12.475977149495966
DAPE,13.507772277526875
DAPabcpp,0.0
DDGALK,-0.0
DDGLCNt2rpp,0.0
DDGLCNtex,0.0
DDGLK,0.0
DDPA,13.915559023743244
DAPtex,0.0
DASYN120,3.0
DASYN140,3.0
DASYN141,3.0
DASYN160,4.652398739324692
DDPGALA,-0.0
DGK1,-1.0
DGMPtex,0.0
DASYN161,4.285207333932687
ARBTptspp,0.0
DASYN180,3.0
DASYN181,3.6623962340595133
DGSNt2pp,0.0
DGSNtex,0.0
DHACOAH,0.0
DATPHs,1.0
DB4PS,0.03337423411551976
DHAD1,31.78551580944703
ARBTtex,0.0
DHAD2,10.562496116832634
DHAPT,0.0
DBTS,7.483012133523648e-05
DC6PH,0.0
DCAtex,0.0
DHAtex,0.0
ARBabcpp,0.0
DHAtpp,0.0
DHBD,0.0250306755866366
DHBS,0.025030675586636603
DHBSH,0.0
DHCIND,-0.0
DCMPtex,0.0
DCTPD,1.0
DCYTD,1.0
DHCINDO,0.0
ARBt2rpp,1.0
DHDPRy,13.507772277526875
DHDPS,13.507772277526875
ARBt3ipp,1.0
DHFR,1.0333742341155165
DHFS,0.03337423411551665
FFSD,0.0
ARBtex,0.0
DNMPPA,0.03337423411551665
DHMPTR,0.0
DHNAOT4,0.016687117057757734
DHNCOAS,0.016687117057757734
DNTPPA,0.03337423411551665
ARGAGMt7pp,-1.0
DOGULNR,-0.0
DHNCOAT,0.016687117057757734
DHNPA2r,0.03337423411551665
DOPAtex,0.0
ARGDC,0.0
DHNPTE,0.0
DOXRBCNtex,0.0
ARGDCpp,1.0
DOXRBCNtpp,0.0
DHORD2,1.0
ARGORNt7pp,0.0
DHORD5,13.056861313433874
DHORDfum,0.0
DHORTS,-14.056861313433874
DHPPD,0.0
DPCOAK,0.02155107494451981
DPR,0.02155107494451981
DRPA,4.071919420131611
DSBAO1,0.0
DHPPDA2,0.01668711705775988
ARGSL,11.753836737086834
DHPS2,0.03337423411551665
DHPTDCs2,1.0
DSBAO2,0.0
DSBCGT,0.0
DSBDR,0.0
DHPTDNR,0.0
DHPTDNRN,0.0
ARGSS,11.753836737086834
DHPTPE,0.0
DHQS,13.915559023743244
DSBGGT,0.0
DSERDHr,-1.0
DSERt2pp,0.0
DSERtex,0.0
DHQTi,13.915559023743244
ARGTRS,0.0
DIMPtex,0.0
DINSt2pp,0.0
DTARTD,-0.0
ARGabcpp,0.0
DTMPK,1.0
DINStex,0.0
DKGLCNR1,0.0
DTMPtex,0.0
ARGt3pp,0.0
DUMPtex,0.0
DURADx,-0.0
DURIK1,0.0
DURIPP,2.0
DURIt2pp,0.0
DURItex,0.0
DKGLCNR2x,0.0
DUTPDP,2.0
ARGtex,0.0
DXPRIi,0.24791219198363845
DXPS,0.26459930904139617
DKGLCNR2y,0.0
DMATT,0.03543206245223447
DMPPS,0.24791219198363845
DMQMT,0.008343558528878867
DXYLK,-0.0
E4PD,0.008343558528878867
DMSOR1,0.0
ASAD,-40.88913922780106
DMSOR1pp,0.0
DMSOR2,0.0
EAR100x,1.0
EAR100y,1.0
EAR120x,2.0
DMSOR2pp,0.0
EAR120y,1.0
DMSOtex,0.0
ASCBPL,0.0
DMSOtpp,0.0
DMStex,0.0
EAR121x,1.0
EAR121y,1.0
EAR140x,1.0
FCLK,-0.0
EAR140y,1.0
EAR141x,1.0
EAR141y,1.0
EAR160x,4.538521689098197
EAR160y,1.0
EAR161x,1.0
