reaction,flux
EX_malthx_e,-0.0
EX_maltpt_e,-0.0
EX_malttr_e,-0.0
EX_maltttr_e,-0.0
EX_man_e,-0.0
EX_cynt_e,-0.0
EX_man6p_e,-0.0
EX_manglyc_e,-0.0
EX_melib_e,-0.0
EX_cys__D_e,-0.0
EX_meoh_e,7.069467438911085e-05
EX_met__D_e,-0.0
EX_arbt_e,-0.0
EX_arbtn_e,0.0
EX_arbtn_fe3_e,0.0
EX_met__L_e,-0.0
EX_cys__L_e,-0.0
EX_metsox_R__L_e,-0.0
EX_metsox_S__L_e,-0.0
EX_mg2_e,-0.3066381501627683
EX_mincyc_e,-0.0
EX_minohp_e,-0.0
EX_mmet_e,-0.0
EX_arg__L_e,-0.0
EX_ascb__L_e,-0.0
EX_asn__L_e,-0.0
EX_aso3_e,-0.0
EX_asp__L_e,-0.0
EX_btn_e,-0.0
EX_but_e,-0.0
EX_mn2_e,-0.024425010001437795
EX_mnl_e,-0.0
EX_mobd_e,-0.0045598064980976495
EX_mso3_e,-0.0
EX_n2o_e,-0.0
EX_na1_e,-0.0
EX_nac_e,-0.0
EX_nh4_e,-426.8990412322054
EX_butso3_e,-0.0
EX_ca2_e,-0.18398289009769542
EX_cbi_e,-0.0
EX_cytd_e,-0.0
EX_cbl1_e,-0.0
EX_cd2_e,-0.0
EX_cgly_e,-0.0
EX_ni2_e,-0.011417189913841401
EX_nmn_e,-0.0
EX_no_e,-0.0
EX_no2_e,-0.0
EX_no3_e,-0.0
EX_novbcn_e,-0.0
EX_o16a4colipa_e,-0.0
EX_o2_e,-803.3360731483897
EX_o2s_e,-0.0
EX_ocdca_e,-0.0
EX_ocdcea_e,-0.0
EX_octa_e,-0.0
EX_orn_e,-0.0
EX_orot_e,-0.0
EX_pacald_e,-0.0
EX_peamn_e,-0.0
EX_phe__L_e,1.0
EX_pheme_e,1.9921175438056142
EX_chol_e,-0.0
EX_chtbs_e,-0.0
EX_cit_e,-0.0
EX_cl_e,-0.18398289009766097
EX_pi_e,-40.09713722532187
EX_dad_2_e,-0.0
EX_pnto__R_e,-0.0
EX_ppa_e,-0.0
EX_damp_e,-0.0
EX_ppal_e,-0.0
EX_dca_e,-0.0
EX_pppn_e,-0.0
EX_ppt_e,-0.0
EX_dcmp_e,-0.0
EX_pro__L_e,-0.0
EX_dcyt_e,-0.0
EX_progly_e,-0.0
EX_psclys_e,-0.0
EX_ddca_e,-0.0
EX_pser__L_e,-0.0
EX_ptrc_e,-0.0
EX_dgmp_e,-0.0
EX_dgsn_e,-0.0
EX_val__L_e,-0.0
EX_xan_e,-0.0
EX_dha_e,996.8264564734386
EX_xmp_e,-0.0
EX_dimp_e,-0.0
EX_din_e,-0.0
EX_xtsn_e,-0.0
EX_pydam_e,-0.0
EX_xyl__D_e,-0.0
EX_xylu__L_e,-0.0
EX_zn2_e,-0.0120534419833434
12DGR120tipp,0.0
12DGR140tipp,0.0
12DGR141tipp,0.0
12DGR160tipp,0.0
12DGR161tipp,0.0
12DGR180tipp,0.0
EX_pydx_e,-0.0
EX_pydxn_e,-0.0
EX_pyr_e,-1000.0
EX_quin_e,-0.0
EX_r5p_e,-0.0
EX_rfamp_e,-0.0
EX_rib__D_e,-0.0
EX_rmn_e,-0.0
EX_sbt__D_e,-0.0
EX_sel_e,-0.0
EX_ser__D_e,-0.0
EX_ser__L_e,-0.0
EX_skm_e,-0.0
12DGR181tipp,0.0
12PPDRtex,-1.0
12PPDRtpp,-1.0
EX_dms_e,-0.0
12PPDStex,0.0
12PPDStpp,0.0
14GLUCANabcpp,0.0
EX_slnt_e,-0.0
EX_so2_e,-0.0
EX_so3_e,-0.0
EX_dmso_e,-0.0
EX_so4_e,-9.91495191383881
EX_spmd_e,1.0
EX_succ_e,-272.2767333689055
14GLUCANtexi,0.0
23CAMPtex,0.0
23CCMPtex,0.0
EX_sucr_e,-0.0
EX_sulfac_e,-0.0
23CGMPtex,0.0
EX_tartr__D_e,-0.0
23CUMPtex,0.0
EX_dopa_e,-0.0
23DAPPAt2pp,0.0
23DAPPAtex,0.0
23PDE2pp,0.0
23PDE4pp,0.0
EX_tartr__L_e,-0.0
EX_taur_e,-0.0
EX_tcynt_e,-0.0
23PDE7pp,0.0
23PDE9pp,0.0
EX_doxrbcn_e,-0.0
26DAHtex,0.0
2AGPA120tipp,0.0
EX_thm_e,-0.0
EX_thr__L_e,-0.0
EX_dtmp_e,-0.0
EX_thrp_e,-0.0
2AGPA140tipp,0.0
2AGPA141tipp,0.0
EX_thym_e,0.07510157496726289
EX_dump_e,-0.0
EX_thymd_e,-0.0
2AGPA160tipp,0.0
2AGPA161tipp,0.0
EX_tma_e,-0.0
EX_duri_e,-0.0
EX_tmao_e,-0.0
EX_tre_e,-0.0
EX_trp__L_e,-0.0
2AGPA180tipp,0.0
2AGPA181tipp,0.0
2AGPE120tipp,0.0
2AGPE140tipp,0.0
2AGPE141tipp,0.0
2AGPE160tipp,0.0
EX_tsul_e,-0.0
EX_eca4colipa_e,0.25
EX_ttdca_e,-0.0
2AGPE161tipp,0.0
2AGPE180tipp,0.0
2AGPE181tipp,0.0
2AGPEAT120,0.0
EX_ttdcea_e,-0.0
EX_enlipa_e,0.0
2AGPEAT140,0.0
2AGPEAT141,0.0
2AGPEAT160,0.0
EX_ttrcyc_e,-0.0
EX_enter_e,0.3333333333333333
2AGPEAT161,0.0
EX_etha_e,-0.0
2AGPEAT180,0.0
2AGPEAT181,0.0
EX_tungs_e,-0.0
EX_tym_e,-0.0
2AGPG120tipp,0.0
EX_ethso3_e,-0.0
2AGPG140tipp,0.0
2AGPG141tipp,0.0
2AGPG160tipp,0.0
2AGPG161tipp,0.0
EX_tyr__L_e,1.0
EX_tyrp_e,-0.0
EX_uacgam_e,-0.0
EX_udpacgal_e,-0.0
EX_udpg_e,-0.0
2AGPG180tipp,0.0
2AGPG181tipp,0.0
2AGPGAT120,0.0
EX_udpgal_e,-0.0
EX_etoh_e,1.0
EX_udpglcur_e,-0.0
2AGPGAT140,0.0
2AGPGAT141,0.0
2AGPGAT160,0.0
2AGPGAT161,0.0
EX_ump_e,-0.0
2AGPGAT180,0.0
EX_f6p_e,-0.0
2AGPGAT181,0.0
EX_ura_e,-0.0
2DGULRGx,0.0
EX_urea_e,1.0
2DGULRGy,0.0
EX_fald_e,-0.0
2DGULRx,0.0
2DGULRy,0.0
EX_uri_e,1.0
2MAHMP,0.0
34dhpactex,0.0
EX_fe2_e,-365.6952084263001
3AMACHYD,0.0
3AMPtex,0.0
3CMPtex,0.0
3GMPtex,0.0
EX_fe3_e,363.1353772998127
3HAD100,4.0
EX_fe3dcit_e,-0.0
3HAD120,3.0
5DOAN,1.0
EX_fe3dhbzs_e,-0.0
5MTRtex,-1.0
5MTRtpp,1.0
3HAD121,2.0
3HAD140,2.0
A5PISO,6.375435584914541
EX_fe3hox_e,0.0
AACPS1,9.0
AACPS2,7.0
3HAD141,2.0
EX_fe3hox_un_e,0.0
AACPS3,11.51130995146672
AACPS4,13.317229239502584
AACPS5,5.0
3HAD160,2.0
AACPS6,5.0
EX_fecrm_e,0.0
AACPS7,17.750871169829082
3HAD161,2.0
AACPS8,1.0
EX_fecrm_un_e,0.0
AACPS9,2.0
3HAD180,2.0
3HAD181,2.0
AACTOOR,2.0
AADDGT,1.0
AAMYL,0.0
AAMYLpp,0.0
AB6PGH,0.0
ABTA,1.0
ABUTD,0.0
3HAD40,2.0
3HAD60,2.0
3HAD80,2.0
3HCINNMH,0.0
3HPPPNH,0.0
ABUTt2pp,0.0
EX_feenter_e,0.0
ABUTtex,-1.0
3HPPtex,0.0
3HPPtpp,0.0
ACACCT,0.0
ACACT1r,23.579410360798384
3KGK,-0.0
ACACT2r,23.579410360798384
EX_feoxam_e,0.0
ACACT3r,22.579410360798384
ACACT4r,20.579410360798384
3NTD2pp,0.0
3NTD4pp,0.0
EX_feoxam_un_e,0.0
ACACT5r,19.579410360798384
EX_for_e,999.0
ACACT6r,8.828539190969302
3NTD7pp,0.0
3NTD9pp,0.0
EX_fru_e,-67.29249796987745
3OAR100,4.0
ACACT7r,6.828539190969302
EX_frulys_e,-0.0
ACACT8r,4.0
ACACt2pp,0.0
ACACtex,0.0
3OAR120,3.0
3OAR121,2.0
3OAR140,12.750871169829082
ACALD,12.075101574959305
3OAR141,2.0
EX_fruur_e,-0.0
3OAR160,2.0
ACALDtex,0.0
EX_fuc__L_e,-0.0
3OAR161,2.0
EX_fum_e,0.0
ACALDtpp,0.0
3OAR180,2.0
EX_fusa_e,-0.0
ACANTHAT,0.0
3OAR181,2.0
ACBIPGT,0.0
EX_g1p_e,-0.0
ACCOAC,39.75108325385225
3OAR40,2.0
EX_g3pc_e,-0.0
3OAR60,2.0
ACCOAL,1000.0
ACGAL1PPpp,0.0
3OAR80,2.0
EX_g3pe_e,-0.0
ACGAL1Ptex,0.0
ACGALtex,0.0
ACGAM1PPpp,0.0
3OAS100,4.0
ACGAM1Ptex,0.0
ACGAMK,19.610352794520644
ACGAMT,1.0
3OAS120,3.0
3OAS121,2.0
3OAS140,12.750871169829082
ACGAptspp,0.0
EX_g3pg_e,-0.0
ACGAtex,0.0
ACGK,13.455459563451937
ACGS,13.455459563451937
3OAS141,2.0
3OAS160,2.0
3OAS161,2.0
ACHBS,10.269426527796991
EX_g3pi_e,-0.0
3OAS180,2.0
ACKr,-931.1867840975034
EX_g3ps_e,-0.0
ACLS,30.903081141746767
ACM6PH,19.610352794520644
ACMAMUT,1.0
3OAS181,2.0
EX_g6p_e,-0.0
3OAS60,2.0
ACMANAptspp,0.0
EX_gal_e,-1000.0
ACMANAtex,0.0
ACMUMptspp,0.0
3OAS80,2.0
3OXCOAT,0.0
ACMUMtex,0.0
EX_gal_bD_e,-0.0
ACNAMt2pp,0.0
3PEPTabcpp,1.0
3PEPTtex,0.0
3UMPtex,0.0
EX_gal1p_e,-0.0
42A12BOOXpp,0.0
ACNAMtex,0.0
ACNML,0.0
ACOAD1f,-23.579410360798384
4HOXPACDtex,0.0
4HTHRS,0.0
ACOAD2f,-23.579410360798384
EX_galct__D_e,-0.0
ACOAD3f,-22.579410360798384
ACOAD4f,-20.579410360798384
4PCP,0.0
4PCPpp,0.0
ACOAD5f,-19.579410360798384
4PEPTabcpp,1.0
EX_galctn__D_e,-0.0
4PEPTtex,0.0
5DGLCNR,-999.0
ACOAD6f,-8.828539190969302
ACOAD7f,-0.5113099514667194
ACOAD8f,2.0
ACOATA,-1.0
5DGLCNt2rpp,0.0
5DGLCNtex,0.0
ACODA,12.455459563451937
EX_galctn__L_e,-0.0
ACOLIPAabctex,0.0
ACONIs,-0.0
EX_galt_e,-0.0
ACONMT,0.0
ACONTa,209.20154839315745
ACONTb,209.20154839315745
ACOTA,-12.455459563451937
ACPPAT120,1.0
AGM4PCPpp,0.0
AGM4PH,14.610352794520644
AGM4Pt2pp,15.610352794520644
AGMH,4.0
ACPPAT140,4.0
EX_galur_e,-0.0
ACPPAT141,4.0
ACPPAT160,6.25565497573336
AGMHE,4.0
AGMT,1.0
ACPPAT161,1.0
AGMt2pp,2.0
EX_gam_e,-0.0
AGMtex,0.0
ACPPAT180,4.0
ACPPAT181,1.0
ACPS1,-0.0
AGPAT120,3.0
AGPAT140,3.0
EX_gam6p_e,-0.0
ACS,0.0
ACSERtex,0.0
AGPAT141,3.0
EX_gbbtn_e,-0.0
ACSERtpp,0.0
AGPAT160,5.25565497573336
EX_gdp_e,-0.0
AGPAT161,5.658614619751292
AGPAT180,3.0
AGPAT181,3.0
AGPR,-13.455459563451937
ACt2rpp,-1000.0
ACt4pp,0.0
ACtex,-1000.0
ADA,0.0
ADCL,0.023647368583158662
AGt3,-0.0
AHCYSNS,1.0
ADCS,0.023647368583158662
AICART,23.184873304356717
AMALT3,0.0
AIRC2,19.836137273218924
AIRC3,-19.836137273218924
AKGDH,150.25943386982408
AKGt2rpp,-1.0
AKGtex,-1.0
ALAALAD,0.0
ALAALAabcpp,2.0
ADD,0.0
ADEt2rpp,-1.0
ADEtex,-1.0
ADK1,-1000.0
ADK3,244.7737054516971
ADK4,-1.0
ADMDC,1.0
ADNCYC,1.0
ADNK1,1.0
ALAALAr,18.59258460048295
ALAALAtex,0.0
ALAGLUE,1.0
ALAR,643.6344177161959
ADNUC,0.0
ADNt2pp_copy1,999.0
ADNt2pp_copy2,-1000.0
ADNtex,-1.0
ADOCBIK,0.0
ADOCBLS,-0.0
ALATA_D2,641.1610700072525
ALATA_L,-677.6681064712529
ALATA_L2,1.0
ALATRS,0.0
ALAabcpp,1.0
ALAt2pp_copy1,999.0
ADOCBLabcpp,0.0
ADOCBLtonex,0.0
ALAt2pp_copy2,-1000.0
AMALT4,0.0
ALAt4pp,0.0
ALAtex,0.0
ALCD19,-1.0
ALCD2x,-1.0
ADPRDP,0.0
ADPT,1.0
ADSK,9.761615165088829
ADSL1r,15.570161672640488
ADSL2r,19.836137273218924
ADSS,15.570161672640488
AGDC,39.22070558904129
ALDD19xr,0.0
ALDD2x,0.0
AMANAPEr,-0.0
ALDD2y,0.0
ALDD3y,0.0
ALDD4,0.0
AGM3PA,1.0
AGM3PApp,1.0
AGM3PH,1.0
AGM3Pt2pp,2.0
AGM4PA,1.0
ALLK,0.0
ALLPI,0.0
ALLTAMH,0.0
ALLTN,0.0
ALLTNt2rpp,0.0
AGM4PApp,1.0
AGM4PCP,0.0
ALLTNtex,0.0
AMANK,-0.0
ALLULPE,0.0
AMAOTr,7.069467438911085e-05
ALLabcpp,0.0
ALLtex,0.0
AMMQLT8,0.0
ALPATE160pp,0.0
ASCBptspp,0.0
ASCBtex,0.0
ALPATG160pp,0.0
AMPMS2,0.00788245619438586
ALR2,1.0
ALR4x,1.0
ASNN,1.0
ASNNpp,0.0
AMPN,2.0
ASNS1,1.0
ALTRH,-0.0
AM3PA,14.610352794520644
ASNS2,8.520652367433557
AMPTASECG,1.0
AM4PA,1.0
ASNTRS,0.0
AM4PCP,13.610352794520644
AMALT1,0.0
ASNabcpp,0.0
ASNt2rpp,0.0
ASNtex,0.0
AMALT2,0.0
ASO3t8pp,-0.0
AMPTASEPG,0.0
ASO3tex,0.0
ASP1DC,0.02036006622405289
AMPtex,0.0
ASPCT,12.767823982240223
ANHGMtex,0.0
ASPK,39.78898985860653
ASPO3,0.0
ANHMK,19.610352794520644
ASPO4,0.0
ASPO5,0.0
ANPRT,2.0092486881501137
ASPO6,0.08052123412958251
ANS,2.0092486881501137
AOBUTDs,2.0
AOXSr2,7.069467438911085e-05
ASPT,1.0
CAT,0.0
ASPTA,-117.56075838537868
AP4AH,0.0
ASPTRS,0.0
CAt6pp,-1000.0
CBIAT,0.0
AP4AS,0.0
CBItonex,0.0
AP5AH,-0.0
CBIuabcpp,0.0
ASPabcpp,0.0
ASPt2_2pp,1.0
ASPt2_3pp,0.0
ASPt2pp_copy1,0.0
CBL1abcpp,0.0
CBL1tonex,0.0
APCS,0.0
CBLAT,0.0
CBMD,0.0
CBMKr,23.223283545692162
CBPS,1.0
ASPt2pp_copy2,-1.0
ASPtex,0.0
ASR,-0.0
AST,0.0
ATHRDHr,-1.0
ATPHs,1.0
ATPM,8.39
CCGS,0.0
CD2abcpp,0.0
CD2t3pp,0.0
CD2tex,0.0
ATPPRT,3.3487360311377916
APG3PAT120,0.0
ATPS4rpp,1000.0
BALAt2pp,0.0
BALAtex,0.0
BETALDHx,0.0
CD2tpp,0.0
CDAPPA120,0.0
CDAPPA140,0.0
CDAPPA141,0.0
CDAPPA160,0.0
CDAPPA161,0.0
CDAPPA180,0.0
CDAPPA181,0.0
CDGR,0.0
BETALDHy,0.0
BMOCOS,0.004312375137735761
BMOGDS1,0.004312375137735761
BMOGDS2,0.004312375137735761
BPNT,9.761615165088829
BSORx,0.0
BSORy,0.0
CDGS,0.0
CDPMEK,0.08444478855779292
BTNt2ipp,0.0
APG3PAT140,3.0
BTNtex,0.0
BTS5,7.069467438911085e-05
BUTCT,0.0
CFAS160E,0.0
CFAS160G,0.0
CFAS180E,0.0
BUTSO3abcpp,0.0
BUTSO3tex,0.0
CFAS180G,0.0
APG3PAT141,3.0
CGLYabcpp,1.0
CGLYtex,0.0
CHLabcpp,0.0
CHLt2pp,0.0
CHLtex,0.0
BUTt2rpp,0.0
BUTtex,0.0
BWCOGDS1,0.0
BWCOGDS2,0.0
BWCOS,0.0
CA2t3pp,999.8160171099023
CA2tex,0.18398289009769542
CADVtpp,0.0
CHOLD,0.0
CHORM,13.43076329132411
CHORS,16.471541804251768
CHRPL,0.00788245619438586
CHTBSptspp,0.0
CHTBStex,0.0
CINNDO,-0.0
CITL,0.0
CLt3_2pp,0.09199144504883049
CITt3pp,0.0
APG3PAT160,5.25565497573336
CITt7pp,0.0
CITtex,0.0
CLtex,0.18398289009766097
CMPN,1.0
CMPtex,0.0
CLIPAabctex,1.0
APG3PAT161,0.0
CLPNH120pp,1.0
CLPNH140pp,1.0
CLPNH141pp,1.0
CMtex,0.0
CMtpp,0.0
CO2tex,-1000.0
CLPNH160pp,1.0
CO2tpp,-999.0
COBALT2abcpp,0.0
COBALT2t3pp,0.0
COBALT2tex,0.0008836834298638856
CLPNH161pp,1.0
CLPNH180pp,1.0
CLPNH181pp,1.0
CLPNS120pp,1.0
CLPNS140pp,1.0
COBALT2tpp,0.0008836834298638856
APG3PAT180,3.0
COLIPAKpp,0.0
CLPNS141pp,1.0
CLPNS160pp,1.0
APG3PAT181,0.0
CLPNS161pp,1.0
COLIPAPabctex,0.0
COLIPAabcpp,1.0
APH120,1.0
COLIPAabctex,0.75
CLPNS180pp,1.0
APH140,1.0
CLPNS181pp,1.0
CPGNR1,0.0
APH141,1.0
APH160,1.0
CPGNR2,0.0
CPGNR3,0.0
APH161,1.0
CYANSTpp,0.0
CPGNUtex,0.0
APH180,1.0
APH181,1.0
CPGNUtpp,0.0
APPLDHr,0.0
CPGNabcpp,0.0
CPGNexs,0.0
CPGNtonex,0.0
CPH4S,0.0
CPMPS,0.008624750275471521
CYANtex,0.0
CYNTAH,0.0
CYNTt2pp,0.0
CYNTtex,0.0
CYSDDS,0.0
CYSDS,0.0
CYSDabcpp,0.0
CYSDtex,0.0
CYSS,9.761615165088829
CYSSADS,-0.0
CPPPGO,1.5039765754343875
CPPPGO2,0.4960234245656125
CRNBTCT,-0.0
CRNCAL2,0.0
CRNCAR,0.0
CRNCBCT,0.0
CYSTL,6.440344014951219
APRAUR,0.01576491238877077
CYSTRS,0.0
CYSabc2pp,0.0
CRNCDH,0.0
CRNDCAL2,0.0
ARAI,0.0
CRNDabcpp,0.0
CYSabcpp,0.0
CYStex,0.0
ARBTNR1,0.0
CYStpp,0.0
CYTBD2pp,0.0
CYTBDpp,404.312630030995
CYTBO3_4pp,1000.0
CYTD,0.0
CRNDt2rpp,1.0
CRNDtex,0.0
CRNabcpp,0.0
CRNt2rpp,-1.0
CRNt7pp,-0.0
CYTDH,0.0
CRNt8pp,1.0
CYTDK2,1.0
ARBTNR2,0.0
CYTDt2pp_copy1,1000.0
CRNtex,0.0
CS,209.20154839315745
CSND,1.0
CYTDt2pp_copy2,-1000.0
CYTDtex,0.0
CSNt2pp,0.0
ARBTNR3,0.0
CSNtex,0.0
CTBTCAL2,0.0
CTBTabcpp,1.0
CYTK1,31.39451003518416
CYTK2,1.0
D_LACt2pp,-527.7985184428545
D_LACtex,-527.7985184428545
CTBTt2rpp,-1.0
CTECOAI6,0.0
ARBTNabcpp,0.0
CTECOAI7,-6.317229239502584
CTECOAI8,2.0
DAAD,1.0
DADA,1.0
DADK,1.0
DADNt2pp,0.0
DADNtex,0.0
DAGK120,0.0
CTPS2,7.674131303155927
CU1Opp,0.0
CU1abcpp,0.0
CU2abcpp,0.0
CU2tex,0.025061262070939793
DAGK140,0.0
ARBTNexs,0.0
DAGK141,0.0
DAGK160,0.0
CU2tpp,0.025061262070939793
CUt3,0.0
CUtex,0.0
DAGK161,0.0
ARBTNtex,0.0
DAGK180,0.0
DAGK181,0.0
CYANST,0.0
DALAt2pp,19.101468697501797
ARBTNtonex,0.0
DALAtex,0.0
DAMPtex,0.0
DCYTt2pp,0.0
ARBTNtpp,0.0
DCYTtex,0.0
DDCAtexi,0.0
DAPAL,0.0
DAPDC,12.129827579020834
DAPE,13.112059384983139
DAPabcpp,0.0
DDGALK,-0.0
DDGLCNt2rpp,0.0
DDGLCNtex,0.0
DDGLK,0.0
DDPA,16.471541804251768
DAPtex,0.0
DASYN120,3.0
DASYN140,3.0
DASYN141,3.0
DASYN160,5.25565497573336
DDPGALA,-0.0
DGK1,-1.0
DGMPtex,0.0
DASYN161,5.658614619751292
ARBTptspp,0.0
DASYN180,3.0
DASYN181,3.0
DGSNt2pp,0.0
DGSNtex,0.0
DHACOAH,0.0
DATPHs,1.0
DB4PS,0.03152982477754154
DHAD1,30.903081141746767
ARBTtex,0.0
DHAD2,10.269426527796991
DHAPT,0.0
DBTS,7.069467438911085e-05
DC6PH,0.0
DCAtex,0.0
DHAtex,-996.8264564734386
ARBabcpp,0.0
DHAtpp,-996.8264564734386
DHBD,1.0
DHBS,1.0
DHBSH,0.0
DHCIND,-0.0
DCMPtex,0.0
DCTPD,1.0
DCYTD,0.0
DHCINDO,0.0
ARBt2rpp,0.0
DHDPRy,13.112059384983139
DHDPS,13.112059384983139
ARBt3ipp,0.0
DHFR,1.0236473685831586
DHFS,0.023647368583158662
FFSD,0.0
ARBtex,0.0
DNMPPA,0.023647368583158662
DHMPTR,0.0
DHNAOT4,0.0
DHNCOAS,0.0
DNTPPA,0.023647368583158662
ARGAGMt7pp,-1.0
DOGULNR,-0.0
DHNCOAT,0.0
DHNPA2r,0.023647368583158662
DOPAtex,0.0
ARGDC,0.0
DHNPTE,0.0
DOXRBCNtex,0.0
ARGDCpp,1.0
DOXRBCNtpp,0.0
DHORD2,1.0
ARGORNt7pp,0.0
DHORD5,11.767823982240223
DHORDfum,0.0
DHORTS,-12.767823982240223
DHPPD,0.0
DPCOAK,0.02036006622405289
DPR,0.02036006622405289
DRPA,4.075101574959305
DSBAO1,0.0
DHPPDA2,0.01576491238877077
ARGSL,11.455459563451937
DHPS2,0.023647368583158662
DHPTDCs2,1.0
DSBAO2,0.0
DSBCGT,0.0
DSBDR,0.0
DHPTDNR,0.0
DHPTDNRN,0.0
ARGSS,11.455459563451937
DHPTPE,0.0
DHQS,16.471541804251768
DSBGGT,0.0
DSERDHr,-1.0
DSERt2pp,0.0
DSERtex,0.0
DHQTi,16.471541804251768
ARGTRS,0.0
DIMPtex,0.0
DINSt2pp,0.0
DTARTD,-0.0
ARGabcpp,0.0
DTMPK,1.0
DINStex,0.0
DKGLCNR1,0.0
DTMPtex,0.0
ARGt3pp,0.0
DUMPtex,0.0
DURADx,-0.0
DURIK1,0.0
DURIPP,1.0
DURIt2pp,0.0
DURItex,0.0
DKGLCNR2x,0.0
DUTPDP,2.0
ARGtex,0.0
DXPRIi,0.08444478855779292
DXPS,0.10020970094656463
DKGLCNR2y,0.0
DMATT,0.00982655974008641
DMPPS,0.08444478855779292
DMQMT,0.0
DXYLK,-0.0
E4PD,0.00788245619438586
DMSOR1,0.0
ASAD,-39.78898985860653
DMSOR1pp,0.0
DMSOR2,0.0
EAR100x,1.0
EAR100y,1.0
EAR120x,2.0
DMSOR2pp,0.0
EAR120y,1.0
DMSOtex,0.0
ASCBPL,0.0
DMSOtpp,0.0
DMStex,0.0
EAR121x,1.0
EAR121y,1.0
EAR140x,1.0
FCLK,-0.0
EAR140y,1.0
EAR141x,1.0
EAR141y,1.0
EAR160x,1.0
EAR160y,1.0
EAR161x,1.0
EAR161y,1.0
EAR180x,1.0
EAR180y,1.0
EAR181x,1.0
EAR181y,1.0
ECOAH5,19.579410360798384
ECOAH6,8.828539190969302
ECOAH7,6.828539190969302
ECOAH8,-4.0
EDA,1.0
EDD,1.0
