reaction,flux
EAR140y,1.0
EAR141x,2.0
EAR141y,1.0
EAR160x,1.0
EAR160y,1.0
EAR161x,1.0
EAR161y,1.0
EAR180x,1.0
EAR180y,1.0
EAR181x,1.0
EAR181y,1.0
ECOAH5,25.39554630445975
ECOAH6,5.073210373830627
ECOAH7,1.0
ECOAH8,-3.8240465695964394
EDA,1.0
EDD,1.0
EDTXS1,1.0294944353066142
EDTXS2,1.0294944353066142
EDTXS3,4.043715938524013
EDTXS4,4.043715938524013
EAR40x,2.0
EAR40y,1.0
EAR60x,2.0
EAR60y,1.0
EGMEACPR,7.237010258033171e-06
FCLPA,-0.0
ENLIPAabctex,0.0
ENO,909.9707385309906
EAR80x,2.0
EAR80y,1.0
ECA4COLIPAabctex,1.0
ENTCS,0.3333333333333333
ENTERES,0.0
ENTERES2,0.33252640668956257
EPMEACPR,7.237010258033171e-06
ECA4OALpp,1.0
ECAP1pp,1.0
ECAP2pp,1.0
ECAP3pp,1.0
ECAtpp,4.0
ETHAAL,6.651834673496282
ETHAt2pp,2.93593798519589
ECOAH1,29.395557159978377
FCLT,2.0
ECOAH2,29.395557159978377
ECOAH3,28.395557159978377
ETHAtex,0.0
ETHSO3abcpp,0.0
ETHSO3tex,0.0
ECOAH4,26.39554630445975
ETOHtex,-1.0
FDH4pp,0.0
ETOHtrpp,-1.0
F6PA,0.0
F6PP,0.0
FHL,0.0
FLDR2,1.0
F6Pt6_2pp,0.0
FLVR,1.0
FDH5pp,0.0
FLVRx,1.0
FMETTRS,0.0
FMNAT,0.0008069266437713081
FMNRx,0.0
F6Ptex,0.0
FA100ACPHi,0.0
FA120ACPHi,0.0
FA140ACPHi,0.0
FA141ACPHi,0.0
FA160ACPHi,0.0
FA161ACPHi,0.0
FMNRx2,1.0
FOMETRi,1000.0
FORCT,-0.0
FDMO,0.0
FORt2pp,1.0
FORtex,-999.0
FORtppi,1000.0
FRD2,0.0
FRD3,3.0
FRUK,493.9933942765643
FRULYSDG,-0.0
FRULYSE,0.0
FA80ACPHi,0.0
FDMO2,0.0
FRULYSK,-0.0
FRULYSt2pp,0.0
FRULYStex,0.0
FRUURt2rpp,0.0
FRUURtex,0.0
FACOAE100,1.0
FACOAE120,21.322335930629123
FACOAE140,6.073210373830627
FRUpts2pp,80.62993498704027
FRUptspp,493.9933942765643
FRUtex,574.6233292636045
FTHFD,1.0
FTHFLi,0.0
FUCtex,0.0
FUCtpp,0.0
FUM,682.5583697377855
FUMt2_2pp,1.0
FUMt2_3pp,0.0
FACOAE141,1.0
FACOAE160,1.2791242486420815
FACOAE161,5.2608190092547495
FACOAE180,1.0
FACOAE181,1.0
FUMtex,1.0
FUSAtex,0.0
FDMO3,0.0
FUSAtpp,0.0
G1PACT,146.50050360314833
G1PPpp,0.0
FACOAE60,1.0
FACOAE80,2.000010855518627
FACOAL100t2pp,0.0
FACOAL120t2pp,1.0
FACOAL140t2pp,1.0
G1PTT,5.029494435306614
G1Ptex,0.0
G1SAT,16.006455413150167
FACOAL141t2pp,2.0
FDMO4,0.0
FACOAL160t2pp,0.8401923394821116
FACOAL161t2pp,0.8757043488182803
FACOAL180t2pp,3.0
FACOAL181t2pp,2.8240465695964394
FACOAL60t2pp,0.0
FACOAL80t2pp,0.0
G2PP,0.0
G2PPpp,0.0
G3PAT120,1.0
G3PAT140,1.0
G3PAT141,1.0
G3PAT160,1.0596582940620964
G3PAT161,1.0464037097745087
G3PAT180,1.0
FADRx,320.97837502117403
FDMO6,0.0
FADRx2,1.0
FALDH2,0.0
FALDtex,0.0
FALDtpp,0.0
FALGTHLs,0.0
G3PAT181,1.5
G3PCabcpp,0.0
G3PCtex,0.0
G3PD2,-14.478142030737994
G3PD5,0.0
G3PD6,0.0
FBA,493.9933942765643
FBA3,1.0
G3PD7,0.0
FE2abcpp,0.0
FBP,1.0
G3PEabcpp,0.0
FE2t2pp,0.0
G3PEtex,0.0
G3PGabcpp,0.0
G3PGtex,0.0
G3PIabcpp,0.0
G3PItex,0.0
FCI,0.0
G3PSabcpp,0.0
FE2t3pp,6.945429324149302
G3PStex,0.0
G3PT,0.0
GGPTRCS,0.0
GHBDHx,0.0
GHMT2r,75.39562943243278
G5SADs,2.0
FE2tex,352.0087673436777
G5SD,1.0
G6PDA,0.0
GK1,45.64706034705603
GLBRAN2,1000.0
GLCATr,0.0
G6PDH2r,1.0
FE2tpp,0.0
G6PP,0.0
G6Pt6_2pp,0.0
G6Ptex,0.0
GAL1PPpp,0.0
GLCDpp,0.0
FE3DCITabcpp,0.0
GLCNt2rpp,1000.0
GAL1Ptex,0.0
GALBDtex,0.0
GALCTD,0.0
GALCTLO,0.0
GALCTND,0.0
GLCNtex,1000.0
GLCP,0.4420735496718651
GLCP2,0.0
GALCTNLt2pp,0.0
FE3DCITtonex,0.0
GALCTNLtex,0.0
GALCTNt2pp,0.0
GALCTNtex,0.0
GALCTt2rpp,0.0
GLCRAL,0.0
GLCRD,0.0
GLCRt2rpp,0.0
GALCTtex,0.0
FE3DHBZR,0.0
GALKr,0.0
GALM2pp,0.0
GALS3,0.0
GLCRtex,0.0
GLCS1,1.0
GLCTR1,1.0294944353066142
GLCTR2,1.0294944353066142
GALT1,1.0294944353066142
FE3DHBZSabcpp,0.0
GALTptspp,0.0
GLCTR3,1.0294944353066142
FE3DHBZStonex,0.0
GLCUR1Ptex,0.0
GALTtex,0.0
GLCURt2rpp,0.0
GLCURtex,0.0
GLCabcpp,1.0
GALURt2rpp,0.0
GALURtex,0.0
GALUi,5.117977741226457
GLCptspp,1.0
FE3HOXR1,0.0
GLCt2pp,0.0
GALabcpp,0.0
FE3HOXR2,0.0
GLCtex_copy1,2.0
FE3HOXR3,0.5
GLCtex_copy2,0.0
GLDBRAN2,1000.0
FE3HOXUtex,1.0
GLGC,1.0
FE3HOXUtpp,1.0
GLNS,171.2148369504996
FE3HOXabcpp,1.0
GLNTRS,0.0
FE3HOXexs,1.0
GLNabcpp,0.0
GLNtex,0.0
GLTPD,0.0
GLU5K,1.0
GLUABUTt7pp,1000.0
GALt2pp,0.0
GALtex,0.0
GAM6Pt6_2pp,0.0
GAMAN6Ptex,0.0
GAMptspp,0.0
GAMtex,0.0
GAPD,1000.0
GLUCYS,1.0008069266437707
GLUDC,1.0
GLUDy,-1000.0
GLUN,0.0
GLUNpp,0.0
GLUPRT,48.36543855181443
GLUR,-61.177041427743546
GARFT,46.355755432089175
FE3HOXtonex,1.0
GART,2.0096831197252527
GLUSy,1.0
GLUTRR,16.006455413150167
GLUTRS,16.006455413150167
GLUabcpp,0.0
GBBTNtex,0.0
GCALDD,0.003227706575082808
GDMANE,0.0
GLUt2rpp,-1000.0
FE3Ri,181.97597408079503
GLUt4pp,1.0
GLUtex,0.0
GDPDPK,1.0
GDPMNH,0.0
GLXCL,0.0
FE3abcpp,0.0
GLYALDtex,0.0
GDPMNP,0.0
GDPTPDP,0.0
GLYALDtpp,0.0
GDPtex,0.0
FE3tex,-358.954196667827
GF6PTA,18.345995779547035
GGGABADr,0.0
GGGABAH,0.0
GGPTRCO,0.0
GLYAT,3.0
GLYBabcpp,0.0
GLYBt2pp,0.0
GLYBtex,0.0
GLYC2Pabcpp,0.0
GLYC2Ptex,0.0
GLYC3Pabcpp,0.0
FECRMR1,0.0
GLYC3Pt6pp,3.9120232847982197
GLYC3Ptex,0.0
GTPDPDP,1.0
GLYCAt2rpp,0.0
GTPDPK,1.0
FECRMR2,0.0
GTPHs,1.0
GLYCAtex,0.0
GLYCDx,0.0
GLYCK,0.0
GTPtex,0.0
GUACYC,0.0
GLYCK2,0.0
FECRMR3,0.5
GLYCL,23.8752987061864
GLYCLTDx,1.0
GLYCLTDy,1.0
GUAD,0.0
GUAPRT,1.0
GUAt2pp,1.0
GUAtex,-43.79108124775639
GUAtpp,-44.79108124775639
GUI1,0.0
GUI2,0.0
GUR1PPpp,0.0
H2O2tex,0.0
H2Otex,-1000.0
H2Otpp,-1000.0
H2SO,0.0
GLYCLTt2rpp,-1000.0
GLYCLTt4pp,999.9967722934249
GLYCLTtex,-0.003227706575103184
GLYCTO2,2.0
GLYCTO3,0.0
GLYCTO4,0.0
GLYCtex,-13.893232387663236
GLYCtpp,0.0
GLYK,0.0
H2St1pp,0.0
H2Stex,0.0
H2tex,0.0
FECRMUtex,1.0
H2tpp,0.0
FECRMUtpp,1.0
HACD1,29.395557159978377
HACD2,29.395557159978377
HACD3,28.395557159978377
HACD4,26.39554630445975
HACD5,25.39554630445975
HACD6,5.073210373830627
GLYOX,1.0
GLYOX3,0.0
GLYTRS,0.0
GLYt2pp_copy1,1000.0
GLYt2pp_copy2,-1000.0
HACD7,1.0
HACD8,-3.8240465695964394
HADPCOADH3,0.0
HBZOPT,0.0008069266437706986
HCINNMt2rpp,0.0
FECRMabcpp,1.0
HCINNMtex,0.0
HCO3E,103.65760700517322
HCYSMT,1.0
GLYt4pp,0.0
GLYtex,0.0
GMAND,0.0
HCYSMT2,0.0
GMHEPAT,4.117977741226457
FECRMexs,1.0
GMHEPK,4.117977741226457
HDCAtexi,0.0
HDCEAtexi,0.0
HEMEOS,0.0008069266437706986
HEPK1,1.0294944353066142
GMHEPPA,4.117977741226457
GMPR,1.0
HEPK2,1.0294944353066142
HEPT1,1.0294944353066142
FECRMtonex,1.0
GMPS2,46.64706034705603
FEENTERR1,0.3337367966552187
GMPtex,0.0
GND,1.0
GNK,1.0
HEPT2,1.0294944353066142
HEPT3,1.0294944353066142
HEPT4,1.0294944353066142
HETZK,-0.0
HEX1,3.0
HEX4,0.0
HEX7,0.0
GOFUCR,0.0
GP4GH,-0.0
GPDDA1,0.0
HEXt2rpp,-1.0
FEENTERR2,0.0
GPDDA1pp,0.0
GPDDA2,3.7158966883003917
FEENTERR3,0.0
GPDDA2pp,2.93593798519589
HG2abcpp,0.0
HG2t3pp,0.0
FEENTERabcpp,1.0
HG2tex,0.0
GPDDA3,0.0
GPDDA3pp,0.0
HISTD,1.0
FEENTERexs,1.0
HISTP,1.0
HISTRS,0.0
GPDDA4,0.0
HISabcpp,0.33310510815675076
FEENTERtex,1.0
GPDDA4pp,0.9760852996023294
FEENTERtonex,1.0
GPDDA5,0.0
GPDDA5pp,0.0
HISt2rpp,-1.0
HIStex,-0.6668948918432492
HKNDDH,0.0
HKNTDH,-0.0
HMBS,2.000806926643771
HMPK1,-0.0
HOMt2pp,0.0
GRTT,0.0034267243571787062
GRXR,45.663549874921
FEENTERtpp,1.0
GSNK,0.0
HOMtex,0.0
GSNt2pp,0.0
FEOXAMR1,1.0
GSNtex,0.0
FEOXAMR2,1.0
FEOXAMR3,1.0
GSPMDA,0.0
FEOXAMUtex,6.0
GSPMDS,0.0
FEOXAMUtpp,6.0
GTHOXtex,0.0
HOPNTAL,0.0
GTHOr,46.663549874921
FEOXAMabcpp,6.0
GTHPi,1.0
HPPK2,0.003227706575082808
GTHRDHpp,1.0
FEOXAMexs,6.0
GTHRDabc2pp,1.0
HPPPNDO,0.0
HPPPNt2rpp,0.0
FEOXAMtonex,6.0
HPPPNtex,0.0
HPYRI,-1000.0
HPYRRx,999.0
HPYRRy,1.0
HSDy,-4.454696179886376
GTHRDabcpp,0.0
GTHRDtex,0.0
GTHS,1.0008069266437707
GTPCI,0.003227706575082808
GTPCII2,0.0016138532875420066
FEROpp,89.73854916695674
HSK,2.9135089342855185
HSST,1.5411872456008495
INStex,-1.0
FESD1s,181.8231500054994
IPDDI,-0.02054949062768519
IPDPS,0.0
HSTPT,1.0
HXAND,0.0
HXAtex,-1.0
IPMD,1.5841019383706227
FESD2s,0.0
IPPMIa,-1.5841019383706227
FESR,363.6463000109988
IPPMIb,-1.5841019383706227
HXCT,0.0
LIPAabctex,0.0
HXPRT,1.0
HYD1pp,0.0
IPPS,1.5841019383706227
ISETACabcpp,0.0
ISETACtex,0.0
K2L4Aabcpp,0.0
K2L4Aabctex,0.0
KARA1,-3.074057610294489
HYD2pp,0.0
HYD3pp,0.0
LIPOCT,0.0
HYPOE,1.0
KARA2,1.021525708952156
KAS14,2.0
KAS15,1.0
LIPOS,1.0855515387049756e-05
KDOCT2,11.175915182967868
KDOPP,11.175915182967868
HYXNtex,0.0
HYXNtpp,0.0
Htex,-1000.0
KDOPS,11.175915182967868
LIPOt2pp,0.0
KG6PDC,-0.0
Kabcpp,0.0
Kt2pp,0.6719202174070897
Kt3pp,0.0
Ktex,0.6719202174070897
L_LACD2,0.0
I2FE2SR,7.237010258033171e-06
I2FE2SS,0.0009878519002215278
I2FE2SS2,0.000908244787383163
I2FE2ST,8.684412309639805e-05
I4FE4SR,0.000908244787383163
I4FE4ST,0.000908244787383163
ICDHyr,165.25466564886
ICHORS_copy1,-999.9959653667812
ICHORS_copy2,1000.0
ICHORT,0.0024207799313120957
ICL,1.0
ICYSDS,0.006386661552714274
IDOND,999.0
IDOND2,0.0
IDONt2rpp,-999.0
L_LACD3,1.0
L_LACt2rpp,-0.0
L_LACtex,-0.0
LA4NTpp,0.0
LACZ,0.0
LACZpp,0.0
LADGMDH,1.0
LALADGLUtex,0.0
IDONtex,-999.0
IG3PS,1.0
LALADGLUtpp,0.0
LIPOtex,0.0
LALALGLUtex,0.0
LALALGLUtpp,0.0
IGPDH,1.0
IGPS,2.0
LPADSS,5.073210373830627
ILETA,-1.021525708952156
ILETRS,0.0
ILEabcpp,0.0
ILEt2rpp,0.0
ILEtex,0.0
IMPC,-49.36463162517066
LALDO2x,0.0
LALDO3,1.0
LALGP,1.0
LCADi,1.0
LCARR,0.0
LCARS,0.0
IMPD,45.64706034705603
IMPtex,0.0
INDOLEt2pp,0.0
INDOLEt2rpp,-1.0
INDOLEtex,-1.0
INOSTt4pp,0.0
INSH,1.0
INSK,0.0
INSTtex,0.0
LCTSt3ipp,0.0
LCTStex,0.0
LCTStpp,0.0
INSt2pp_copy1,0.0
LDH_D,-678.395165235006
LPLIPAL1A120pp,0.0
LDH_D2,0.0
LEUTAi,1.5841019383706227
LEUTRS,0.0
INSt2pp_copy2,-1.0
LEUabcpp,0.0
LPLIPAL1A140pp,0.0
LEUt2rpp,0.0
LEUtex,0.0
LYStex,0.0
LYXI,0.0
LGTHL,1.0
LPLIPAL1A141pp,0.0
LIPACabcpp,4.043715938524013
LIPAHT2ex,0.0
LIPAHTex,0.0
LIPAMPL,0.0
LIPATPT,0.0
LIPAabcpp,0.0
LYXt2pp,0.0
LYXtex,0.0
M1PD,0.0
MACPD,1.0
MALCOAMT,7.237010258033171e-06
MALDDH,0.0
MALDt2_2pp,0.0
LPLIPAL1A160pp,0.0
MALDtex,0.0
MALS,1.0
MALTATr,0.0
MELIBt2pp,0.0
LPLIPAL1A161pp,0.0
MELIBt3ipp,0.0
MELIBtex,0.0
MALTHXabcpp,0.0
MALTHXtexi,0.0
MALTPTabcpp,0.0
LPLIPAL1A180pp,0.0
MALTPTtexi,0.0
MEOHtex,-7.237010258033171e-06
MEOHtrpp,-7.237010258033171e-06
MEPCT,0.023976214984863894
MALTTRabcpp,0.0
MALTTRtexi,0.0
LPLIPAL1A181pp,0.0
MALTTTRabcpp,0.0
MALTTTRtexi,0.0
MALTabcpp,0.0
METAT,3.005662960526911
METDabcpp,0.0
METDtex,0.0
METOX1s,0.0
METOX2s,0.0
MALTptspp,0.0
MALTtexi,0.0
LPLIPAL1E120pp,0.0
MALt2_2pp,1.0
MALt2_3pp,0.0
METS,1.5460360424737316
METSOX1abcpp,0.0
METSOX1tex,0.0
MALt3pp,1.0
METSOX2abcpp,0.0
MALtex,0.0
LPLIPAL1E140pp,0.0
MAN1PT2,0.0
MAN6PI,0.0
LPLIPAL1E141pp,1.0
MAN6Pt6_2pp,0.0
METSOX2tex,0.0
LPLIPAL1E160pp,0.0
MAN6Ptex,0.0
METSOXR1,0.0
MANAO,0.0
LPLIPAL1E161pp,0.0
MANGLYCptspp,0.0
MANGLYCtex,0.0
METSOXR2,0.0
METTRS,0.0
LPLIPAL1E180pp,1.0
METabcpp,0.0
METtex,0.0
MANPGH,0.0
MANptspp,0.0
MANtex,0.0
MCITD,1.0
MG2t3_2pp,0.029863522829773878
LPLIPAL1E181pp,0.9359379851958904
MG2tex,0.029863522829773878
MG2tpp,0.0
MCITL2,1.0
MCITS,1.0
MG2uabcpp,0.0
LPLIPAL1G120pp,0.0
MGSA,1.0
MI1PP,-0.0
MICITDr,1.0
MCOATA,54.2928559693333
MCPST,-0.0
MINCYCtex,0.0
LPLIPAL1G140pp,0.0
MINCYCtpp,0.0
MCTP1App,3.002189195603055
MINOHPtexi,0.0
MCTP1Bpp,0.0
LPLIPAL1G141pp,0.0
MCTP2App,18.057554345512475
MDDCP1pp,1.0
MDDCP2pp,18.057554345512475
MDDCP3pp,1.0
MLDCP1App,1.002189195603055
MLDCP1Bpp,0.004866889398527307
MLDCP2App,1.0
MLDCP2Bpp,1.0048668893985273
MLDCP3App,0.0
MLDEP1pp,0.0
MDDCP4pp,2.0
MDDCP5pp,1.0
LPLIPAL1G160pp,0.0
MDDEP1pp,19.035405475617768
MDDEP2pp,1.0
MLDEP2pp,0.0
MLTG1,0.0
MLTG2,0.0
MDDEP3pp,1.0
MDDEP4pp,18.055119091560652
LPLIPAL1G161pp,0.0
MDH,1000.0
MLTG3,0.0
MLTG4,0.0
MDH2,1.0
LPLIPAL1G180pp,0.5
MDH3,1.0
MLTG5,0.0
MLTGY1pp,21.01106741012
MLTGY2pp,1.0
MLTGY3pp,1.0
MLTGY4pp,18.055119091560652
ME1,1.0
ME2,1.0
MECDPDH5,0.023976214984863894
MECDPS,0.023976214984863894
MLTP1,0.0
MLTP2,0.0
MLTP3,0.0
MMCD,1.0
MMETt2pp,0.0
LPLIPAL1G181pp,0.47608529960232937
MMETtex,0.0
MMM,1.0
MOADSUx,0.0017803045234761601
MOAT,5.073210373830627
MN2t3pp,0.0
LPLIPAL2A120,0.0
MN2tpp,0.002380976374892913
MOAT2,5.073210373830627
LPLIPAL2A140,0.0
MOAT3C,1.0294944353066142
MN6PP,0.0
LPLIPAL2A141,0.0
MNLptspp,0.0
MOBDabcpp,0.0004957352026752722
MOBDtex,0.0004957352026752722
LPLIPAL2A160,0.0
MOCDS,2.5329535903116098e-05
MOCOS,0.0004704056667721561
MOGDS,2.5329535903116098e-05
MOHMT,0.002084258954310817
MOX,-320.4416302622145
MPTAT,0.0008901522617380801
MPTG,23.059743541115537
MNLtex,0.0
MNNH,-0.0
MNt2pp,0.0
MNtex,0.002380976374892913
NDPK6,1.0
MPTG2,18.057554345512475
MPTS,0.0008901522617380801
MPTSS,0.0017803045234761601
MSAR,0.0
NDPK7,1.0
NDPK8,1.0
LPLIPAL2A161,0.0
NH4tex,616.8735928648489
NH4tpp,616.8735928648489
NHFRBO,0.0
MSO3abcpp,0.0
MSO3tex,0.0
MTAN,1.0
MTHFC,96.7211939839036
MTHFD,96.7211939839036
MTHFR2,1.5468429691175023
NI2abcpp,0.0
NI2t3pp,0.0
MTHTHFSs,1.004848796872882
MTRPOX,-0.0
N2Otex,0.0
NI2tex,0.0011108810746080916
LPLIPAL2A180,0.0
NI2tpp,0.0011108810746080916
NI2uabcpp,0.0
N2Otpp,0.0
NACODA,1.0
NACtex,0.0
NACtpp,0.0
NADDP,0.9917534268109723
NADH10,1.0
NADH16pp,363.56386390967384
NMNAT,0.0
NMNDA,0.9917534268109723
NMNN,0.0
NMNPtpp,0.0
NADH17pp,1.0
NADH18pp,1.0
NMNt7pp,0.0
LPLIPAL2A181,0.0
NMNtex,0.0
NNAM,0.0
NADH5,1.0
NADH9,1.0
NADK,0.0016174717926693213
NNATr,1.0
NNDMBRT,-0.0
NADN,0.0
LPLIPAL2ATE120,0.0
NADPHQR2,1.0
NADPHQR3,22.855017906217938
NNDPR,0.008246573189027705
NO2t2rpp,0.0
NO2tex,0.0
NADPHQR4,1.0
NO3R1bpp,0.0
NADPPPS,0.0
LPLIPAL2ATE140,0.0
NADS1,1.0
NADTRHD,1.0
NAMNPP,0.0
NAt3_1p5pp,0.0
NO3R1pp,0.0
NO3R2bpp,0.0
NO3R2pp,0.0
NO3t7pp,0.0
NO3tex,0.0
NODOx,0.0
NAt3_2pp,0.0
NAt3pp,1000.0
NODOy,0.0
NAtex,0.0
LPLIPAL2ATE141,0.0
NDPK1,-838.2244791023718
NDPK2,154.68781836159667
NOVBCNtex,0.0
NOVBCNtpp,0.0
NOtex,0.0
NDPK3,32.201975656907045
NOtpp,0.0
NDPK4,6.029494435306614
LPLIPAL2ATE160,0.0
NDPK5,-1.0
NTD1,1.0
NTD10,1.0
NTD10pp,0.0
LPLIPAL2ATE161,0.0
NTD11,0.0
NTD11pp,0.0
NTD12,1.0
NTD12pp,0.0
NTD1pp,0.0
NTD2,1.0
URIC,0.0
NTD2pp,0.0
LPLIPAL2ATE180,0.0
NTD3,0.0
NTD3pp,0.0
LPLIPAL2ATE181,0.0
NTD4,2.0
NTD4pp,0.0
NTD9pp,0.0
NTP1,0.0
NTP10,1.0
NTD5,1.0
LPLIPAL2ATG120,0.0
NTD5pp,0.0
NTP11,0.0
NTP12,0.0
NTD6,0.0
LPLIPAL2ATG140,0.0
NTD6pp,0.0
NTD7,0.0
NTP3,1.0
NTP3pp,0.0
NTD7pp,0.0
NTP5,1.0
LPLIPAL2ATG141,0.0
NTPP1,0.0
NTPP10,1.0
NTD8,43.79108124775639
NTD8pp,0.0
NTD9,1.0
NTPP11,1.0
NTPP2,0.0
NTPP3,1.0
NTPP4,0.0
NTPP5,1.0
OPMEACPS,7.237010258033171e-06
LPLIPAL2ATG160,0.0
ORNDC,0.12038766564238179
ORNabcpp,0.0
NTPP6,0.0
NTPP7,0.9102429802747436
NTPP8,0.0
ORNtex,0.0
LPLIPAL2ATG161,0.0
OROTt2_2pp,0.0
OROTtex,0.0
ORPT,-3.0693370172218524
NTPP9,1.0
NTPTP1,0.0
NTPTP2,0.0
OXAMTC,0.0
LPLIPAL2ATG180,0.0
OXCDC,-0.0
OXCOAHDH,0.0
NTRIR2x,0.0
NTRIR3pp,0.0
NTRIR4pp,0.0
OXDHCOAT,0.0
P5CD,0.0
O16A4COLIPAabctex,-0.0
LPLIPAL2ATG181,0.0
O16A4Lpp,-0.0
P5CR,2.0
PA120abcpp,0.0
PA140abcpp,0.0
PA141abcpp,0.0
O16AP1pp,0.0
O16AP2pp,0.0
O16AP3pp,0.0
O16AT,-0.0
O16AUNDtpp,-0.0
PA160abcpp,0.0
LPLIPAL2E120,1.0
PA161abcpp,0.0
PA180abcpp,0.0
O16GALFT,-0.0
O16GLCT1,0.0
O16GLCT2,-0.0
PA181abcpp,0.0
LPLIPAL2E140,1.0
PACALDt2rpp,0.0
PACALDtex,0.0
PACCOAE,0.0
O2Stex,0.0
O2tex,791.0255049614842
O2tpp,701.2869557945274
OAADC,385.5683422994512
PACCOAL,0.0
OBTFL,0.0
LPLIPAL2E141,0.0
OCBT,2.040030744181947
OCDCAtexi,0.0
PANTS,0.002084258954310817
PAPA120,0.0
PAPA120pp,2.0
PAPA140,0.0
OCDCEAtexi,0.0
OCTAtex,0.0
OCTDPS,0.0024207799313120957
OCTNLL,1.0855515387049756e-05
PAPA140pp,2.0
LPLIPAL2E160,0.8401923394821116
PAPA141,0.0
PAPA141pp,2.0
OGMEACPD,7.237010258033171e-06
OGMEACPR,7.237010258033171e-06
LPLIPAL2E161,0.8757043488182803
OGMEACPS,7.237010258033171e-06
OHPBAT,0.0008069266437706986
PAPA160,0.0
PAPA160pp,1.9403417059379036
PAPA161,0.0
LPLIPAL2E180,0.0
PAPA161pp,1.9535962902254913
PAPA180,0.0
PAPA180pp,1.5
OHPHM,0.0008069266437706986
OMBZLM,0.0008069266437706986
OMCDC,1.5841019383706227
PAPA181,0.0
PAPA181pp,1.5
OMMBLHX,0.0008069266437706986
LPLIPAL2E181,0.0
OMMBLHX3,0.0
PAPPT3,64.17704142774355
PAPSR,0.0
OMPDC,3.0693370172218524
PAPSR2,1.872468627172573
PDE1,1.0
PDE4,0.0
OMPHHX,0.0008069266437706986
OMPHHX3,0.0
LPLIPAL2G120,0.0
OP4ENH,0.0
OPHBDC,0.0008069266437706986
PDH,353.3025661721556
PDX5PO2,0.0008069266437706986
PDX5POi,0.0
PDX5PS,0.0008069266437706986
OPHHX,0.0008069266437706986
OPHHX3,0.0
OPMEACPD,7.237010258033171e-06
OPMEACPR,7.237010258033171e-06
PDXPP,1.0
LPLIPAL2G140,0.0
PE120abcpp,1.0
PE140abcpp,1.0
LPLIPAL2G141,0.0
PE141abcpp,1.0
PG120abcpp,1.0
PG140abcpp,1.0
LPLIPAL2G160,0.0
PG141abcpp,1.0
PG160abcpp,0.9793491912287023
PG161abcpp,0.9839374557322954
PE160abcpp,0.9552535655745809
PE161abcpp,0.9651972176691185
PG180abcpp,1.0
LPLIPAL2G161,0.0
PG181abcpp,0.9917208602648101
PE180abcpp,1.0
PE181abcpp,0.9820630700754648
PEAMNOpp,0.0
PEAMNtex,0.0
PGAMT,-146.50050360314833
PGCD,90.02926146900938
PGI,-8.705398626860752
LPLIPAL2G180,0.0
PGK,-1000.0
PGL,1.0
PGLYCP,-0.0
PGM,-909.9707385309906
PGMT,-10.705398626860752
PGP120abcpp,1.0
PGP140abcpp,1.0
PERD,0.0008069266437706986
PETNT161pp,0.0
PETNT181pp,0.0
PFK,1.0
PFK_2,0.0
PFK_3,1.0
PFL,1000.0
PGP141abcpp,1.0
PGP160abcpp,1.0
PGP161abcpp,1.0
LPLIPAL2G181,0.0
PGP180abcpp,1.0
PGP181abcpp,1.0
PLIPA1E181pp,0.0
PGPP120,1.0
LSERDHr,1.0
PGPP120pp,1.0
PGPP140,1.0
PLIPA1G120pp,0.0
PLIPA1G140pp,0.0
PLIPA1G141pp,0.0
PLIPA1G160pp,0.0
PLIPA1G161pp,0.0
PGPP140pp,1.0
PGPP141,1.0
PGPP141pp,1.0
PLIPA1G180pp,0.0
PLIPA1G181pp,0.0
PLIPA2A120pp,0.0
PLIPA2A140pp,0.0
PGPP160,1.0
PGPP160pp,1.0
PGPP161,1.0
PLIPA2A141pp,0.0
LYSDC,0.0
PLIPA2A160pp,0.0
PLIPA2A161pp,0.0
PLIPA2A180pp,0.0
PLIPA2A181pp,0.0
PGPP161pp,1.0
PGPP180,1.0
PGPP180pp,1.0
PGPP181,1.0
PGPP181pp,1.0
PLIPA2E120pp,0.0
LYSTRS,0.0
PLIPA2E140pp,0.0
PLIPA2E141pp,1.0
PGSA120,2.0
PGSA140,2.0
LYSabcpp,0.0
PGSA141,2.0
PGSA160,2.0
PGSA161,2.0
PGSA180,2.0
PGSA181,2.0
PHEMEabcpp,1.9983861467124586
PLIPA2E160pp,0.0
PLIPA2E161pp,0.0
PLIPA2E180pp,1.0
PLIPA2E181pp,0.9359379851958904
PLIPA2G120pp,0.0
PLIPA2G140pp,0.0
PLIPA2G141pp,0.0
PLIPA2G160pp,0.0
PLIPA2G161pp,0.0
PLIPA2G180pp,0.5
PHEMEtiex,1.9983861467124586
PHETA1,-1.0
PHETRS,0.0
PLIPA2G181pp,0.47608529960232937
LYSt2pp,1.0
PMANM,-0.0
PMDPHT,0.0016138532875420066
PMEACPE,7.237010258033171e-06
PHEt2rpp,-0.34859308816930534
PHEtex,-0.34859308816930534
PHYTSpp,0.0
PIt2rpp,43.24827571435585
PMPK,0.0008069266437706986
PNTK,0.002084258954310817
PItex,15.442314433394234
LYSt3pp,1.0
PIuabcpp,0.0
PLIPA1A120pp,0.0
PLIPA1A140pp,0.0
PLIPA1A141pp,0.0
PLIPA1A160pp,0.0
PNTOt4pp,0.0
PNTOtex,0.0
POAACR,0.0
POR5,2.299087541438866
POX,0.0
PPA,1.0
PPA2,1.0008069266437707
PPAKr,1000.0
PLIPA1A161pp,0.0
PLIPA1A180pp,0.0
