"Reaction","WT_mean","mip6_mean","log2FC","p_value","FDR"
"FACOAL181",4.80000000000002e-05,4.80000000000003e-05,3.20342650381491e-15,0.00051853951058262,0.000864232517637699
"FACOAL182",1.80000000000001e-05,1.80000000000001e-05,3.20342650381491e-15,0.00051853951058262,0.000864232517637699
"FAS100",0,0,0,NA,1
"FAS100COA",0.0378691690048113,0.0378691690053417,2.02068940432726e-11,0.0203678285924114,0.0300242891601284
"FAS120",4.00000000000001e-06,4.00000000000011e-06,2.72291252824265e-14,0.571186579969932,0.658377054794002
"FAS120COA",0.0371077856247144,0.0371077856252341,2.020465164472e-11,0.0468611411539011,0.0666870085651669
"FAS140",1.6e-05,1.6e-05,7.36788095877429e-15,0.571186579969932,0.658377054794002
"FAS140COA",0.0348236354844257,0.0348236354849135,2.02052923300207e-11,0.104661993189151,0.139801218339299
"FAS160",0.00624143398752272,0.0082454158319165,0.401658552051248,0.257777916813681,0.334659049898463
"FAS160COA",0.0248112845964216,0.0228073027524624,-0.121495483264678,0.792739161025425,0.870366437921089
"FAS161",0,0,0,NA,1
"FAS180",0.00928228014313682,0.0085859760680073,-0.112484484605319,0.936689352655846,0.998775390439951
"FAS180COA",0.005108004078691,0.005804308154022,0.1843305619398,0.391058559826406,0.472848585411014
"FAS181",0,0,0,NA,1
"FAS80COA_L",0.0378691690048113,0.0378691690053417,2.02068940432726e-11,0.0203678285924114,0.0300242891601284
"FAS80_L",0,0,0,NA,1
"FBA",0.00010648740663496,0.00010482087066746,-0.0225434486412406,1.44019401345064e-28,1.26874234518271e-27
"FBA3",7.98835063922708,8.42874796896701,0.0774206759096634,7.79941358239863e-22,1.56859033905311e-21
"FBA_rev",0,0,0,NA,1
"FBP",0,0,0,NA,1
"FBP26",0,0,0,NA,1
"FDH",0,0,0,NA,1
"FDNG",0,0,0,NA,1
"FE2utm",0,0,0,NA,1
"FECOSTt",0,0,0,NA,1
"FECOSTt_rev",0,0,0,NA,1
"FEtm",0,0,0,NA,1
"FEtm_rev",0,0,0,NA,1
"FKYNH",0,0,0,NA,1
"FORt",0,0,0,NA,1
"FORt_rev",0.00349613578135965,0.00349613578138776,1.15983259996657e-11,0.0687084294548075,0.0966620490428851
"FRDcm",0,0.00025280142694613,7.98755637023159,1.44019401345064e-28,1.26874234518271e-27
"FRDm",0,0,0,NA,1
"FTHFCLm",0,0,0,NA,1
"FTHFLi",0,0,0,NA,1
"FUM",0,0,0,NA,1
"FUM_rev",0,0.00025280142694613,7.98755637023159,1.44019401345064e-28,1.26874234518271e-27
"FUMm",3.81255866648788,3.85679273581246,0.0166420757395966,6.70178567739264e-22,1.56859033905311e-21
"FUMt2r",0,0,0,NA,1
"FUMt2r_rev",0,0,0,NA,1
"G3PCt",0,0,0,NA,1
"G3PCt_rev",0,0,0,NA,1
"G3PD1ir",0.0168030084716731,0.0168030084719381,2.27568215402713e-11,0.124226309073578,0.164744567588615
"G3PD1irm",0,0,0,NA,1
"G3PDm",0,0,0,NA,1
"G3PT",1e-04,1e-04,0,NA,1
"G5SADrm",0.102560903597796,0.105321771913085,0.0383224518078919,1.51781187276451e-22,5.97436588215818e-22
"G5SADs",0,0,0,NA,1
"G5SD",0,0,0,NA,1
"G5SD2",0,0,0,NA,1
"G6PDA",0.454658141514237,0.535952448774371,0.237322337787171,0.992120733820949,1
"G6PDH2er",0.00196108196639616,0.00196108196639616,0,NA,1
"G6PDH2r",0.407370325063888,0.498685445097202,0.291788557002768,7.79598320747168e-22,1.56859033905311e-21
"G6PI",0,0,0,NA,1
"G6PI3",0,4.79114813494177,22.1919402905157,2.10051216893531e-11,3.94512437820337e-11
"G6PI3_rev",0,0,0,NA,1
"G6PI_rev",0,0,0,NA,1
"G6Pter",0.00196108196639616,0.00196108196639616,0,NA,1
"GALT",1.39993592964682,1.77035466056053,0.338677391757366,7.79369709331353e-22,1.56859033905311e-21
"GALUi",0,0,0,NA,1
"GAM6Pt",0,0,0,NA,1
"GAM6Pt_rev",0,0,0,NA,1
"GAPD",0,0,0,NA,1
"GARFT",0,0,0,NA,1
"GAT1_SC",0.0168030084716731,0.0168030084719381,2.27568215402713e-11,0.031545483349113,0.0463167811078246
"GAT2_SC",0,0,0,NA,1
"GBEZ",0,0,0,NA,1
"GCC2am",0,0,0,NA,1
"GCC2bim",0,0,0,NA,1
"GCC2cm_copy1",3.7683245971633,3.85679273581246,0.0334783671464543,6.87906678643045e-22,1.56859033905311e-21
"GCC2cm_copy2",0.044234069324579,0,-15.4329029636434,1.009038676745e-24,5.41182212359602e-24
"GCCam",0,0,0,NA,1
"GCCbim",0,0,0,NA,1
"GCCcm",0,0,0,NA,1
"GF6PTA",0.454658141514237,0.535952448774371,0.237322337787171,0.992120733820949,1
"GHMT2r",0.0360663351579902,0.0424482892486792,0.235047564898193,4.65699324127388e-23,2.00359011543178e-22
"GHMT2r_rev",0,0,0,NA,1
"GHMT2rm",0,0,0,NA,1
"GHMT2rm_rev",0,0,0,NA,1
"GK1",0.00110924380415562,0.00122016818382986,0.137385387142132,0.856294620956832,0.928321299142184
"GK1_rev",7.32951657955313e-05,6.64237447193198e-05,-0.140011584258002,0.73145766837515,0.810297417062292
"GK2",0.00125648855687917,0.00113869275467991,-0.141900325312096,0.27990148324216,0.357115685515859
"GK2_rev",0,0,0,NA,1
"GLCGSD",0,0.652335069163829,19.3152558750953,1.00923169331926e-24,5.41182212359602e-24
"GLCGSDv",0,0,0,NA,1
"GLCNtv",0,0,0,NA,1
"GLCP",0.281916338250112,0,-18.1049126825269,1.0086527501888e-24,5.41182212359602e-24
"GLCS2",0.632544269139359,1.00296300005308,0.665029185970182,7.79598320747168e-22,1.56859033905311e-21
"GLCt1",7.1121531778473,7.24522009994146,0.0267431173213421,7.78455905263246e-22,1.56859033905311e-21
"GLCtv",0,0,0,NA,1
"GLCtv_rev",0.422387591907882,0.595997826732839,0.496738620479867,7.77087122056551e-22,1.56859033905311e-21
"GLNS",0.103107332620308,0.0468228133787675,-1.13884658881139,1.92802393958376e-23,1.00474486992393e-22
"GLNt2r",2,2,0,NA,1
"GLNt2r_rev",0,0,0,NA,1
"GLNt6",0,0,0,NA,1
"GLNt7",0,0,0,NA,1
"GLU5K",0,0,0,NA,1
"GLUDC",0,0,0,NA,1
"GLUDxi",0,0,0,NA,1
"GLUDy",0,0,0,NA,1
"GLUDy_rev",0,0,0,NA,1
"GLUK",0,4.79114813494177,22.1919402905157,2.10051216893531e-11,3.94512437820337e-11
"GLUN",1.55475572905064,1.41236779732701,-0.138572007316559,2.16577871307555e-05,3.74457067213998e-05
"GLUPRT",0,0,0,NA,1
"GLUSx",0.0219307323672577,0.0267398375892112,0.286024881258502,0.306768400759063,0.386069075785216
"GLUt2r",1.98535904228027,2,0.0106000595154582,1.009038676745e-24,5.41182212359602e-24
"GLUt2r_rev",0,0,0,NA,1
"GLUt5m",0,0,0,NA,1
"GLUt7m",3.70999608479116,3.72484228772549,0.00576167630890259,1.9601777963895e-22,7.55485192358454e-22
"GLXt",0,0,0,NA,1
"GLYC3Ptm",0,0,0,NA,1
"GLYCDy",1e-04,1e-04,0,NA,1
"GLYCLm",0,0,0,NA,1
"GLYCt",0,0,0,NA,1
"GLYCt2",0,0,0,NA,1
"GLYGS",0,0,0,NA,1
"GLYK",0,0,0,NA,1
"GLYOX",1e-04,1e-04,0,NA,1
"GLYt2m",0,0,0,NA,1
"GLYt2r",0.160112355546421,0.153930401455732,-0.0568060861740437,3.35504265446197e-22,1.21702527661856e-21
"GLYt2r_rev",0,0,0,NA,1
"GMPS2",0,0,0,NA,1
"GND",0.409331407030384,0.500646527063658,0.290522364162555,7.78341751898741e-22,1.56859033905311e-21
"GNNUC",0,0,0,NA,1
"GPDDA1",9.99999999999995e-05,9.99999999999994e-05,-1.76188457709821e-15,0.00113120926019544,0.00186851529585854
"GRTT",0.00297543470759826,0.00297543470762016,1.06174368042051e-11,0.090112387043748,0.120802837703575
"GSNK",0.0333992545933045,0.033399254591963,-5.7945340486745e-11,0.444114667878118,0.52499177991982
"GTHOr",0,0,0,NA,1
"GTHPi",0,0,0,NA,1
"GTPCII",0.000669472809202053,0.000669472809212027,2.14623168900995e-11,0.0115123718678643,0.0174572852094664
"GTPH1",0,0,0,NA,1
"GTPt2m",0,0,0,NA,1
"GUAD",0,0,0,NA,1
"GUAPRT",0,0,0,NA,1
"GUAt2r",0.0333992545933045,0.033399254591963,-5.7945340486745e-11,0.444114667878118,0.52499177991982
"GUAt2r_rev",0,0,0,NA,1
"H2Ot",0,0,0,NA,1
"H2Ot_rev",12.6126283308948,12.0702002369791,-0.0634193337020627,6.45599445495847e-09,1.18841688971872e-08
"H2Oter",0.00148771735379913,0.00148771735381008,1.06139130350509e-11,0.090112387043748,0.120802837703575
"H2Otm",0,0,0,NA,1
"H2Otm_rev",45.8142784232961,45.7304953655967,-0.00264075004958729,7.79484007016099e-22,1.56859033905311e-21
"H2Otn",0.143108811255409,0.134435549969336,-0.0901971585594662,1,1
"H2Otv",0.211193795953941,0.29799891336642,0.496737625552446,7.77429101696695e-22,1.56859033905311e-21
"HACNHm",0,0,0,NA,1
"HCITSm",0,0,0,NA,1
"HCO3E",0.125762288678746,0.134435549968583,0.0962145751792734,0.569978354219987,0.658377054794002
"HCO3En",0.143108811255409,0.134435549969336,-0.0901971585594662,1,1
"HCO3tn",0,0,0,NA,1
"HCO3tn_rev",0.143108811255409,0.134435549969336,-0.0901971585594662,1,1
"HCYSMT",0,0,0,NA,1
"HETZK",0,0,0,NA,1
"HEX1",9.88821566845217,6.2202366392277,-0.668740657184058,0.353915277842082,0.432173771622344
"HEX7",0,0,0,NA,1
"HICITDm",0,0,0,NA,1
"HISTD",0,0,0,NA,1
"HISTP",0,0,0,NA,1
"HISt2r",0.0448343911628873,0.0448343911628873,0,NA,1
"HISt2r_rev",0,0,0,NA,1
"HKYNH",0,0,0,NA,1
"HMGCOAR",0.00148771735379913,0.00148771735381008,1.06139130350509e-11,0.090112387043748,0.120802837703575
"HMGCOAS",0,0,0,NA,1
"HMGCOASm",0.00892630412284011,0.00892630412290583,1.06196792027577e-11,0.0358813643503965,0.0520631561162616
"HMGCOAtm",0.00892630412284011,0.00892630412290583,1.06196792027577e-11,0.0358813643503965,0.0520631561162616
"HMPK1",0,0,0,NA,1
"HSDxi",0,0,0,NA,1
"HSDy",0,0,0,NA,1
"HSDy_rev",0,0,0,NA,1
"HSERTA",0,0,0,NA,1
"HSK",0,0,0,NA,1
"HSTPT",0,0,0,NA,1
"HXANt2r",0,0,0,NA,1
"HXANt2r_rev",1.26868305549867,1.36383428466107,0.104336580478088,0.0187937990116355,0.0279913397017199
"HXPRT",0,0,0,NA,1
"HYPOE",0,0,0,NA,1
"IAMACt",0,0,0,NA,1
"IAMOHt",0,0,0,NA,1
"IAMOHtm",0,0,0,NA,1
"IBUTACt",0,0,0,NA,1
"IBUTOHt",0.207866196174494,0.205363597330765,-0.0174746045180189,7.80055736177764e-22,1.56859033905311e-21
"IBUTOHtm",0,0,0,NA,1
"ICDHxm",0,0,0,NA,1
"ICDHym",1.67809891813474e-06,0,-1.42120924896203,2.34560292021189e-28,1.92860684550755e-27
"ICDHyr",0,0.000205245214622608,7.68821683558009,4.31310251623139e-25,2.75146195000968e-24
"ICL",2e-04,0,-7.65105169117893,1.44019401345064e-28,1.26874234518271e-27
"ID3ACALDt",0,0,0,NA,1
"ID3ACALDtm",0,0,0,NA,1
"IG3PS",0,0,0,NA,1
"IGPDH",0,0,0,NA,1
"IGPS",0,0,0,NA,1
"ILETA",0.0148538667207702,0.0219089048611437,0.560647558522678,6.14736039153488e-22,1.56859033905311e-21
"ILETA_rev",0,0,0,NA,1
"ILETAm",0.0148538667207702,0.0219089048611438,0.56064755852268,6.49328398824395e-22,1.56859033905311e-21
"ILEt2r",0.130310515491529,0.130310515491529,3.20342650381492e-16,0.18708256615668,0.245462941411247
"ILEt2r_rev",0,0,0,NA,1
"ILEt6",0,0,0,NA,1
"ILEt7",0,0,0,NA,1
"ILEtmi",0.0148538667207702,0.0219089048611438,0.56064755852268,6.49328398824395e-22,1.56859033905311e-21
"IMPC",0,0,0,NA,1
"IMPC_rev",0,0,0,NA,1
"IMPD",0,0,0,NA,1
"IND3ETHt",0.091378051530241,0.0916794431630104,0.00475054962402528,1.05615801181627e-08,1.90419978656205e-08
"IND3ETHtm",0,0,0,NA,1
"INDPYRD",0.091378051530241,0.0916794431630104,0.00475054962402528,1.06532258329282e-08,1.90419978656205e-08
"INSK",0,0,0,NA,1
"IPC124PLC_SC",0,0,0,NA,1
"IPC126PLC_SC",0,0,0,NA,1
"IPC224PLC_SC",0,0,0,NA,1
"IPC226PLC_SC",0,0,0,NA,1
"IPC324PLC_SC",0,0,0,NA,1
"IPC326PLC_SC",0,0,0,NA,1
"IPCS124_SC",0,0,0,NA,1
"IPCS126_SC",0,0,0,NA,1
"IPCS224_SC",0,0,0,NA,1
"IPCS226_SC",0,0,0,NA,1
"IPCS324_SC",0,0,0,NA,1
"IPCS326_SC",0,0,0,NA,1
"IPDDI",0.00297543470759826,0.00297543470762016,1.06174368042051e-11,0.090112387043748,0.120802837703575
"IPMD",0,0,0,NA,1
"IPPMIa",0,0,0,NA,1
"IPPMIb",0,0,0,NA,1
"IPPS",0,0,0,NA,1
"IPPSm",0,0,0,NA,1
"KARA1im",0.205363597330765,0.205363597330765,-1.60171325190746e-16,0.99601228720965,1
"KARA2im",0,0,0,NA,1
"KYN",0,0,0,NA,1
"KYN3OX",0,0,0,NA,1
"LALDO3",0.00011086790495875,0.00010025930027908,-0.143741764575657,1.44019401345064e-28,1.26874234518271e-27
"LANOSTt",0,0,0,NA,1
"LANOSTt_rev",0,0,0,NA,1
"LCADi",0.00011086790495875,0.00010025930027908,-0.143741764575657,1.44019401345064e-28,1.26874234518271e-27
"LEUTA",0,0,0,NA,1
"LEUTA_rev",0,0,0,NA,1
"LEUt2r",0.200436101669379,0.200436101669379,0,1,1
"LEUt2r_rev",0,0,0,NA,1
"LEUt6",0,0,0,NA,1
"LEUt7",0,0,0,NA,1
"LGTHL",1e-04,1e-04,0,NA,1
"LNS14DM",0,0,0,NA,1
"LNS14DMx",0.00148771735379913,0.00148771735381008,1.06139130350509e-11,0.090112387043748,0.120802837703575
"LNSTLS",0.00148771735379913,0.00148771735381008,1.06139130350509e-11,0.090112387043748,0.120802837703575
"LPCAT_SC",0,0,0,NA,1
"LPP_SC",0,0,0,NA,1
"LYSt2r",0.193538503028934,0.193538503028934,0,NA,1
"LYSt2r_rev",0,0,0,NA,1
"L_LACD2cm",0.00011086790495875,0.00010025930027908,-0.143741764575657,1.44019401345064e-28,1.26874234518271e-27
"L_LACt2r",0,0,0,NA,1
"L_LACt2r_rev",0,0,0,NA,1
"MALS",0,0,0,NA,1
"MALt2r",0,0,0,NA,1
"MALt2r_rev",0,0,0,NA,1
"MALtm",11.8897911702359,11.7425368083744,-0.0179792586940039,7.80055736177764e-22,1.56859033905311e-21
"MALtm_rev",0,0,0,NA,1
"MAN1PT",0.000669472809202053,0.000669472809212027,2.14623168900995e-11,0.0115123718678643,0.0174572852094664
"MAN6PI",0.000669472809202053,0.000669472809212027,2.14623168900995e-11,0.0115123718678643,0.0174572852094664
"MANNANter",0.000669472809202053,0.000669472809212027,2.14623168900995e-11,0.0115123718678643,0.0174572852094664
"MCITDm",0,0,0,NA,1
"MCITL2m",0,0,0,NA,1
"MCITSm",0,0,0,NA,1
"MDH",0,0,0,NA,1
"MDH_rev",11.889991170236,11.7429948550186,-0.0179472515021375,7.79941358239863e-22,1.56859033905311e-21
"MDHm",15.5997488210897,15.4994929639864,-0.00930177787716471,7.80055736177764e-22,1.56859033905311e-21
"MDHm_rev",0,0,0,NA,1
"MDRPD",0,0,0,NA,1
"ME1m",0,0,0,NA,1
"ME2m",0.102801015634051,0.100041825417701,-0.0392508437407688,7.80055736177764e-22,1.56859033905311e-21
"METAT",0.0126455975074788,0.0126455975074788,6.40685300762983e-16,0.472362217380999,0.55308234313598
"METB1",0,0,0,NA,1
"METS",0,0,0,NA,1
"METt2r",0.0469307201614514,0.0469307201614514,0,1,1
"METt2r_rev",0,0,0,NA,1
"MEVK1",0,0,0,NA,1
"MEVK2",0.00892630412290445,0.00892630412291011,9.1489860948925e-13,0.0159198240294775,0.0239444507760435
"MEVK3",0,0,0,NA,1
"MEVK4",0,0,0,NA,1
"MFAPS_SC",0.00405741096496718,0.00405741096496718,9.61027951144475e-16,0.000190832832780461,0.000323890587746653
"MGSA",0.00021086790495875,0.00020025930027908,-0.074109603698311,1.44019401345064e-28,1.26874234518271e-27
"MI1PP",0.00358404635237352,0.00358404635236267,-4.36659066735672e-12,1.24456706464615e-05,2.16192400900974e-05
"MI1PS",0.000669472809202053,0.000669472809212027,2.14623168900995e-11,0.0115123718678643,0.0174572852094664
"MOHMT",0,0,0,NA,1
"MTAP",0,0,0,NA,1
"MTHFC",0.0336318885790099,0.0400138426696989,0.250662546013593,3.52864246483154e-23,1.55428299046151e-22
"MTHFC_rev",0,0,0,NA,1
"MTHFD",0.0336318885790099,0.0400138426696989,0.250662546013593,4.65699324127388e-23,2.00359011543178e-22
"MTHFD2i",0,0,0,NA,1
"MTHFD_rev",0,0,0,NA,1
"MTHFR3",0,0,0,NA,1
"MTRI",0,0,0,NA,1
"NABTNO",0,0,0,NA,1
"NADH2_u6cm",0.0439706592929533,0,-15.4242863539592,1.0088456957036e-24,5.41182212359602e-24
"NADH2_u6m",19.541848981643,19.5418489816429,-4.64496843053164e-15,0.9860446690792,1
"NADK",0,0,0,NA,1
"NADKm",0,0,0,NA,1
"NADPPPS",0,0,0,NA,1
"NADPPPSm",0,0,0,NA,1
"NADPt",0,0,0,NA,1
"NADS1",0,0,0,NA,1
"NDP1",0,0,0,NA,1
"NDP3",0,0,0,NA,1
"NDP4",0,0,0,NA,1
"NDP7",0,0,0,NA,1
"NDPK1",0,0,0,NA,1
"NDPK1_rev",0,0,0,NA,1
"NDPK2",1.43422105230078,1.80463978321404,0.331443289355692,7.79598320747168e-22,1.56859033905311e-21
"NDPK3",0,0,0,NA,1
"NDPK3_rev",0.00936729225162778,0.00936729225163323,8.39938429300027e-13,0.325178960006528,0.403745688598709
"NDPK4",0,0,0,NA,1
"NDPK4_rev",0,0,0,NA,1
"NDPK5",0,0,0,NA,1
"NDPK5_rev",0.00162296438601306,0.00162296438595456,-5.19727119414798e-11,0.707808210047643,0.786453566719603
"NDPK6",0,0,0,NA,1
"NDPK6_rev",0.0040574109649578,0.0040574109648652,-3.29190514388784e-11,0.635443161212728,0.714632126591822
"NDPK7",0,0,0,NA,1
"NDPK7_rev",0,0,0,NA,1
"NDPK8",0,0,0,NA,1
"NDPK8_rev",0,0,0,NA,1
"NDPK9",0,0,0,NA,1
"NFORTYRt",0.016815944289505,0.0200069213348495,0.250655704833086,3.00787121923141e-23,1.39114043889453e-22
"NFTYROX",0.016815944289505,0.0200069213348495,0.250655704833086,3.00787121923141e-23,1.39114043889453e-22
"NH4t",0,0,0,NA,1
"NH4t_rev",5.1559982951892,5.27116862796676,0.0318710527266983,0.843495071932905,0.917943859640201
"NH4ti",0,0,0,NA,1
"NH4tm",0,0,0,NA,1
"NH4tm_rev",0,0,0,NA,1
"NNATr",0,0,0,NA,1
"NNDPR",0,0,0,NA,1
"NTD1",0,0,0,NA,1
"NTD10",0,0,0,NA,1
"NTD11",0,0,0,NA,1
"NTD2",0,0,0,NA,1
"NTD3",0,0,0,NA,1
"NTD4",0,0,0,NA,1
"NTD5",0,0,0,NA,1
"NTD6",0,0,0,NA,1
"NTD7",0,0,0,NA,1
"NTD8",0,0,0,NA,1
"NTD9",0,0,0,NA,1
"NTP3",0,0,0,NA,1
"NTP4",0,0,0,NA,1
"O2t",11.736987935528,11.7369879355283,3.84411180457785e-14,0.634943475580715,0.714632126591822
"O2ter",0.00148771735379913,0.00148771735381008,1.06139130350509e-11,0.090112387043748,0.120802837703575
"O2tm",11.6992945876644,11.6992945876644,-3.04325517862418e-15,0.960141808391801,1
"OAAt",0,0,0,NA,1
"OAAt2m",0,0,0,NA,1
"OAAt2m_rev",11.8899911702359,11.6929803907205,-0.0241049404604104,7.79941358239863e-22,1.56859033905311e-21
"OBDHm",0,0,0,NA,1
"OCBT",0,0,0,NA,1
"OHACT1",0,0,0,NA,1
"OHACT2",0,0,0,NA,1
"OHACT3",0,0,0,NA,1
"OHACT4",0,0,0,NA,1
"OHACT5",0,0,0,NA,1
"OMCDC",0,0,0,NA,1
"OMPDC",0,0,0,NA,1
"ORNDC",0,0,0,NA,1
"ORNTA",0,0,0,NA,1
"ORNTACim",0,0,0,NA,1
"ORNt2r",0,0,0,NA,1
"ORNt2r_rev",0.00292192168625136,0,-11.5131954602411,1.44019401345064e-28,1.26874234518271e-27
"ORNt3m",0,0,0,NA,1
"ORPT",0,0,0,NA,1
"OXAGm",0,0,0,NA,1
"P5CDm",0,0.0266286761738818,14.7007472645315,9.96950005784349e-25,5.41182212359602e-24
"P5CR",0,0,0,NA,1
"PACALDt",0,0,0,NA,1
"PACALDtm",0,0,0,NA,1
"PAK_SC",0,0,0,NA,1
"PAN4Ptm",0,0,0,NA,1
"PANTS",0,0,0,NA,1
"PANTtm",0,0,0,NA,1
"PAPSR",0,0,0,NA,1
"PAPt",0,0,0,NA,1
"PAPt_rev",0,0,0,NA,1
"PAPtm",0,0,0,NA,1
"PAtm_SC",8.25006896209972e-05,0,-6.38371620754812,1.75403531682438e-26,1.29798613445004e-25
"PC",0,0,0,NA,1
"PCDAGAT",0,0,0,NA,1
"PDE1",0,0,0,NA,1
"PDHm",0.0269805904676611,0.0269841575833311,0.000190719666492952,1.41542581544247e-22,5.69247338819253e-22
"PETOHM_SC",0.00405741096496718,0.00405741096496718,9.61027951144475e-16,0.000190832832780461,0.000323890587746653
"PEtm_SC",7.10046918869209e-05,7.10046918869256e-05,9.4501081862537e-14,0.00199620515443246,0.00326812348292039
"PEtv_SC",0,0,0,NA,1
"PFK",0.00010648740663496,0.00010482087066746,-0.0225434486412406,1.44019401345064e-28,1.26874234518271e-27
"PFK26",0,0,0,NA,1
"PFK_3",7.98835063922708,8.42874796896701,0.0774206759096634,7.79941358239863e-22,1.56859033905311e-21
"PGCD",0,0,0,NA,1
"PGI",8.35728062367257,3.94565140525091,-1.08276988609183,0.348903007536358,0.427463949630637
"PGI_rev",0,0,0,NA,1
"PGK",16.0487538215808,16.9599941299323,0.0796743886519965,7.79026912533583e-22,1.56859033905311e-21
"PGK_rev",0,0,0,NA,1
"PGL",0.409331407030384,0.500646527063658,0.290522364162555,7.78341751898741e-22,1.56859033905311e-21
"PGM",16.0487538215808,16.9599941299323,0.0796743886519971,7.78798461527298e-22,1.56859033905311e-21
"PGMT",0,0,0,NA,1
"PGMT_rev",1.11801959139671,1.77035466056053,0.663092464100535,1.00923169331926e-24,5.41182212359602e-24
"PGM_rev",0,0,0,NA,1
"PHCDm",0,0,0,NA,1
"PHCHGSm",0,0,0,NA,1
"PHCHGSm_rev",0,0,0,NA,1
"PHEACt",0,0,0,NA,1
"PHETA1",0.0012915614197826,0,-10.3360171206456,2.34560292021189e-28,1.92860684550755e-27
"PHETA1_rev",0,0,0,NA,1
"PHEt2r",0.0918394494546335,0.0905478880348509,-0.020432777789712,2.83861008711422e-25,1.90961042224048e-24
"PHEt2r_rev",0,0,0,NA,1
"PI35BP5P_SC",0,0,0,NA,1
"PI3P5K_SC",0,0,0,NA,1
"PI45BP5P_SC",0,0,0,NA,1
"PI4P5K_SC",0,0,0,NA,1
"PINOS_SC",0.00358404635237352,0.00358404635236267,-4.36659066735672e-12,1.24456706464615e-05,2.16192400900974e-05
"PIt2m",41.9312338742989,41.8556973184482,-0.00260127062545336,7.79826996356911e-22,1.56859033905311e-21
"PIt2m_rev",0,0,0,NA,1
"PIt2r",0.133691691294877,0.133691691295208,3.57662569150492e-12,0.611964679058852,0.696698250005463
"PIt5m",0,0,0,NA,1
"PLBPC_SC",0.000199999999999998,2e-04,1.15323354137337e-14,0.00104014995360175,0.00172580934005671
"PLD_SC",0,0,0,NA,1
"PMAN",0.000669472809202053,0.000669472809212027,2.14623168900995e-11,0.0115123718678643,0.0174572852094664
"PMDPHT",0.000669472809204319,0.000669472809213552,1.98670104912226e-11,0.05491476738489,0.0778485208138287
"PMETM_SC",0.00405741096496718,0.00405741096496718,9.61027951144475e-16,0.000190832832780461,0.000323890587746653
"PMEVK",0.00148771735379913,0.00148771735381008,1.06139130350509e-11,0.090112387043748,0.120802837703575
"PMI12346PH",0,0,0,NA,1
"PMI12346PS",0,0,0,NA,1
"PMI1346PH",0,0,0,NA,1
"PMI1346PS",0,0,0,NA,1
"PMPK",0,0,0,NA,1
"PNTOt2",0,0,0,NA,1
"POLYAO",0,0,0,NA,1
"POLYAO2",0,0,0,NA,1
"POLYAO3",0,0,0,NA,1
"PPA",2.27913200579903,2.65780080568684,0.221748405797348,7.79941358239863e-22,1.56859033905311e-21
"PPAm",0.00825006896209972,0,-13.0103653235863,1.68098384945302e-26,1.29798613445004e-25
"PPCK",0,0,0,NA,1
"PPM",0,0,0,NA,1
"PPM_rev",0.141732127357848,0.141732127357752,-9.78646796915789e-13,0.201659032423426,0.262724795762914
"PPND",0,0,0,NA,1
"PPND2",0,0,0,NA,1
"PPNDH",0,0,0,NA,1
"PPYRDC",0.00129156141978261,0,-10.3360171206456,1.44019401345064e-28,1.26874234518271e-27
"PRAGSr",0,0,0,NA,1
"PRAIS",0,0,0,NA,1
"PRAIi",0,0,0,NA,1
"PRAMPC",0,0,0,NA,1
"PRASCSi",0,0,0,NA,1
"PRATPP",0,0,0,NA,1
"PRFGS",0,0,0,NA,1
"PRMICI",0,0,0,NA,1
"PRO1xm",0.102560903597796,0.131950448086966,0.36351223902741,3.00787121923141e-23,1.39114043889453e-22
"PROt2r",0.213936834586145,0.243326379075316,0.185707017209334,9.43569421814101e-23,3.87911873412464e-22
"PROt2r_rev",0,0,0,NA,1
"PROtm",0.102560903597796,0.131950448086966,0.36351223902741,3.00787121923141e-23,1.39114043889453e-22
"PRPPS",0,0,0,NA,1
"PSCVT",0,0,0,NA,1
"PSERDm_SC",7.10046918869209e-05,7.10046918869256e-05,9.4501081862537e-14,0.00199620515443246,0.00326812348292039
"PSERDv_SC",0,0,0,NA,1
"PSERS_SC",0,0.00825006896209993,13.0103653235863,1.44019401345064e-28,1.26874234518271e-27
"PSERS_SC_rev",0,0,0,NA,1
"PSERSm_SC",8.25006896209972e-05,0,-6.38371620754812,1.75403531682438e-26,1.29798613445004e-25
"PSERT",0,0,0,NA,1
"PSP_L",0,0,0,NA,1
"PStm_SC",0,7.10046918869256e-05,6.17001901174036,7.40733283144264e-26,5.27060220698803e-25
"PStm_SC_rev",1.14959977340406e-05,0,-3.64339419186909,2.99392443280364e-25,1.9434246318199e-24
"PStv_SC",0,0,0,NA,1
"PTPATi",0,0,0,NA,1
"PTRCt3i",0.676756173332268,0.639545202843832,-0.0815896867302689,0.902187439611903,0.967563341033055
"PTRCtex2",0.676756173332268,0.639545202843832,-0.0815896867302689,0.902187439611903,0.967563341033055
"PUNP1",0,0,0,NA,1
"PUNP1_rev",1.20706954192623,1.36565669805711,0.178085927075577,0.778235380387804,0.856985389117522
"PUNP2",0,0,0,NA,1
"PUNP2_rev",0.0951530033559488,0,-16.5379767349481,0.0437642014557256,0.0627626144907692
"PUNP3",0,0,0,NA,1
"PUNP3_rev",0.0333992545933045,0.033399254591963,-5.7945340486745e-11,0.444114667878118,0.52499177991982
"PUNP4",0,0,0,NA,1
"PUNP5",1.17352827794917,1.33211543408006,0.182866351583732,0.00906977613198644,0.0147184963545394
"PUNP5_rev",0,0,0,NA,1
