"Reaction","WT_mean","mip6_mean","log2FC","p_value","FDR"
"ACALDt_rev",0,0,0,NA,1
"ACALDtm",0,0,0,NA,1
"ACALDtm_rev",0,0,0,NA,1
"ACCOAC",0.268871099929899,0.26887109992688,-1.62022905710861e-11,1.47642778307858e-05,2.01099646315876e-05
"ACESt",0,0,0,NA,1
"ACGKm",0,0,0,NA,1
"ACHBSm",1.49484803316644,1.25907015693315,-0.247639972174269,7.79598320747168e-22,1.52535651381295e-21
"ACHLE1",0,0,0,NA,1
"ACHLE2",0,0,0,NA,1
"ACHLE3",0,0,0,NA,1
"ACLSm",0,0,0,NA,1
"ACOAHim",0,0,0,NA,1
"ACONT",0.00020544734105683,0.000210715927741,0.0363559723627505,1.44019401345064e-28,1.89625545104334e-27
"ACONT3m",0,0,0,NA,1
"ACONTm",1.44766902313025,1.47091224828666,0.0229793646420968,7.79712650526732e-22,1.52535651381295e-21
"ACOTAim",0,0,0,NA,1
"ACPSm",0,0,0,NA,1
"ACRNtm",0,0,0,NA,1
"ACS",0.30674026893411,0.306740268930667,-1.61954032041028e-11,1.25434303150945e-07,1.8983352392576e-07
"ACSm",0,0,0,NA,1
"ACt2r",0,0,0,NA,1
"ACt2r_rev",0,0,0,NA,1
"ACtm",0,0,0,NA,1
"ACtm_rev",0,0,0,NA,1
"ACtr",0,0,0,NA,1
"ACtr_rev",0.0880613833417637,0.0829350551804507,-0.0865264625765619,7.77315092478508e-22,1.52535651381295e-21
"ADA",1.04485156480354,1.1418147499488,0.128030484369934,0.759595977853292,0.76933438782577
"ADCL",0,0,0,NA,1
"ADCS",0,0,0,NA,1
"ADD",0.44313575271837,0.412321993037065,-0.103977070697054,0.606286408340476,0.628564649066898
"ADEt2",1.99547454552169,2,0.00326812256368393,0.0234886971010895,0.0263580549855976
"ADHAPR_SC",0,0,0,NA,1
"ADK1",0.910052486267801,0.904055594192969,-0.00953825025789143,0.000251614306224442,0.000319574440381526
"ADK1_rev",0,0,0,NA,1
"ADK1m",0,0,0,NA,1
"ADK1m_rev",0,0,0,NA,1
"ADK3",0,0,0,NA,1
"ADK3_rev",0.587190041796868,0.581983031057607,-0.0128503906941626,0.0733043538610386,0.0808805021651124
"ADK3m",0,0,0,NA,1
"ADK4",0,0,0,NA,1
"ADMDC",0,0,0,NA,1
"ADNCYC",0,0,0,NA,1
"ADNK1",0.0469721668325944,0.0461868614854546,-0.0243231099189714,0.369686288354407,0.388367244414869
"ADNUC",0,0,0,NA,1
"ADPT",0,0,0,NA,1
"ADSK",0,0,0,NA,1
"ADSL1r",0,0,0,NA,1
"ADSL2r",0,0,0,NA,1
"ADSS",0,0,0,NA,1
"AGAT_SC",0.0168043706590927,0.0168030084712127,-0.000116944838086268,7.3243381181134e-22,1.52535651381295e-21
"AGPRim",0,0,0,NA,1
"AGTi",0,0,0,NA,1
"AHCi",0.0126455975074782,0.0126455975074788,6.82329845312561e-14,3.48639736019356e-19,6.62080267921373e-19
"AHSERL2",0,0,0,NA,1
"AICART",0,0,0,NA,1
"AIRCr",0,0,0,NA,1
"AKGDam",5.1725115129822,5.04078198599966,-0.0372173848676487,7.77543126922574e-22,1.52535651381295e-21
"AKGDbm",5.1725115129822,5.04078198599966,-0.0372173848676487,7.77543126922574e-22,1.52535651381295e-21
"AKGMAL",0,0,0,NA,1
"AKGMAL_rev",0,0,0,NA,1
"AKGt2r",0,0,0,NA,1
"AKGt2r_rev",0,0,0,NA,1
"ALATA_L",0,0,0,NA,1
"ALATA_L_rev",0,0.00187956145330871,10.8769477364458,4.43827639397546e-25,2.43488774391709e-24
"ALATA_Lm",0.241572003997432,0.235192193685893,-0.0386129309206524,7.80055736177764e-22,1.52535651381295e-21
"ALAt2r",0.0686846877903865,0.0731849366486221,0.0915569356471152,7.80055736177764e-22,1.52535651381295e-21
"ALAt2r_rev",0,0,0,NA,1
"ALAtmi",0.241572003997432,0.235192193685893,-0.0386129309206524,7.80055736177764e-22,1.52535651381295e-21
"ALCD22xi",1.47694530609793,1.2218773550145,-0.273516714592645,7.79826996356911e-22,1.52535651381295e-21
"ALCD22xim",0,0,0,NA,1
"ALCD22yi",0,0,0,NA,1
"ALCD23xi",0.00927697433410982,0.013072211410088,0.494731819681605,3.11170647824114e-25,1.89096009062346e-24
"ALCD23xim",0,0,0,NA,1
"ALCD23yi",0,0,0,NA,1
"ALCD24xi",0.00248693830906043,0.00200246220860104,-0.3124554164304,2.5694838324082e-25,1.78060721719515e-24
"ALCD24xim",0,0,0,NA,1
"ALCD24yi",0,0,0,NA,1
"ALCD25xi",0,0,0,NA,1
"ALCD25xim",0,0,0,NA,1
"ALCD25yi",0,0,0,NA,1
"ALCD26xi",0,0,0,NA,1
"ALCD26xim",0,0,0,NA,1
"ALCD2ir",0.00026881270804409,0.00022099182401928,-0.281451757150379,1.44019401345064e-28,1.89625545104334e-27
"ALCD2irm",0,0,0,NA,1
"ALCD2x_copy1",0,0,0,NA,1
"ALCD2x_copy2",0,0,0,NA,1
"ALCD2x_copy2_rev",0,0,0,NA,1
"ALDD22x",0,0,0,NA,1
"ALDD2xm",0,0,0,NA,1
"ALDD2y",0.394801652275874,0.389675324111118,-0.0188554026757917,7.70277694748204e-22,1.52535651381295e-21
"ALDD2ym",0,0,0,NA,1
"ALPHNH",0,0,0,NA,1
"AMPDA",0,0,0,NA,1
"AMPN",0,0,0,NA,1
"ANPRT",0,0,0,NA,1
"ANS",0,0,0,NA,1
"AP4AH",0,0,0,NA,1
"APRTO2",0,0,0,NA,1
"ARGN",0.0426872036704946,0.0412926092914306,-0.0479189313143458,2.5694838324082e-25,1.78060721719515e-24
"ARGSL",0,0,0,NA,1
"ARGSS",0,0,0,NA,1
"ARGt2r",0.15135819401553,0.149963599636468,-0.0133543304784262,1.03364069218596e-24,5.16820346092981e-24
"ARGt2r_rev",0,0,0,NA,1
"ASAD",0,0,0,NA,1
"ASAD_rev",0,0,0,NA,1
"ASNN",0,0.00225105969941018,11.1370293567079,1.65468717235691e-25,1.30720286616196e-24
"ASNNe",0,0.124450053189961,16.9252189138799,0.0437571240179657,0.0485507415367877
"ASNS1",0,0,0,NA,1
"ASNt2r",0.0687731158561926,0.0710241755556038,0.0464648046693048,2.42153612089807e-22,9.19718045918017e-22
"ASNt2r_rev",0,0,0,NA,1
"ASNt6",0,0.0145031257404663,13.8241757169395,0.00105432443324408,0.00125818172547254
"ASNt7",0,0.0145031257404663,13.8241757169395,0.00105432443324408,0.00125818172547254
"ASPCT",0,0,0,NA,1
"ASPGLU2m",0,0,0,NA,1
"ASPK",0,0,0,NA,1
"ASPOcm",0,0,0,NA,1
"ASPTA",0.188973343084494,0.198857695115808,0.0735532714666692,3.50811565006312e-23,1.49000610943541e-22
"ASPTA_rev",0,0,0,NA,1
"ASPTAm",0,0,0,NA,1
"ASPTAm_rev",3.66589956717261,3.50932683346196,-0.0629729278247907,7.80055736177764e-22,1.52535651381295e-21
"ASPt2m",0,0,0,NA,1
"ASPt2m_rev",3.66589956717261,3.50932683346196,-0.0629729278247907,7.79826996356911e-22,1.52535651381295e-21
"ASPt2n",0.143107037059598,0.169126820921589,0.24100930021809,0.00762215995603296,0.00875218948439831
"ASPt2r",0,0,0,NA,1
"ASPt2r_rev",3.27574626374183,3.11154023769928,-0.0741946853132474,7.79826996356911e-22,1.52535651381295e-21
"ASPt5n",0.143107037059598,0.169126820921589,0.24100930021809,0.00762215995603296,0.00875218948439831
"ATPATF1",0,0,0,NA,1
"ATPH1",0,0,0,NA,1
"ATPM",1,1,0,NA,1
"ATPPRT",0,0,0,NA,1
"ATPS",0,0,0,NA,1
"ATPS3m",26.5542617903835,26.5514556883432,-0.00015246378511646,7.74697293648284e-22,1.52535651381295e-21
"ATPtm_H",31.7267733033657,31.5922376743428,-0.00613067600911991,7.74697293648284e-22,1.52535651381295e-21
"BIOMASS_SC5_notrace",0.676235160827853,0.676235160827863,2.14629575755598e-14,4.30969165787427e-11,7.06360250979393e-11
"BPNT",0,0,0,NA,1
"BTDD_RR",5.81279253831701,6.17287658682608,0.0867115147086578,7.79941358239863e-22,1.52535651381295e-21
"BTDt_RR",0,0,0,NA,1
"BTDt_RR_rev",5.81279253831701,6.17287658682608,0.0867115147086578,7.79941358239863e-22,1.52535651381295e-21
"C14STR",0.00148771735381896,0.00148771735381898,1.60171325190745e-14,4.30969165787427e-11,7.06360250979393e-11
"C22STDS",0,0,0,NA,1
"C22STDSx",0,0,0,NA,1
"C24STRer",0.000473364612578897,0.000473364612578976,2.40256987786099e-13,0.000156626143531056,0.000200867943814179
"C3STDH1",0.00148771735381896,0.00148771735381898,1.60171325190745e-14,4.30969165787427e-11,7.06360250979393e-11
"C3STDH2",0.00148771735381896,0.00148771735381898,1.60171325190745e-14,4.30969165787427e-11,7.06360250979393e-11
"C3STKR1",0.00148771735381896,0.00148771735381898,1.60171325190745e-14,4.30969165787427e-11,7.06360250979393e-11
"C3STKR2",0.00148771735381896,0.00148771735381898,1.60171325190745e-14,4.30969165787427e-11,7.06360250979393e-11
"C4STMO1",0.00148771735381896,0.00148771735381898,1.60171325190745e-14,4.30969165787427e-11,7.06360250979393e-11
"C4STMO2",0.00148771735381896,0.00148771735381898,1.60171325190745e-14,4.30969165787427e-11,7.06360250979393e-11
"C5STDS",0,0,0,NA,1
"C8STI",0,0,0,NA,1
"CAT",0,0,0,NA,1
"CBPS",0,0,0,NA,1
"CERASE124er",0,0,0,NA,1
"CERASE126er",0,0,0,NA,1
"CERASE224er",0,0,0,NA,1
"CERASE226er",0,0,0,NA,1
"CERS124er",0,0,0,NA,1
"CERS126er",0,0,0,NA,1
"CERS224er",0,0,0,NA,1
"CERS226er",0,0,0,NA,1
"CHLPCTD",0.00010136218790278,1e-04,-0.0193275961948041,1.44019401345064e-28,1.89625545104334e-27
"CHLSTI",0.00047336461257718,0.00047336461257718,0,NA,1
"CHOLK",0.00010136218790278,1e-04,-0.0193275961948041,1.44019401345064e-28,1.89625545104334e-27
"CHORM",0,0,0,NA,1
"CHORS",0,0,0,NA,1
"CITt2r",0,0,0,NA,1
"CITt2r_rev",0,0,0,NA,1
"CITtam",0,0,0,NA,1
"CITtam_rev",0.200737255727656,0.212052807281186,0.0791148010120793,3.71946666644904e-22,1.26295753488395e-21
"CITtbm",0,0,0,NA,1
"CITtcm",0.200531808386608,0.211842091353513,0.0791577904946318,3.64643521925934e-22,1.25247122748473e-21
"CITtcm_rev",0,0,0,NA,1
"CMPN",0,0,0,NA,1
"CO2t",0,0,0,NA,1
"CO2t_rev",23.3699734637612,23.5216316753755,0.00933204579871735,7.79712650526732e-22,1.52535651381295e-21
"CO2tm",0,0,0,NA,1
"CO2tm_rev",9.64396143134383,9.32311452907691,-0.0488138863440478,7.79941358239863e-22,1.52535651381295e-21
"CO2tn",0.143107037059598,0.169126820921589,0.24100930021809,0.00762215995603296,0.00875218948439831
"CO2tv",0,0,0,NA,1
"COAtim",0.00892630412291387,0.00892630412291396,1.505610456793e-14,7.20882491655411e-06,9.85289218698572e-06
"CRNCARtm",0,0,0,NA,1
"CRNtim",0,0,0,NA,1
"CSNATm",0,0,0,NA,1
"CSNATr",0,0,0,NA,1
"CSND",0.0723571622085807,0.0747916087875571,0.0477399399613872,1.46876216670627e-22,5.68785348871547e-22
"CSNt2",0.0723571622085807,0.0747916087875571,0.0477399399613872,1.46876216670627e-22,5.68785348871547e-22
"CSm",1.4478744704713,1.47112296421434,0.0229812965780527,7.79484007016099e-22,1.52535651381295e-21
"CTPS1",0.0253522743198107,0.0297401679510164,0.23028922371807,8.51161083948008e-07,1.24521714133135e-06
"CTPS2",0.00487543736919434,0.000487543736919444,-3.3192678970473,0.00531783252600295,0.00625161859455704
"CTPtm",0,0,0,NA,1
"CYOOm",11.9623066521368,11.962306652137,2.7549467932808e-14,0.0166057733371497,0.0187944999088084
"CYOR_u6m",23.924512493127,23.924513304274,4.89137527360013e-08,3.83954879588047e-24,1.82725514984673e-23
"CYSS",0,0,0,NA,1
"CYSTGL",0.0126455975074782,0.0126455975074788,6.82329845312561e-14,3.39995357984422e-19,6.48783412578969e-19
"CYSTL",0.0755133801126337,0.0485482767658545,-0.637301597173637,0.332854342609941,0.350606574215805
"CYSTS",0.0881589776201118,0.0611938742733333,-0.52671304086853,0.780800662798766,0.788788393364482
"CYSt2r",0,0,0,NA,1
"CYSt2r_rev",0.00818244544601481,0.00818244544601487,1.02509648122077e-14,0.00196041230692691,0.00231153092906307
"CYTD",0,0,0,NA,1
"CYTDK2",0,0,0,NA,1
"CYTK1",0,0,0,NA,1
"CYTK1_rev",0.0182922341866282,0.0182935963745462,0.000107424885525833,1.70029208777534e-24,8.39519218339073e-24
"CYTK2",0,0,0,NA,1
"CYTK2_rev",0,0,0,NA,1
"DADA",0.473945964022728,0.412321993037067,-0.200950711769831,0.674608636220191,0.688554034384949
"DADK",0,0,0,NA,1
"DADK_rev",0.00321975192703791,0.00243444657898031,-0.403211205551493,0.594240662987079,0.617697531262885
"DAGCPT_SC",0.00010136218790278,1e-04,-0.0193275961948041,1.44019401345064e-28,1.89625545104334e-27
"DAGPYP_SC",0.00456451424935288,0.0045631520614574,-0.000430513376776334,4.35243992886897e-25,2.42142784775105e-24
"DASYN_SC",0.0118341153144744,0.0118341153133232,-1.40341154111006e-10,4.96624226734587e-19,9.38596026603645e-19
"DASYN_SC_rev",0,0,0,NA,1
"DASYNm_SC",0,0,0,NA,1
"DB4PS",0.000669472809169704,0.000669472809169879,3.78004327450111e-13,1.61050025094859e-06,2.23209683903401e-06
"DCMPDA",0,0,0,NA,1
"DCMPDA_rev",0.00162296438598689,0.00162296438676807,6.93983270081241e-10,1.0381286258444e-11,1.86391276003881e-11
"DCTPD",0,0,0,NA,1
"DCYTD",0,0,0,NA,1
"DDPA",0,0,0,NA,1
"DDPAm",0,0,0,NA,1
"DESAT16",0.00602241945776326,0.00602241945770026,-1.50892600323235e-11,0.000111450287419888,0.000144337257478215
"DESAT18",0.0100772024675481,0.0110858938293336,0.137616883066735,2.22868353839052e-05,3.02518899540981e-05
"DESAT18_2",0.000669472809169704,0.000669472809169879,3.78004327450111e-13,1.61050025094859e-06,2.23209683903401e-06
"DGK1",0,0,0,NA,1
"DGK1_rev",0.00245211594929436,0.00162296438666968,-0.595095431363571,0.00724654612989797,0.00846859680860858
"DHAD1m",0,0,0,NA,1
"DHAD2m",1.49484803316644,1.25907015693315,-0.247639972174269,7.79598320747168e-22,1.52535651381295e-21
"DHAK",0.00010551620452978,0.00010919254932992,0.0489537520518579,1.44019401345064e-28,1.89625545104334e-27
"DHAPtm",0,0,0,NA,1
"DHFR",0,0.00243444657857964,11.2499706227312,5.81271250857487e-28,6.75300423790316e-27
"DHORD4i",0,0,0,NA,1
"DHORDfum",0,0,0,NA,1
"DHORDi",0,0,0,NA,1
"DHORTS",0,0,0,NA,1
"DHQS",0,0,0,NA,1
"DHQTi",0,0,0,NA,1
"DIAT",0,0,0,NA,1
"DKMPPD2",0,0,0,NA,1
"DMATT",0.00297543470763376,0.00297543470758388,-2.41772208524449e-11,0.000822077652223083,0.000986992925921331
"DOLPMMer",0.000669472809169704,0.000669472809169879,3.78004327450111e-13,1.61050025094859e-06,2.23209683903401e-06
"DOLPMTcer",0.000669472809169704,0.000669472809169879,3.78004327450111e-13,1.61050025094859e-06,2.23209683903401e-06
"DOLPt2er",0.000669472809169704,0.000669472809169879,3.78004327450111e-13,1.61050025094859e-06,2.23209683903401e-06
"DPCOAK",0,0,0,NA,1
"DPMVD",0.00892630412291337,0.00892630412286029,-8.57925669121743e-12,1.11395559395155e-08,1.75303768769268e-08
"DPR",0,0,0,NA,1
"DPRm",0,0,0,NA,1
"DROPPRy",0.000669472809169704,0.000669472809169879,3.78004327450111e-13,1.61050025094859e-06,2.23209683903401e-06
"DRTPPD",0.000669472809169704,0.000669472809169879,3.78004327450111e-13,1.61050025094859e-06,2.23209683903401e-06
"DTMPK",0,0,0,NA,1
"DTTPt",0,0,0,NA,1
"DURIK1",0,0,0,NA,1
"DURIPP",0.000819989667595142,-1.04555701014649e-13,-9.68122040597784,1.21139702957967e-07,1.84039164109219e-07
"DURIPP_rev",0,1.45676481630352e-13,2.10166722190083e-07,0.00683041389730774,0.00800597474610255
"DUTPDP",0,0,0,NA,1
"D_LACDcm",0,0,0,NA,1
"D_LACDm",0,0,0,NA,1
"D_LACt2",0,0,0,NA,1
"D_LACt2_rev",0.000114366830816713,0.000109378932369235,-0.063763657161126,2.70562485832586e-23,1.17441958136123e-22
"D_LACt2m",0,0,0,NA,1
"D_LACt2m_rev",0.573554051925885,0.969765089722371,0.757704839134672,0.259039526513122,0.27505541121689
"D_LACtm",0.573554051925885,0.969765089722371,0.757704839134673,0.259039526513122,0.27505541121689
"D_LACtm_rev",0,0,0,NA,1
"E4Ptm",0,0,0,NA,1
"ENO",0,0,0,NA,1
"EPISTt",0,0,0,NA,1
"EPISTt_rev",0,0,0,NA,1
"ERGSTt",0,0,0,NA,1
"ERGSTt_rev",0,0,0,NA,1
"ERGSTter",0.000473364612578897,0.000473364612578976,2.40256987786099e-13,0.000156626143531056,0.000200867943814179
"ERGTETROLter",0.000473364612578897,0.000473364612578976,2.40256987786099e-13,0.000156626143531056,0.000200867943814179
"ETOHt",0,0,0,NA,1
"ETOHt_rev",0.00026881270804409,0.00022099182401928,-0.281451757150379,1.44019401345064e-28,1.89625545104334e-27
"ETOHtm",0,0,0,NA,1
"EX_2hb_e",0.388366154558583,0.624144030791877,0.684460110330667,7.79826996356911e-22,1.52535651381295e-21
"EX_2mbac_e",0,0,0,NA,1
"EX_2mbald_e",0,0,0,NA,1
"EX_2mbtoh_e",1.47694530609793,1.2218773550145,-0.273516714592645,7.79826996356911e-22,1.52535651381295e-21
"EX_2mppal_e",0,0,0,NA,1
"EX_2phetoh_e",0,0,0,NA,1
"EX_3c3hmp_e",0,0,0,NA,1
"EX_3mbald_e",0,0,0,NA,1
"EX_3mop_e",0,0,0,NA,1
"EX_4abut_e",0,0,0,NA,1
"EX_4abz_e",0,0,0,NA,1
"EX_Nbfortyr_e",0,0.000335126760041176,8.39286159419352,1.46477726667398e-25,1.18078983742086e-24
"EX_ac_e",0.0880613833417637,0.0829350551804507,-0.0865264625765619,7.77315092478508e-22,1.52535651381295e-21
"EX_acald_e",0,0,0,NA,1
"EX_aces_e",0,0,0,NA,1
"EX_ade_e",0,0,0,NA,1
"EX_ade_e_rev",1.99547454552169,2,0.00326812256368393,0.0234886971010895,0.0263580549855976
"EX_akg_e",0,0,0,NA,1
"EX_ala__L_e",0,0,0,NA,1
"EX_ala__L_e_rev",0.0686846877903865,0.0731849366486221,0.0915569356471152,7.80055736177764e-22,1.52535651381295e-21
"EX_arg__L_e",0,0,0,NA,1
"EX_arg__L_e_rev",0.15135819401553,0.149963599636468,-0.0133543304784262,1.03364069218596e-24,5.16820346092981e-24
"EX_asn__L_e",0,0,0,NA,1
"EX_asn__L_e_rev",0.0687731158561927,0.195474228745565,1.50704820329862,4.33216417179529e-22,1.41421888252821e-21
"EX_asp__L_e",3.27574626374183,3.23599029088924,-0.0176163268991467,6.10406609717176e-17,1.12668509737516e-16
"EX_asp__L_e_rev",0,0,0,NA,1
"EX_btd_RR_e",5.81279253831701,6.17287658682608,0.0867115147086578,7.79941358239863e-22,1.52535651381295e-21
"EX_cit_e",0,0,0,NA,1
"EX_co2_e",23.3699734637612,23.5216316753755,0.00933204579871735,7.79712650526732e-22,1.52535651381295e-21
"EX_csn_e",0,0,0,NA,1
"EX_csn_e_rev",0.0723571622085807,0.0747916087875571,0.0477399399613872,1.46876216670627e-22,5.68785348871547e-22
"EX_cys__L_e",0.00818244544601481,0.00818244544601487,1.02509648122077e-14,0.00196041230692691,0.00231153092906307
"EX_cys__L_e_rev",0,0,0,NA,1
"EX_dttp_e",0,0,0,NA,1
"EX_epist_e",0,0,0,NA,1
"EX_ergst_e",0,0,0,NA,1
"EX_etoh_e",0.00026881270804409,0.00022099182401928,-0.281451757150379,1.44019401345064e-28,1.89625545104334e-27
"EX_fecost_e",0,0,0,NA,1
"EX_for_e",0.00349613578132586,0.00349613578130342,-9.2582229387052e-12,1.7173748953299e-06,2.36363443782338e-06
"EX_fum_e",0,0,0,NA,1
"EX_g3pc_e",0,0,0,NA,1
"EX_gam6p_e",0,0,0,NA,1
"EX_glc__D_e",0,0,0,NA,1
"EX_glc__D_e_rev",8.56808674771127,8.58850014101988,0.00343312011292873,7.77771225405903e-22,1.52535651381295e-21
"EX_gln__L_e",0,0,0,NA,1
"EX_gln__L_e_rev",2,1.8391859727829,-0.120932568952023,1.44019401345064e-28,1.89625545104334e-27
"EX_glu__L_e",0,0,0,NA,1
"EX_glu__L_e_rev",2,2,0,NA,1
"EX_glx_e",0,0,0,NA,1
"EX_gly_e",0,0,0,NA,1
"EX_gly_e_rev",0.196378690704408,0.193273990605349,-0.022990768198745,3.51405342127608e-22,1.21758868544215e-21
"EX_glyc_e",0,0,0,NA,1
"EX_gua_e",0,0,0,NA,1
"EX_gua_e_rev",0.0333992545932385,0.0333992545932329,-2.41538358387665e-13,0.0355847645923285,0.0397061638812705
"EX_h2o_e",11.5485624035795,11.4757025314986,-0.00913079467849569,3.73606664142247e-15,6.83215890445312e-15
"EX_h2o_e_rev",0,0,0,NA,1
"EX_h_e",0,0,0,NA,1
"EX_h_e_rev",4.15798526799261,3.96913800844496,-0.0670589038686096,7.79826996356911e-22,1.52535651381295e-21
"EX_his__L_e",0,0,0,NA,1
"EX_his__L_e_rev",0.0448343911628866,0.0448343911628873,2.14629575755598e-14,5.25337275648583e-09,8.30032895524761e-09
"EX_hxan_e",1.96193328154463,1.96645873602293,0.0033239301314986,0.0793121009352135,0.0870229996372481
"EX_iamac_e",0,0,0,NA,1
"EX_iamoh_e",0.00248693830906043,0.00200246220860104,-0.3124554164304,2.5694838324082e-25,1.78060721719515e-24
"EX_ibutac_e",0,0,0,NA,1
"EX_ibutoh_e",0.00927697433410982,0.013072211410088,0.494731819681605,3.11170647824114e-25,1.89096009062346e-24
"EX_id3acald_e",0,0,0,NA,1
"EX_ile__L_e",0,0,0,NA,1
"EX_ile__L_e_rev",0.112407788423009,0.0931177135728784,-0.271611800980374,4.14218008495718e-22,1.3634676112984e-21
"EX_ind3eth_e",0,0,0,NA,1
"EX_lac__D_e",0.000114366830816713,0.000109378932369235,-0.063763657161126,2.70562485832586e-23,1.17441958136123e-22
"EX_lac__L_e",0,0,0,NA,1
"EX_lanost_e",0,0,0,NA,1
"EX_leu__L_e",0,0,0,NA,1
"EX_leu__L_e_rev",0.202923039978436,0.202438563877979,-0.00344851680667285,2.23503951261354e-23,1.03037527091489e-22
"EX_lys__L_e",0,0,0,NA,1
"EX_lys__L_e_rev",0.193538503028931,0.193538503028934,2.11426149251783e-14,2.60765424687546e-06,3.57647023442989e-06
"EX_mal__L_e",0,0,0,NA,1
"EX_met__L_e",0,0,0,NA,1
"EX_met__L_e_rev",0.0469307201614507,0.0469307201614513,2.05019296244153e-14,1.80951216969696e-07,2.68705754522669e-07
"EX_nadp_e",0,0,0,NA,1
"EX_nh4_e",5.91059802934246,5.91331161063582,0.000662195466766147,6.01477408661872e-17,1.11541585174385e-16
"EX_nh4_e_rev",0,0,0,NA,1
"EX_o2_e",0,0,0,NA,1
"EX_o2_e_rev",12,12,0,NA,1
"EX_oaa_e",0,0,0,NA,1
"EX_orn_e",0.0426872036704946,0.0412926092914306,-0.0479189313143469,2.5694838324082e-25,1.78060721719515e-24
"EX_pacald_e",0,0,0,NA,1
"EX_pap_e",0,0,0,NA,1
"EX_phe__L_e",0,0,0,NA,1
"EX_phe__L_e_rev",0.0905478880348495,0.0905478880348508,2.14629575755598e-14,4.39284059829403e-09,6.9685623948841e-09
"EX_pheac_e",0,0,0,NA,1
"EX_pi_e",0,0,0,NA,1
"EX_pi_e_rev",0.133691691295103,0.133691691294237,-9.3496807653897e-12,1.1743631626573e-07,1.79101717857002e-07
"EX_pnto__R_e",0,0,0,NA,1
"EX_pro__L_e",0,0,0,NA,1
"EX_pro__L_e_rev",0.111375930988347,0.117211937479867,0.0736813726979249,2.30031633827443e-22,8.82160149144076e-22
"EX_ptrc_e",0,0,0,NA,1
"EX_pyr_e",0,0,0,NA,1
"EX_sbt__D_e",0,0,0,NA,1
"EX_ser__L_e",0,0,0,NA,1
"EX_ser__L_e_rev",0.241819452368348,0.274790747031249,0.184402407480203,3.44960146922169e-22,1.21660051816301e-21
"EX_so3_e",0,0,0,NA,1
"EX_so4_e",0,0,0,NA,1
"EX_so4_e_rev",0.0135247032165572,0.0135247032165572,9.61027951144475e-16,0.408297675332842,0.427791994048998
"EX_spmd_e",0,0,0,NA,1
"EX_succ_e",0,0,0,NA,1
"EX_thr__L_e",0,0,0,NA,1
"EX_thr__L_e_rev",2,2,0,NA,1
"EX_thym_e",0,0,0,NA,1
