Met_id,Measured_ratio,Predicted_ratio,Error,Transition
g3pc_c,1.0498817717151083,1.0498817717151083,0.0,3
g3pc_c,1.128389446734924,1.128389446734924,0.0,4
g3pc_c,1.0374492221482237,1.0158097606615515,0.021639461486672174,5
g3pc_c,0.9752479799504616,1.0805980301568336,0.105350050206372,6
g3pc_c,1.0265724748155387,1.0265724748155387,0.0,7
his__L_c,1.0574060540771208,1.0574060540771208,0.0,1
his__L_c,0.9265837682604552,0.9457104923356775,0.019126724075222312,2
his__L_c,1.0415146664244432,1.0415146664244432,0.0,3
his__L_c,0.9593311600842462,0.9472369566332915,0.012094203450954688,4
his__L_c,0.9865611829128274,0.9865611829128274,0.0,5
his__L_c,0.9717344981777611,1.0016140925896297,0.029879594411868604,6
his__L_c,1.0060776104257376,1.0,0.006077610425737623,7
ile__L_c,0.9387026324637017,1.046635206350041,0.10793257388633937,1
ile__L_c,0.8197242331812642,0.955442731080418,0.1357184978991538,2
ile__L_c,0.8703284719222257,1.0,0.12967152807777427,3
ile__L_c,1.0352341088808088,1.0,0.0352341088808088,4
ile__L_c,1.1288602580816975,1.0,0.12886025808169754,5
ile__L_c,1.046635206350041,1.046635206350041,0.0,6
ile__L_c,1.3218011878995788,1.0,0.3218011878995788,7
lac__L_c,1.0384856468287809,1.0384856468287809,0.0,1
lac__L_c,1.0010263552844096,1.0010263552844096,0.0,2
lac__L_c,1.111474864206965,1.111474864206965,0.0,3
lac__L_c,0.9713659130926332,0.9713659130926331,1.1102230246251565e-16,4
lac__L_c,1.0477638604331647,1.1301508186241853,0.0823869581910206,5
lac__L_c,1.1214051903867317,1.0559351737840759,0.06547001660265583,6
lac__L_c,1.0881779195487187,1.088177919548719,2.220446049250313e-16,7
leu__L_c,1.0410928635168608,1.0,0.04109286351686081,1
leu__L_c,1.0025930027908512,1.0025930027908512,0.0,2
leu__L_c,0.9262216476637753,1.0704606136748942,0.14423896601111885,3
leu__L_c,1.0273693242845725,1.0273693242845725,0.0,4
leu__L_c,0.9919538010152933,0.9919538010152933,0.0,5
leu__L_c,0.8825044491027287,0.9266607181462877,0.04415626904355896,6
leu__L_c,0.9043131131266583,0.9043131131266583,0.0,7
lys__L_c,0.9901582801796196,0.9901582801796196,0.0,1
lys__L_c,0.9999495197162563,0.9999495197162565,1.1102230246251565e-16,2
lys__L_c,0.9841518919645218,0.9962013260485663,0.012049434084044464,3
lys__L_c,0.9887269819831261,0.9915108525650121,0.0027838705818860054,4
lys__L_c,0.9976125130960589,0.9976125130960588,1.1102230246251565e-16,5
lys__L_c,0.9915609068409384,0.9915609068409386,1.1102230246251565e-16,6
lys__L_c,0.980432515384861,1.0,0.01956748461513902,7
nad_c,0.785037627909319,1.0,0.21496237209068103,1
nad_c,1.1839903380312211,1.0,0.1839903380312211,2
nad_c,0.8285205201860093,1.0,0.1714794798139907,3
nad_c,1.1301837202051308,1.0,0.1301837202051308,4
nad_c,1.0050365703749846,1.0,0.005036570374984617,5
nad_c,1.0607051082514876,1.0,0.06070510825148756,6
nad_c,1.0125012061142686,1.0,0.012501206114268637,7
phe__L_c,1.0100831903990326,0.9719777545350101,0.038105435864022486,1
phe__L_c,1.0962605798928164,1.0962605798928164,0.0,2
phe__L_c,0.9862488575820075,0.9862488575820075,0.0,3
phe__L_c,1.042433238872823,1.042433238872823,0.0,4
phe__L_c,1.032609426636262,1.0230471327598798,0.009562293876382189,5
phe__L_c,1.008243555608626,1.0082435556086258,2.220446049250313e-16,6
phe__L_c,0.9587379264777655,1.0603054696719563,0.10156754319419081,7
pro__L_c,0.7836309516164431,1.2408355165261489,0.45720456490970574,1
pro__L_c,0.80590858875446,0.80590858875446,0.0,2
pro__L_c,1.2378289019950677,1.2378289019950677,0.0,3
pro__L_c,0.62571214770151,0.8193893740560305,0.19367722635452056,4
pro__L_c,0.8039170020794466,1.0,0.1960829979205534,5
pro__L_c,1.2698728884132138,1.0024289419371573,0.2674439464760565,6
pro__L_c,0.9859367469268138,0.9859367469268138,0.0,7
ser__L_c,1.7763578070747676,1.7763578070747676,0.0,1
ser__L_c,1.1686565557344195,1.1686565557344195,0.0,2
ser__L_c,1.4986553597662582,1.4986553597662584,2.220446049250313e-16,3
ser__L_c,1.497058280562609,1.2817178928615747,0.21534038770103425,4
ser__L_c,1.0523991713445766,1.0523991713445766,0.0,5
ser__L_c,0.8878749835577094,1.247409867782094,0.3595348842243845,6
ser__L_c,1.137374868362543,1.137374868362543,0.0,7
succ_c,0.4267783231168624,0.6130952279436984,0.186316904826836,1
succ_c,1.841467127184757,1.841467127184757,0.0,2
succ_c,0.5562971019330591,0.5562971019330591,0.0,3
succ_c,1.6932548071901516,1.6932548071901516,0.0,4
succ_c,1.136346742745403,1.136346742745403,0.0,5
succ_c,1.4812055007002785,1.2523681371800615,0.228837363520217,6
succ_c,1.3619891973480802,1.3619891973480802,0.0,7
thm_c,0.9780804452221729,0.9780804452221729,0.0,1
thm_c,1.0487136351526498,1.0487136351526498,0.0,2
thm_c,0.9241849236760072,0.9241849236760072,0.0,3
thm_c,1.1344731037354945,1.0858029529870972,0.04867015074839731,4
thm_c,0.965775427815689,0.965775427815689,0.0,5
thm_c,0.9125579541069959,1.0220963751122123,0.10953842100521638,6
thm_c,0.9871831735873092,0.9871831735873092,0.0,7
tre_c,4.1534126875765525,4.153412687576553,8.881784197001252e-16,1
tre_c,1.1963065645321693,1.4849750149896892,0.2886684504575199,2
tre_c,3.743530125704699,3.7435301257046993,4.440892098500626e-16,3
tre_c,1.4787834077003965,1.4787834077003965,0.0,4
tre_c,1.0,1.0,0.0,5
tre_c,0.901314270287214,1.1094909211648714,0.20817665087765735,6
tre_c,1.1141363155066775,1.1141363155066775,0.0,7
udpg_c,0.7749463734865674,0.7749463734865676,2.220446049250313e-16,1
udpg_c,0.9789682570902196,0.9789682570902196,0.0,2
udpg_c,0.5208026181471532,0.5564961506343439,0.03569353248719065,3
udpg_c,1.5859388983856462,1.2521568856327012,0.33378201275294495,4
udpg_c,1.161536252386031,1.161536252386031,0.0,5
udpg_c,0.7806103002893319,1.617492421885914,0.836882121596582,6
udpg_c,1.2645969169511688,1.2645969169511688,0.0,7
val__L_c,1.0039147843551517,1.0039147843551517,0.0,1
val__L_c,0.9282829687238571,0.9282829687238571,0.0,2
val__L_c,0.9214797151296849,0.9860316281450214,0.06455191301533658,3
val__L_c,0.9776624158301512,0.9776624158301512,0.0,4
val__L_c,1.0201650354210112,1.0201650354210112,0.0,5
val__L_c,0.9363955993823236,1.038667251950179,0.10227165256785531,6
val__L_c,0.9862065929351106,0.9862065929351104,2.220446049250313e-16,7
